Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-C%,0.0610,0.2265,Cholesterol to Total-Lipids in Large LDL percentage
GlycA,0.1903,0.1383,Glycoprotein Acetyls
IDL-TG%,0.0257,0.0878,Triglycerides to Total-Lipids in IDL percentage
Creatinine,0.1258,0.0818,Creatinine
Albumin,0.1688,0.0817,Albumin
LA%,0.0628,0.0664,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-TG%,0.0377,0.0648,Triglycerides to Total-Lipids in Large LDL percentage
IDL-CE%,0.0468,0.0514,Cholesteryl Esters to Total-Lipids in IDL percentage
LA,0.0492,0.0482,Linoleic Acid
3-Hydroxybutyrate,0.0533,0.0283,3-Hydroxybutyrate
PUFA,0.0353,0.0260,Polyunsaturated Fatty Acids
S-LDL-CE%,0.0347,0.0230,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XS-VLDL-CE%,0.0060,0.0111,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Leu,0.0198,0.0101,Leucine
Unsaturation,0.0123,0.0083,Degree of Unsaturation
Total-BCAA,0.0125,0.0075,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XS-VLDL-PL%,0.0080,0.0072,Phospholipids to Total-Lipids in Very Small VLDL percentage
PUFA/MUFA,0.0057,0.0057,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Val,0.0090,0.0048,Valine
PUFA%,0.0053,0.0046,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-CE%,0.0060,0.0038,Cholesteryl Esters to Total-Lipids in Large HDL percentage
HDL-C,0.0037,0.0027,HDL Cholesterol
Glu,0.0043,0.0022,Glucose
HDL-P,0.0032,0.0021,Concentration of HDL Particles
Glu-lactate,0.0032,0.0014,Glucose-lactate
Omega-6,0.0017,0.0012,Omega-6 Fatty Acids
Tyr,0.0022,0.0011,Tyrosine
Acetoacetate,0.0022,0.0006,Acetoacetate
VLDL-size,0.0010,0.0006,Average Diameter for VLDL Particles
Ile,0.0007,0.0004,Isoleucine
S-LDL-PL%,0.0007,0.0003,Phospholipids to Total-Lipids in Small LDL percentage
Phe,0.0005,0.0002,Phenylalanine
L-VLDL-PL%,0.0003,0.0001,Phospholipids to Total-Lipids in Large VLDL percentage
Citrate,0.0002,5.9976e-05,Citrate
LDL-size,0.0002,4.4124e-05,Average Diameter for LDL Particles
