Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
PUFA,0.0975,0.1423,Polyunsaturated Fatty Acids
Glu-lactate,0.0745,0.0869,Glucose-lactate
Gln,0.0537,0.0559,Glutamine
GlycA,0.0520,0.0515,Glycoprotein Acetyls
L-LDL-C%,0.0597,0.0512,Cholesterol to Total-Lipids in Large LDL percentage
Glu,0.0460,0.0461,Glucose
Acetate,0.0665,0.0448,Acetate
S-HDL-PL%,0.0557,0.0433,Phospholipids to Total-Lipids in Small HDL percentage
LA,0.0302,0.0385,Linoleic Acid
Ala,0.0280,0.0260,Alanine
Acetone,0.0300,0.0253,Acetone
LDL-size,0.0343,0.0224,Average Diameter for LDL Particles
His,0.0233,0.0217,Histidine
Gly,0.0213,0.0215,Glycine
XS-VLDL-PL%,0.0215,0.0193,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-C%,0.0187,0.0188,Cholesterol to Total-Lipids in Medium LDL percentage
Phe,0.0182,0.0185,Phenylalanine
Pyruvate,0.0105,0.0163,Pyruvate
Omega-6,0.0148,0.0156,Omega-6 Fatty Acids
3-Hydroxybutyrate,0.0182,0.0146,3-Hydroxybutyrate
L-LDL-PL%,0.0180,0.0135,Phospholipids to Total-Lipids in Large LDL percentage
Omega-6/Omega-3,0.0103,0.0132,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Creatinine,0.0122,0.0111,Creatinine
Acetoacetate,0.0077,0.0101,Acetoacetate
M-LDL-TG%,0.0088,0.0099,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-FC%,0.0105,0.0096,Free Cholesterol to Total-Lipids in Medium HDL percentage
Omega-3,0.0078,0.0091,Omega-3 Fatty Acids
XXL-VLDL-FC%,0.0082,0.0086,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-FC%,0.0132,0.0082,Free Cholesterol to Total-Lipids in Small HDL percentage
Sc-ala,0.0082,0.0076,Spectrometer-corrected alanine
Total-C,0.0073,0.0076,Total-Cholesterol
Citrate,0.0067,0.0075,Citrate
IDL-PL%,0.0070,0.0073,Phospholipids to Total-Lipids in IDL percentage
S-HDL-CE,0.0075,0.0073,Cholesteryl Esters in Small HDL
S-LDL-CE%,0.0065,0.0067,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-LDL-C%,0.0067,0.0058,Cholesterol to Total-Lipids in Small LDL percentage
IDL-CE%,0.0078,0.0056,Cholesteryl Esters to Total-Lipids in IDL percentage
XXL-VLDL-C%,0.0067,0.0053,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-PL%,0.0047,0.0047,Phospholipids to Total-Lipids in Small LDL percentage
Leu,0.0062,0.0041,Leucine
XL-HDL-P,0.0062,0.0041,Concentration of Very Large HDL Particles
XS-VLDL-TG%,0.0037,0.0039,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-FC%,0.0040,0.0038,Free Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-PL%,0.0018,0.0037,Phospholipids to Total-Lipids in Large HDL percentage
Lactate,0.0052,0.0036,Lactate
SM,0.0017,0.0033,Sphingomyelins
Total-BCAA,0.0047,0.0033,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
IDL-FC%,0.0023,0.0030,Free Cholesterol to Total-Lipids in IDL percentage
Omega-3%,0.0025,0.0029,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA%,0.0018,0.0027,Docosahexaenoic Acid to Total-Fatty Acids percentage
XXL-VLDL-TG%,0.0017,0.0026,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ile,0.0032,0.0025,Isoleucine
XL-HDL-CE%,0.0030,0.0025,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
L-LDL-TG%,0.0022,0.0019,Triglycerides to Total-Lipids in Large LDL percentage
Unsaturation,0.0008,0.0017,Degree of Unsaturation
LA%,0.0012,0.0016,Linoleic Acid to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0012,0.0013,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-PL%,0.0008,0.0011,Phospholipids to Total-Lipids in Medium LDL percentage
XXL-VLDL-CE%,0.0013,0.0011,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-TG%,0.0008,0.0009,Triglycerides to Total-Lipids in Very Large HDL percentage
Tyr,0.0005,0.0009,Tyrosine
S-LDL-FC%,0.0005,0.0007,Free Cholesterol to Total-Lipids in Small LDL percentage
MUFA%,0.0007,0.0007,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Albumin,0.0002,0.0006,Albumin
XL-HDL-FC,0.0005,0.0005,Free Cholesterol in Very Large HDL
L-HDL-TG,0.0003,0.0005,Triglycerides in Large HDL
XS-VLDL-FC%,0.0003,0.0004,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Val,0.0003,0.0003,Valine
S-LDL-TG%,0.0002,0.0002,Triglycerides to Total-Lipids in Small LDL percentage
L-LDL-CE%,0.0002,0.0001,Cholesteryl Esters to Total-Lipids in Large LDL percentage
