Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Glu,0.1177,0.1228,Glucose
LA%,0.0923,0.1155,Linoleic Acid to Total-Fatty Acids percentage
S-HDL-FC%,0.0713,0.0745,Free Cholesterol to Total-Lipids in Small HDL percentage
Leu,0.0793,0.0704,Leucine
LA,0.0515,0.0523,Linoleic Acid
Albumin,0.0453,0.0426,Albumin
L-LDL-TG%,0.0335,0.0420,Triglycerides to Total-Lipids in Large LDL percentage
3-Hydroxybutyrate,0.0390,0.0405,3-Hydroxybutyrate
Gln,0.0462,0.0364,Glutamine
IDL-CE%,0.0263,0.0362,Cholesteryl Esters to Total-Lipids in IDL percentage
Citrate,0.0367,0.0341,Citrate
Ile,0.0345,0.0330,Isoleucine
Total-BCAA,0.0325,0.0301,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,0.0282,0.0269,Valine
Tyr,0.0275,0.0268,Tyrosine
Omega-3%,0.0283,0.0255,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-VLDL-FC%,0.0192,0.0194,Free Cholesterol to Total-Lipids in Large VLDL percentage
Creatinine,0.0210,0.0174,Creatinine
M-VLDL-FC%,0.0172,0.0174,Free Cholesterol to Total-Lipids in Medium VLDL percentage
GlycA,0.0163,0.0169,Glycoprotein Acetyls
DHA,0.0132,0.0125,Docosahexaenoic Acid
S-LDL-CE%,0.0118,0.0122,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Omega-6/Omega-3,0.0147,0.0106,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-HDL-PL%,0.0100,0.0076,Phospholipids to Total-Lipids in Large HDL percentage
Gly,0.0087,0.0074,Glycine
Glu-lactate,0.0082,0.0073,Glucose-lactate
IDL-TG%,0.0042,0.0056,Triglycerides to Total-Lipids in IDL percentage
M-LDL-C%,0.0055,0.0053,Cholesterol to Total-Lipids in Medium LDL percentage
His,0.0067,0.0052,Histidine
IDL-FC%,0.0068,0.0051,Free Cholesterol to Total-Lipids in IDL percentage
M-LDL-CE%,0.0042,0.0040,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-HDL-FC%,0.0038,0.0039,Free Cholesterol to Total-Lipids in Large HDL percentage
Omega-6,0.0035,0.0034,Omega-6 Fatty Acids
SFA%,0.0045,0.0032,Saturated Fatty Acids to Total-Fatty Acids percentage
Omega-6%,0.0038,0.0030,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,0.0027,0.0028,Phospholipids to Total-Lipids in Small LDL percentage
Sc-ala,0.0028,0.0027,Spectrometer-corrected alanine
M-LDL-TG%,0.0025,0.0024,Triglycerides to Total-Lipids in Medium LDL percentage
XL-HDL-P,0.0023,0.0020,Concentration of Very Large HDL Particles
DHA%,0.0017,0.0020,Docosahexaenoic Acid to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0010,0.0013,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetoacetate,0.0013,0.0011,Acetoacetate
L-LDL-PL%,0.0017,0.0011,Phospholipids to Total-Lipids in Large LDL percentage
XL-HDL-CE%,0.0013,0.0010,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
LDL-size,0.0013,0.0009,Average Diameter for LDL Particles
Phe,0.0007,0.0007,Phenylalanine
Pyruvate,0.0013,0.0007,Pyruvate
L-LDL-CE%,0.0008,0.0007,Cholesteryl Esters to Total-Lipids in Large LDL percentage
MUFA%,0.0013,0.0006,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-TG%,0.0008,0.0006,Triglycerides to Total-Lipids in Large HDL percentage
Omega-3,0.0008,0.0006,Omega-3 Fatty Acids
Acetone,0.0005,0.0005,Acetone
Lactate,0.0007,0.0004,Lactate
Ala,0.0005,0.0003,Alanine
M-LDL-TG,0.0003,0.0002,Triglycerides in Medium LDL
Acetate,0.0002,0.0001,Acetate
