Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.1553,0.3200,Linoleic Acid to Total-Fatty Acids percentage
Gly,0.1408,0.0982,Glycine
Creatinine,0.1103,0.0856,Creatinine
L-HDL-PL%,0.0393,0.0559,Phospholipids to Total-Lipids in Large HDL percentage
XL-HDL-PL%,0.0643,0.0546,Phospholipids to Total-Lipids in Very Large HDL percentage
TG/PG,0.0412,0.0434,Triglycerides to Phosphoglycerides ratio
Omega-6%,0.0175,0.0318,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.0297,0.0286,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XL-HDL-FC,0.0347,0.0264,Free Cholesterol in Very Large HDL
S-LDL-CE%,0.0397,0.0255,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XS-VLDL-CE%,0.0228,0.0220,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Glu,0.0327,0.0169,Glucose
XS-VLDL-CE,0.0253,0.0168,Cholesteryl Esters in Very Small VLDL
XL-HDL-TG%,0.0150,0.0164,Triglycerides to Total-Lipids in Very Large HDL percentage
XL-VLDL-C%,0.0087,0.0160,Cholesterol to Total-Lipids in Very Large VLDL percentage
GlycA,0.0278,0.0140,Glycoprotein Acetyls
3-Hydroxybutyrate,0.0197,0.0111,3-Hydroxybutyrate
XS-VLDL-C%,0.0043,0.0098,Cholesterol to Total-Lipids in Very Small VLDL percentage
Albumin,0.0238,0.0097,Albumin
VLDL-size,0.0073,0.0092,Average Diameter for VLDL Particles
XL-HDL-C,0.0083,0.0078,Cholesterol in Very Large HDL
XL-HDL-CE,0.0090,0.0077,Cholesteryl Esters in Very Large HDL
SFA%,0.0130,0.0076,Saturated Fatty Acids to Total-Fatty Acids percentage
Citrate,0.0155,0.0075,Citrate
Acetate,0.0090,0.0058,Acetate
XL-VLDL-CE%,0.0033,0.0052,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
Ala,0.0080,0.0044,Alanine
XXL-VLDL-CE%,0.0043,0.0042,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-C%,0.0052,0.0042,Cholesterol to Total-Lipids in Large HDL percentage
XL-VLDL-FC,0.0053,0.0037,Free Cholesterol in Very Large VLDL
PUFA%,0.0042,0.0036,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Glu-lactate,0.0068,0.0031,Glucose-lactate
Pyruvate,0.0062,0.0031,Pyruvate
XXL-VLDL-PL,0.0045,0.0029,Phospholipids in Chylomicrons and Extremely Large VLDL
LA,0.0042,0.0021,Linoleic Acid
His,0.0047,0.0020,Histidine
IDL-CE%,0.0033,0.0018,Cholesteryl Esters to Total-Lipids in IDL percentage
Sc-ala,0.0040,0.0017,Spectrometer-corrected alanine
S-LDL-PL%,0.0033,0.0016,Phospholipids to Total-Lipids in Small LDL percentage
Lactate,0.0030,0.0014,Lactate
M-HDL-C%,0.0022,0.0012,Cholesterol to Total-Lipids in Medium HDL percentage
Ile,0.0020,0.0012,Isoleucine
M-HDL-TG%,0.0020,0.0011,Triglycerides to Total-Lipids in Medium HDL percentage
Omega-3,0.0023,0.0008,Omega-3 Fatty Acids
Phe,0.0015,0.0006,Phenylalanine
Gln,0.0012,0.0005,Glutamine
Acetone,0.0007,0.0004,Acetone
Acetoacetate,0.0007,0.0002,Acetoacetate
DHA,0.0007,0.0002,Docosahexaenoic Acid
Val,0.0007,0.0002,Valine
Omega-6/Omega-3,0.0005,0.0002,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Tyr,0.0002,8.3790e-05,Tyrosine
