Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Omega-6/Omega-3,0.0727,0.0566,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-LDL-TG%,0.0753,0.0539,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-FC%,0.0432,0.0447,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Albumin,0.0445,0.0438,Albumin
M-LDL-PL%,0.0652,0.0424,Phospholipids to Total-Lipids in Medium LDL percentage
IDL-PL%,0.0387,0.0406,Phospholipids to Total-Lipids in IDL percentage
Gly,0.0345,0.0364,Glycine
His,0.0208,0.0307,Histidine
LA%,0.0395,0.0305,Linoleic Acid to Total-Fatty Acids percentage
Phe,0.0200,0.0301,Phenylalanine
Acetone,0.0302,0.0271,Acetone
Citrate,0.0342,0.0252,Citrate
LDL-size,0.0125,0.0248,Average Diameter for LDL Particles
Acetate,0.0182,0.0247,Acetate
Acetoacetate,0.0217,0.0227,Acetoacetate
S-HDL-PL%,0.0098,0.0215,Phospholipids to Total-Lipids in Small HDL percentage
Tyr,0.0122,0.0204,Tyrosine
Glu,0.0218,0.0201,Glucose
Unsaturation,0.0395,0.0186,Degree of Unsaturation
Lactate,0.0083,0.0184,Lactate
SFA%,0.0115,0.0179,Saturated Fatty Acids to Total-Fatty Acids percentage
Sc-ala,0.0090,0.0167,Spectrometer-corrected alanine
Creatinine,0.0197,0.0164,Creatinine
MUFA%,0.0268,0.0161,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-TG%,0.0092,0.0150,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-PL%,0.0075,0.0139,Phospholipids to Total-Lipids in Large HDL percentage
GlycA,0.0062,0.0134,Glycoprotein Acetyls
M-LDL-C%,0.0165,0.0133,Cholesterol to Total-Lipids in Medium LDL percentage
Gln,0.0135,0.0132,Glutamine
Pyruvate,0.0077,0.0125,Pyruvate
Glu-lactate,0.0152,0.0123,Glucose-lactate
XXL-VLDL-CE%,0.0073,0.0116,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Leu,0.0113,0.0115,Leucine
