Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-CE%,0.0555,0.0743,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Tyr,0.0803,0.0642,Tyrosine
Albumin,0.0550,0.0456,Albumin
Lactate,0.0478,0.0437,Lactate
Omega-6/Omega-3,0.0502,0.0434,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LDL-size,0.0470,0.0423,Average Diameter for LDL Particles
Acetate,0.0460,0.0405,Acetate
Citrate,0.0417,0.0368,Citrate
Glu,0.0485,0.0366,Glucose
Glu-lactate,0.0412,0.0364,Glucose-lactate
Gly,0.0292,0.0356,Glycine
Pyruvate,0.0322,0.0304,Pyruvate
Creatinine,0.0258,0.0296,Creatinine
Gln,0.0308,0.0279,Glutamine
Omega-3%,0.0232,0.0260,Omega-3 Fatty Acids to Total-Fatty Acids percentage
IDL-FC%,0.0353,0.0259,Free Cholesterol to Total-Lipids in IDL percentage
Acetone,0.0245,0.0258,Acetone
Phe,0.0220,0.0256,Phenylalanine
3-Hydroxybutyrate,0.0138,0.0226,3-Hydroxybutyrate
XXL-VLDL-FC%,0.0213,0.0220,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
DHA,0.0263,0.0208,Docosahexaenoic Acid
XS-VLDL-PL%,0.0137,0.0205,Phospholipids to Total-Lipids in Very Small VLDL percentage
Ala,0.0085,0.0178,Alanine
S-LDL-PL%,0.0213,0.0177,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-PL%,0.0087,0.0173,Phospholipids to Total-Lipids in Medium LDL percentage
Acetoacetate,0.0175,0.0164,Acetoacetate
L-LDL-PL%,0.0118,0.0145,Phospholipids to Total-Lipids in Large LDL percentage
SFA%,0.0102,0.0130,Saturated Fatty Acids to Total-Fatty Acids percentage
His,0.0078,0.0106,Histidine
Omega-3,0.0115,0.0102,Omega-3 Fatty Acids
XL-HDL-FC,0.0030,0.0084,Free Cholesterol in Very Large HDL
GlycA,0.0068,0.0081,Glycoprotein Acetyls
Val,0.0038,0.0076,Valine
IDL-CE%,0.0032,0.0074,Cholesteryl Esters to Total-Lipids in IDL percentage
LA%,0.0082,0.0065,Linoleic Acid to Total-Fatty Acids percentage
S-HDL-FC%,0.0080,0.0061,Free Cholesterol to Total-Lipids in Small HDL percentage
L-HDL-FC%,0.0050,0.0061,Free Cholesterol to Total-Lipids in Large HDL percentage
XXL-VLDL-PL%,0.0028,0.0061,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Sc-ala,0.0033,0.0055,Spectrometer-corrected alanine
Ile,0.0083,0.0055,Isoleucine
IDL-PL%,0.0033,0.0039,Phospholipids to Total-Lipids in IDL percentage
XXL-VLDL-TG%,0.0037,0.0036,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-CE,0.0047,0.0033,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
L-HDL-PL%,0.0045,0.0032,Phospholipids to Total-Lipids in Large HDL percentage
IDL-P,0.0010,0.0029,Concentration of IDL Particles
Leu,0.0025,0.0026,Leucine
XS-VLDL-FC%,0.0027,0.0025,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-VLDL-PL%,0.0032,0.0024,Phospholipids to Total-Lipids in Very Large VLDL percentage
S-HDL-PL%,0.0007,0.0022,Phospholipids to Total-Lipids in Small HDL percentage
XL-HDL-CE%,0.0015,0.0020,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,0.0018,0.0017,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-CE%,0.0015,0.0017,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
S-HDL-CE%,0.0012,0.0016,Cholesteryl Esters to Total-Lipids in Small HDL percentage
L-VLDL-TG%,0.0015,0.0014,Triglycerides to Total-Lipids in Large VLDL percentage
MUFA%,0.0018,0.0011,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-PL,0.0007,0.0010,Phospholipids in Small HDL
Phosphoglyc,0.0010,0.0008,Phosphoglycerides
Unsaturation,0.0008,0.0006,Degree of Unsaturation
DHA%,0.0007,0.0004,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-LDL-C%,0.0002,8.9586e-05,Cholesterol to Total-Lipids in Large LDL percentage
