Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Albumin,0.2453,0.2105,Albumin
L-LDL-TG%,0.0597,0.1198,Triglycerides to Total-Lipids in Large LDL percentage
Omega-6/Omega-3,0.0780,0.1182,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Citrate,0.1247,0.0927,Citrate
Glu,0.0703,0.0728,Glucose
GlycA,0.0618,0.0649,Glycoprotein Acetyls
IDL-P,0.0510,0.0503,Concentration of IDL Particles
Omega-3,0.0382,0.0402,Omega-3 Fatty Acids
IDL-CE%,0.0232,0.0322,Cholesteryl Esters to Total-Lipids in IDL percentage
ApoB/ApoA1,0.0348,0.0320,Apolipoprotein B to Apolipoprotein A1 ratio
PUFA,0.0322,0.0300,Polyunsaturated Fatty Acids
LA%,0.0167,0.0218,Linoleic Acid to Total-Fatty Acids percentage
Glu-lactate,0.0243,0.0165,Glucose-lactate
L-LDL-TG,0.0195,0.0162,Triglycerides in Large LDL
Remnant-C,0.0122,0.0110,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Leu,0.0152,0.0096,Leucine
XXL-VLDL-CE,0.0097,0.0063,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
3-Hydroxybutyrate,0.0097,0.0056,3-Hydroxybutyrate
Tyr,0.0088,0.0052,Tyrosine
IDL-TG,0.0065,0.0052,Triglycerides in IDL
XXL-VLDL-PL%,0.0073,0.0041,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Creatinine,0.0082,0.0040,Creatinine
LDL-TG,0.0038,0.0040,Triglycerides in LDL
M-HDL-FC%,0.0052,0.0035,Free Cholesterol to Total-Lipids in Medium HDL percentage
Omega-3%,0.0070,0.0034,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-HDL-TG,0.0043,0.0032,Triglycerides in Large HDL
L-HDL-P,0.0033,0.0030,Concentration of Large HDL Particles
S-LDL-C,0.0022,0.0029,Cholesterol in Small LDL
XS-VLDL-CE%,0.0057,0.0026,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Unsaturation,0.0027,0.0025,Degree of Unsaturation
Phosphoglyc,0.0023,0.0016,Phosphoglycerides
DHA,0.0022,0.0012,Docosahexaenoic Acid
His,0.0020,0.0012,Histidine
M-VLDL-C,0.0015,0.0012,Cholesterol in Medium VLDL
M-LDL-TG,0.0007,0.0003,Triglycerides in Medium LDL
