Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Citrate,0.2118,0.3186,Citrate
Creatinine,0.2180,0.1586,Creatinine
Albumin,0.1247,0.1104,Albumin
IDL-CE%,0.0677,0.0664,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-PL%,0.0440,0.0399,Phospholipids to Total-Lipids in IDL percentage
Leu,0.0392,0.0342,Leucine
Gln,0.0323,0.0295,Glutamine
Acetate,0.0353,0.0272,Acetate
Tyr,0.0202,0.0225,Tyrosine
His,0.0217,0.0191,Histidine
GlycA,0.0230,0.0185,Glycoprotein Acetyls
Val,0.0137,0.0152,Valine
XS-VLDL-PL%,0.0170,0.0146,Phospholipids to Total-Lipids in Very Small VLDL percentage
Gly,0.0227,0.0145,Glycine
Ala,0.0128,0.0132,Alanine
Total-BCAA,0.0077,0.0098,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Glu,0.0070,0.0076,Glucose
M-LDL-CE%,0.0058,0.0071,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XXL-VLDL-FC%,0.0057,0.0053,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu-lactate,0.0042,0.0050,Glucose-lactate
S-HDL-FC%,0.0048,0.0044,Free Cholesterol to Total-Lipids in Small HDL percentage
Sc-ala,0.0040,0.0042,Spectrometer-corrected alanine
L-LDL-TG%,0.0053,0.0039,Triglycerides to Total-Lipids in Large LDL percentage
Acetone,0.0030,0.0037,Acetone
S-HDL-PL%,0.0035,0.0037,Phospholipids to Total-Lipids in Small HDL percentage
Omega-3%,0.0020,0.0029,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0032,0.0026,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ile,0.0028,0.0025,Isoleucine
S-LDL-CE%,0.0020,0.0024,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-HDL-C%,0.0022,0.0023,Cholesterol to Total-Lipids in Medium HDL percentage
Phe,0.0022,0.0023,Phenylalanine
LDL-size,0.0012,0.0020,Average Diameter for LDL Particles
XS-VLDL-FC%,0.0030,0.0020,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-VLDL-FC%,0.0013,0.0018,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-LDL-PL%,0.0020,0.0017,Phospholipids to Total-Lipids in Large LDL percentage
Unsaturation,0.0027,0.0016,Degree of Unsaturation
XL-HDL-CE%,0.0018,0.0015,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Pyruvate,0.0017,0.0015,Pyruvate
DHA%,0.0010,0.0014,Docosahexaenoic Acid to Total-Fatty Acids percentage
3-Hydroxybutyrate,0.0025,0.0014,3-Hydroxybutyrate
Lactate,0.0010,0.0013,Lactate
S-HDL-PL,0.0007,0.0012,Phospholipids in Small HDL
XL-HDL-FC%,0.0015,0.0012,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-PL%,0.0015,0.0011,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-TG%,0.0013,0.0011,Triglycerides to Total-Lipids in Medium HDL percentage
DHA,0.0008,0.0009,Docosahexaenoic Acid
L-LDL-CE%,0.0013,0.0009,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XL-HDL-FC,0.0007,0.0008,Free Cholesterol in Very Large HDL
XXL-VLDL-CE%,0.0008,0.0007,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetoacetate,0.0003,0.0006,Acetoacetate
M-LDL-PL%,0.0005,0.0006,Phospholipids to Total-Lipids in Medium LDL percentage
PUFA%,0.0007,0.0005,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
SFA%,0.0005,0.0005,Saturated Fatty Acids to Total-Fatty Acids percentage
LA%,0.0002,0.0003,Linoleic Acid to Total-Fatty Acids percentage
XXL-VLDL-TG%,0.0003,0.0003,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-C%,0.0005,0.0003,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-FC%,0.0002,0.0002,Free Cholesterol to Total-Lipids in Large HDL percentage
S-LDL-C%,0.0003,0.0002,Cholesterol to Total-Lipids in Small LDL percentage
XL-VLDL-PL%,0.0002,0.0002,Phospholipids to Total-Lipids in Very Large VLDL percentage
L-LDL-C%,0.0002,0.0002,Cholesterol to Total-Lipids in Large LDL percentage
