Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1493,0.1481,Creatinine
GlycA,0.0978,0.0894,Glycoprotein Acetyls
Albumin,0.0880,0.0769,Albumin
L-HDL-PL%,0.0742,0.0735,Phospholipids to Total-Lipids in Large HDL percentage
Gln,0.0432,0.0502,Glutamine
L-LDL-C%,0.0405,0.0389,Cholesterol to Total-Lipids in Large LDL percentage
XXL-VLDL-PL%,0.0307,0.0365,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu,0.0277,0.0362,Glucose
SFA%,0.0253,0.0302,Saturated Fatty Acids to Total-Fatty Acids percentage
MUFA%,0.0307,0.0302,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Acetone,0.0193,0.0270,Acetone
Tyr,0.0235,0.0268,Tyrosine
Acetate,0.0312,0.0262,Acetate
IDL-CE%,0.0243,0.0256,Cholesteryl Esters to Total-Lipids in IDL percentage
Glu-lactate,0.0187,0.0242,Glucose-lactate
Lactate,0.0190,0.0235,Lactate
Leu,0.0202,0.0227,Leucine
L-LDL-CE%,0.0173,0.0155,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Ala,0.0218,0.0139,Alanine
Phe,0.0207,0.0123,Phenylalanine
L-LDL-PL%,0.0128,0.0122,Phospholipids to Total-Lipids in Large LDL percentage
Ile,0.0123,0.0119,Isoleucine
Total-BCAA,0.0118,0.0116,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-VLDL-FC%,0.0132,0.0113,Free Cholesterol to Total-Lipids in Large VLDL percentage
Acetoacetate,0.0102,0.0110,Acetoacetate
M-LDL-CE%,0.0162,0.0104,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
His,0.0107,0.0104,Histidine
Citrate,0.0048,0.0077,Citrate
Gly,0.0085,0.0073,Glycine
LDL-size,0.0068,0.0072,Average Diameter for LDL Particles
XXL-VLDL-TG%,0.0068,0.0070,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Pyruvate,0.0047,0.0067,Pyruvate
M-LDL-PL%,0.0060,0.0063,Phospholipids to Total-Lipids in Medium LDL percentage
Sc-ala,0.0037,0.0057,Spectrometer-corrected alanine
XL-HDL-FC,0.0075,0.0055,Free Cholesterol in Very Large HDL
LA%,0.0025,0.0050,Linoleic Acid to Total-Fatty Acids percentage
L-HDL-CE%,0.0040,0.0048,Cholesteryl Esters to Total-Lipids in Large HDL percentage
DHA,0.0057,0.0045,Docosahexaenoic Acid
IDL-C%,0.0050,0.0044,Cholesterol to Total-Lipids in IDL percentage
IDL-PL%,0.0032,0.0035,Phospholipids to Total-Lipids in IDL percentage
3-Hydroxybutyrate,0.0028,0.0032,3-Hydroxybutyrate
Omega-6%,0.0027,0.0025,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-LDL-C%,0.0032,0.0022,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-PL%,0.0020,0.0021,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-C%,0.0023,0.0020,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-FC%,0.0020,0.0015,Free Cholesterol to Total-Lipids in IDL percentage
Omega-3,0.0025,0.0015,Omega-3 Fatty Acids
S-HDL-FC%,0.0010,0.0014,Free Cholesterol to Total-Lipids in Small HDL percentage
Omega-6/Omega-3,0.0017,0.0011,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-HDL-PL%,0.0002,0.0003,Phospholipids to Total-Lipids in Small HDL percentage
