Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
XS-VLDL-CE%,0.0473,0.1514,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-LDL-C%,0.0662,0.1218,Cholesterol to Total-Lipids in Large LDL percentage
GlycA,0.1457,0.1054,Glycoprotein Acetyls
XL-HDL-FC%,0.1042,0.1012,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Creatinine,0.0965,0.0654,Creatinine
L-LDL-TG%,0.0400,0.0615,Triglycerides to Total-Lipids in Large LDL percentage
Albumin,0.0875,0.0603,Albumin
Glu,0.0438,0.0357,Glucose
DHA,0.0465,0.0305,Docosahexaenoic Acid
XL-HDL-CE,0.0207,0.0292,Cholesteryl Esters in Very Large HDL
DHA%,0.0345,0.0259,Docosahexaenoic Acid to Total-Fatty Acids percentage
XS-VLDL-PL%,0.0293,0.0240,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-C%,0.0160,0.0222,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-PL%,0.0197,0.0201,Phospholipids to Total-Lipids in Large HDL percentage
Omega-3%,0.0278,0.0173,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Gly,0.0245,0.0152,Glycine
L-LDL-CE%,0.0150,0.0110,Cholesteryl Esters to Total-Lipids in Large LDL percentage
MUFA%,0.0110,0.0085,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-FC,0.0070,0.0080,Free Cholesterol in Very Large HDL
HDL-size,0.0055,0.0063,Average Diameter for HDL Particles
Glu-lactate,0.0097,0.0057,Glucose-lactate
Lactate,0.0068,0.0054,Lactate
Gln,0.0090,0.0051,Glutamine
XL-HDL-P,0.0048,0.0050,Concentration of Very Large HDL Particles
Leu,0.0063,0.0048,Leucine
PUFA/MUFA,0.0040,0.0047,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Ile,0.0045,0.0042,Isoleucine
PUFA%,0.0057,0.0041,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
His,0.0040,0.0033,Histidine
LA,0.0045,0.0032,Linoleic Acid
Citrate,0.0042,0.0028,Citrate
LA%,0.0050,0.0027,Linoleic Acid to Total-Fatty Acids percentage
Val,0.0042,0.0024,Valine
XL-HDL-TG,0.0032,0.0023,Triglycerides in Very Large HDL
Sc-ala,0.0025,0.0023,Spectrometer-corrected alanine
L-VLDL-FC%,0.0035,0.0023,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-PL%,0.0035,0.0021,Phospholipids to Total-Lipids in Large VLDL percentage
Tyr,0.0023,0.0020,Tyrosine
Phe,0.0027,0.0018,Phenylalanine
XL-HDL-C%,0.0032,0.0017,Cholesterol to Total-Lipids in Very Large HDL percentage
3-Hydroxybutyrate,0.0020,0.0016,3-Hydroxybutyrate
Ala,0.0023,0.0015,Alanine
Omega-3,0.0023,0.0015,Omega-3 Fatty Acids
S-VLDL-CE%,0.0023,0.0014,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
Acetate,0.0013,0.0010,Acetate
L-LDL-FC%,0.0010,0.0009,Free Cholesterol to Total-Lipids in Large LDL percentage
Omega-6/Omega-3,0.0010,0.0006,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XXL-VLDL-CE%,0.0013,0.0006,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-FC%,0.0012,0.0005,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-PL%,0.0007,0.0004,Phospholipids to Total-Lipids in IDL percentage
Acetoacetate,0.0007,0.0003,Acetoacetate
LDL-size,0.0003,0.0003,Average Diameter for LDL Particles
Acetone,0.0005,0.0002,Acetone
Unsaturation,0.0003,0.0002,Degree of Unsaturation
IDL-FC%,0.0003,0.0002,Free Cholesterol to Total-Lipids in IDL percentage
M-LDL-PL%,0.0002,5.9878e-05,Phospholipids to Total-Lipids in Medium LDL percentage
