Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Tyr,0.1408,0.1166,Tyrosine
IDL-CE%,0.0662,0.0984,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-C%,0.0490,0.0940,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-TG%,0.0685,0.0880,Triglycerides to Total-Lipids in Large LDL percentage
Gln,0.0795,0.0684,Glutamine
Glu,0.0657,0.0672,Glucose
L-LDL-CE%,0.0450,0.0566,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Citrate,0.0562,0.0527,Citrate
IDL-PL%,0.0232,0.0282,Phospholipids to Total-Lipids in IDL percentage
Albumin,0.0367,0.0265,Albumin
M-LDL-TG%,0.0195,0.0229,Triglycerides to Total-Lipids in Medium LDL percentage
Glu-lactate,0.0172,0.0203,Glucose-lactate
SFA%,0.0353,0.0201,Saturated Fatty Acids to Total-Fatty Acids percentage
His,0.0380,0.0196,Histidine
3-Hydroxybutyrate,0.0315,0.0193,3-Hydroxybutyrate
Ile,0.0097,0.0188,Isoleucine
Gly,0.0212,0.0146,Glycine
LDL-size,0.0302,0.0144,Average Diameter for LDL Particles
Leu,0.0120,0.0140,Leucine
Omega-6,0.0137,0.0131,Omega-6 Fatty Acids
Ala,0.0055,0.0118,Alanine
GlycA,0.0077,0.0109,Glycoprotein Acetyls
Phe,0.0118,0.0082,Phenylalanine
LA%,0.0077,0.0079,Linoleic Acid to Total-Fatty Acids percentage
Acetoacetate,0.0147,0.0078,Acetoacetate
PUFA,0.0083,0.0074,Polyunsaturated Fatty Acids
Acetate,0.0072,0.0068,Acetate
Creatinine,0.0073,0.0068,Creatinine
Acetone,0.0103,0.0059,Acetone
XL-HDL-CE%,0.0047,0.0050,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
VLDL-size,0.0038,0.0050,Average Diameter for VLDL Particles
Omega-6%,0.0097,0.0049,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-FC%,0.0043,0.0045,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Omega-3,0.0062,0.0044,Omega-3 Fatty Acids
Pyruvate,0.0058,0.0041,Pyruvate
IDL-TG%,0.0057,0.0040,Triglycerides to Total-Lipids in IDL percentage
Total-BCAA,0.0017,0.0034,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XS-VLDL-PL%,0.0025,0.0024,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-PL%,0.0013,0.0023,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Val,0.0013,0.0018,Valine
Omega-3%,0.0020,0.0016,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,0.0018,0.0014,Phospholipids to Total-Lipids in Medium LDL percentage
IDL-FC%,0.0022,0.0014,Free Cholesterol to Total-Lipids in IDL percentage
DHA%,0.0015,0.0012,Docosahexaenoic Acid to Total-Fatty Acids percentage
XXL-VLDL-CE%,0.0012,0.0012,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-6/Omega-3,0.0018,0.0012,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Unsaturation,0.0012,0.0010,Degree of Unsaturation
Lactate,0.0005,0.0006,Lactate
Sc-ala,0.0007,0.0006,Spectrometer-corrected alanine
M-LDL-CE%,0.0003,0.0003,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-LDL-C%,0.0003,0.0003,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-PL%,0.0002,0.0001,Phospholipids to Total-Lipids in Large LDL percentage
