Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.2005,0.2729,Glycoprotein Acetyls
Albumin,0.1368,0.1302,Albumin
L-HDL-CE%,0.0860,0.1088,Cholesteryl Esters to Total-Lipids in Large HDL percentage
LA%,0.0817,0.0781,Linoleic Acid to Total-Fatty Acids percentage
L-HDL-C%,0.0230,0.0456,Cholesterol to Total-Lipids in Large HDL percentage
LA,0.0623,0.0437,Linoleic Acid
PUFA/MUFA,0.0203,0.0337,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XS-VLDL-CE%,0.0235,0.0253,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-TG%,0.0242,0.0252,Triglycerides to Total-Lipids in IDL percentage
3-Hydroxybutyrate,0.0317,0.0242,3-Hydroxybutyrate
L-HDL-PL%,0.0213,0.0208,Phospholipids to Total-Lipids in Large HDL percentage
Omega-3%,0.0282,0.0203,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Ala,0.0320,0.0164,Alanine
L-LDL-TG%,0.0177,0.0162,Triglycerides to Total-Lipids in Large LDL percentage
Total-BCAA,0.0232,0.0154,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Creatinine,0.0207,0.0123,Creatinine
Citrate,0.0125,0.0101,Citrate
His,0.0123,0.0088,Histidine
M-HDL-PL%,0.0055,0.0081,Phospholipids to Total-Lipids in Medium HDL percentage
PUFA%,0.0052,0.0076,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Tyr,0.0137,0.0075,Tyrosine
Sc-ala,0.0132,0.0071,Spectrometer-corrected alanine
PUFA,0.0113,0.0062,Polyunsaturated Fatty Acids
DHA,0.0100,0.0059,Docosahexaenoic Acid
Acetate,0.0105,0.0058,Acetate
MUFA%,0.0062,0.0050,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,0.0078,0.0045,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-FC%,0.0042,0.0034,Free Cholesterol to Total-Lipids in Medium LDL percentage
IDL-FC%,0.0053,0.0034,Free Cholesterol to Total-Lipids in IDL percentage
LDL-size,0.0042,0.0027,Average Diameter for LDL Particles
Acetone,0.0048,0.0027,Acetone
Acetoacetate,0.0048,0.0026,Acetoacetate
Glu-lactate,0.0050,0.0024,Glucose-lactate
S-LDL-CE%,0.0037,0.0023,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Gly,0.0040,0.0022,Glycine
Val,0.0027,0.0017,Valine
Gln,0.0028,0.0016,Glutamine
Omega-6/Omega-3,0.0025,0.0016,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Phe,0.0025,0.0014,Phenylalanine
Glu,0.0023,0.0011,Glucose
Ile,0.0017,0.0008,Isoleucine
L-LDL-CE%,0.0012,0.0008,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-LDL-CE%,0.0020,0.0008,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Leu,0.0008,0.0007,Leucine
Omega-3,0.0012,0.0007,Omega-3 Fatty Acids
L-LDL-PL%,0.0008,0.0004,Phospholipids to Total-Lipids in Large LDL percentage
M-LDL-C%,0.0005,0.0004,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-FC%,0.0005,0.0002,Free Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-PL%,0.0003,0.0002,Phospholipids to Total-Lipids in Medium LDL percentage
XS-VLDL-FC%,0.0003,0.0002,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
SFA%,0.0003,0.0002,Saturated Fatty Acids to Total-Fatty Acids percentage
Lactate,0.0002,9.1905e-05,Lactate
Pyruvate,0.0002,7.6986e-05,Pyruvate
