Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-HDL-C,0.0870,0.1337,Cholesterol in Large HDL
Creatinine,0.1358,0.1225,Creatinine
Gly,0.0573,0.0448,Glycine
GlycA,0.0520,0.0395,Glycoprotein Acetyls
IDL-CE%,0.0370,0.0382,Cholesteryl Esters to Total-Lipids in IDL percentage
LA%,0.0370,0.0361,Linoleic Acid to Total-Fatty Acids percentage
Ala,0.0252,0.0333,Alanine
Acetate,0.0267,0.0323,Acetate
SFA%,0.0305,0.0262,Saturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-CE,0.0260,0.0261,Cholesteryl Esters in Medium HDL
Lactate,0.0215,0.0253,Lactate
Gln,0.0345,0.0252,Glutamine
Glu,0.0265,0.0245,Glucose
XS-VLDL-PL%,0.0230,0.0228,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-CE,0.0213,0.0220,Cholesteryl Esters in Large HDL
L-LDL-CE%,0.0215,0.0201,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XXL-VLDL-FC%,0.0165,0.0178,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-PL%,0.0272,0.0166,Phospholipids to Total-Lipids in IDL percentage
M-LDL-C%,0.0113,0.0164,Cholesterol to Total-Lipids in Medium LDL percentage
Albumin,0.0133,0.0164,Albumin
Ile,0.0140,0.0162,Isoleucine
L-LDL-PL%,0.0117,0.0146,Phospholipids to Total-Lipids in Large LDL percentage
His,0.0118,0.0143,Histidine
Acetone,0.0157,0.0139,Acetone
DHA,0.0133,0.0131,Docosahexaenoic Acid
Citrate,0.0128,0.0107,Citrate
Glu-lactate,0.0090,0.0105,Glucose-lactate
Acetoacetate,0.0100,0.0098,Acetoacetate
Tyr,0.0100,0.0092,Tyrosine
XL-HDL-CE%,0.0077,0.0090,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
L-HDL-TG,0.0147,0.0087,Triglycerides in Large HDL
M-HDL-P,0.0062,0.0078,Concentration of Medium HDL Particles
PC,0.0125,0.0075,Phosphatidylcholines
XS-VLDL-CE,0.0093,0.0072,Cholesteryl Esters in Very Small VLDL
M-LDL-PL%,0.0065,0.0070,Phospholipids to Total-Lipids in Medium LDL percentage
HDL-PL,0.0070,0.0067,Phospholipids in HDL
S-HDL-C,0.0072,0.0065,Cholesterol in Small HDL
HDL-TG,0.0052,0.0061,Triglycerides in HDL
Sc-ala,0.0060,0.0060,Spectrometer-corrected alanine
L-HDL-FC,0.0050,0.0054,Free Cholesterol in Large HDL
Phe,0.0062,0.0052,Phenylalanine
3-Hydroxybutyrate,0.0047,0.0051,3-Hydroxybutyrate
IDL-FC%,0.0053,0.0048,Free Cholesterol to Total-Lipids in IDL percentage
XL-HDL-P,0.0028,0.0046,Concentration of Very Large HDL Particles
PUFA/MUFA,0.0043,0.0045,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
IDL-P,0.0048,0.0044,Concentration of IDL Particles
M-LDL-CE%,0.0067,0.0044,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
S-HDL-FC%,0.0047,0.0041,Free Cholesterol to Total-Lipids in Small HDL percentage
Pyruvate,0.0032,0.0034,Pyruvate
Omega-6/Omega-3,0.0015,0.0030,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-LDL-C%,0.0028,0.0027,Cholesterol to Total-Lipids in Large LDL percentage
S-HDL-CE,0.0015,0.0027,Cholesteryl Esters in Small HDL
S-HDL-P,0.0028,0.0024,Concentration of Small HDL Particles
S-HDL-PL%,0.0018,0.0021,Phospholipids to Total-Lipids in Small HDL percentage
M-HDL-PL,0.0043,0.0021,Phospholipids in Medium HDL
Val,0.0010,0.0018,Valine
Omega-3%,0.0017,0.0018,Omega-3 Fatty Acids to Total-Fatty Acids percentage
MUFA%,0.0020,0.0016,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-PL%,0.0005,0.0014,Phospholipids to Total-Lipids in Large VLDL percentage
PUFA%,0.0025,0.0013,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-VLDL-TG,0.0012,0.0010,Triglycerides in Small VLDL
Unsaturation,0.0012,0.0009,Degree of Unsaturation
M-VLDL-PL%,0.0007,0.0009,Phospholipids to Total-Lipids in Medium VLDL percentage
S-LDL-C%,0.0012,0.0007,Cholesterol to Total-Lipids in Small LDL percentage
XXL-VLDL-C%,0.0002,0.0006,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Total-BCAA,0.0002,0.0005,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-LDL-PL%,0.0010,0.0005,Phospholipids to Total-Lipids in Small LDL percentage
XXL-VLDL-PL%,0.0003,0.0004,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-CE%,0.0008,0.0004,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-VLDL-FC%,0.0007,0.0004,Free Cholesterol to Total-Lipids in Large VLDL percentage
Leu,0.0002,0.0003,Leucine
XXL-VLDL-TG%,0.0005,0.0002,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-VLDL-TG%,0.0002,7.5285e-05,Triglycerides to Total-Lipids in Medium VLDL percentage
