Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.0728,0.0651,Creatinine
Acetone,0.0632,0.0533,Acetone
Acetate,0.0620,0.0511,Acetate
Tyr,0.0417,0.0454,Tyrosine
LA%,0.0268,0.0409,Linoleic Acid to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0478,0.0408,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Albumin,0.0367,0.0394,Albumin
Gly,0.0288,0.0363,Glycine
Acetoacetate,0.0242,0.0326,Acetoacetate
L-VLDL-FC%,0.0422,0.0288,Free Cholesterol to Total-Lipids in Large VLDL percentage
Citrate,0.0202,0.0275,Citrate
S-HDL-FC%,0.0170,0.0264,Free Cholesterol to Total-Lipids in Small HDL percentage
S-LDL-FC%,0.0330,0.0246,Free Cholesterol to Total-Lipids in Small LDL percentage
LDL-size,0.0308,0.0235,Average Diameter for LDL Particles
Gln,0.0265,0.0225,Glutamine
Ile,0.0183,0.0222,Isoleucine
Val,0.0152,0.0216,Valine
3-Hydroxybutyrate,0.0175,0.0202,3-Hydroxybutyrate
MUFA%,0.0132,0.0179,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Lactate,0.0170,0.0169,Lactate
Pyruvate,0.0165,0.0158,Pyruvate
SFA%,0.0172,0.0157,Saturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-CE%,0.0087,0.0156,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
GlycA,0.0178,0.0155,Glycoprotein Acetyls
Omega-6%,0.0268,0.0154,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Sc-ala,0.0193,0.0154,Spectrometer-corrected alanine
Glu,0.0115,0.0132,Glucose
Total-BCAA,0.0103,0.0123,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-LDL-TG%,0.0102,0.0122,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-PL,0.0123,0.0105,Phospholipids in Small LDL
XXL-VLDL-CE%,0.0105,0.0104,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-TG%,0.0122,0.0103,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-CE,0.0152,0.0102,Cholesteryl Esters in IDL
S-LDL-C%,0.0048,0.0102,Cholesterol to Total-Lipids in Small LDL percentage
His,0.0058,0.0100,Histidine
XL-HDL-FC%,0.0145,0.0100,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-LDL-CE%,0.0077,0.0088,Cholesteryl Esters to Total-Lipids in Large LDL percentage
DHA,0.0093,0.0087,Docosahexaenoic Acid
Phe,0.0077,0.0083,Phenylalanine
L-HDL-TG%,0.0075,0.0068,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-PL%,0.0028,0.0065,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-C%,0.0053,0.0064,Cholesterol to Total-Lipids in Medium LDL percentage
XL-HDL-FC,0.0050,0.0063,Free Cholesterol in Very Large HDL
XL-VLDL-TG%,0.0080,0.0061,Triglycerides to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-FC%,0.0062,0.0061,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-PL%,0.0027,0.0058,Phospholipids to Total-Lipids in IDL percentage
Ala,0.0078,0.0052,Alanine
L-HDL-FC%,0.0027,0.0044,Free Cholesterol to Total-Lipids in Large HDL percentage
DHA%,0.0025,0.0043,Docosahexaenoic Acid to Total-Fatty Acids percentage
XS-VLDL-PL%,0.0035,0.0040,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,0.0015,0.0040,Phospholipids to Total-Lipids in Small LDL percentage
Leu,0.0027,0.0036,Leucine
XS-VLDL-TG%,0.0060,0.0036,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-HDL-FC,0.0033,0.0035,Free Cholesterol in Small HDL
XS-VLDL-C%,0.0047,0.0033,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-VLDL-PL%,0.0025,0.0032,Phospholipids to Total-Lipids in Large VLDL percentage
Glu-lactate,0.0025,0.0031,Glucose-lactate
IDL-C%,0.0043,0.0027,Cholesterol to Total-Lipids in IDL percentage
