Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Lactate,0.1965,0.2145,Lactate
Acetate,0.1175,0.1108,Acetate
Pyruvate,0.0785,0.0953,Pyruvate
Albumin,0.0920,0.0756,Albumin
Acetone,0.0265,0.0481,Acetone
Gln,0.0495,0.0416,Glutamine
Creatinine,0.0512,0.0331,Creatinine
His,0.0320,0.0314,Histidine
Ile,0.0213,0.0251,Isoleucine
Citrate,0.0433,0.0230,Citrate
XL-HDL-C%,0.0238,0.0201,Cholesterol to Total-Lipids in Very Large HDL percentage
Gly,0.0098,0.0194,Glycine
Phe,0.0150,0.0191,Phenylalanine
Ala,0.0172,0.0168,Alanine
Leu,0.0195,0.0163,Leucine
Val,0.0132,0.0158,Valine
IDL-PL%,0.0127,0.0155,Phospholipids to Total-Lipids in IDL percentage
Total-BCAA,0.0090,0.0155,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Tyr,0.0165,0.0138,Tyrosine
GlycA,0.0148,0.0136,Glycoprotein Acetyls
XL-HDL-PL%,0.0160,0.0126,Phospholipids to Total-Lipids in Very Large HDL percentage
M-LDL-CE%,0.0152,0.0106,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
3-Hydroxybutyrate,0.0067,0.0100,3-Hydroxybutyrate
L-VLDL-PL%,0.0083,0.0093,Phospholipids to Total-Lipids in Large VLDL percentage
Glu,0.0053,0.0073,Glucose
XL-VLDL-PL%,0.0053,0.0060,Phospholipids to Total-Lipids in Very Large VLDL percentage
Glu-lactate,0.0052,0.0059,Glucose-lactate
LA%,0.0058,0.0055,Linoleic Acid to Total-Fatty Acids percentage
XS-VLDL-PL%,0.0078,0.0051,Phospholipids to Total-Lipids in Very Small VLDL percentage
Omega-3%,0.0068,0.0049,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-HDL-PL%,0.0043,0.0042,Phospholipids to Total-Lipids in Small HDL percentage
Acetoacetate,0.0028,0.0040,Acetoacetate
SFA%,0.0038,0.0039,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-C%,0.0013,0.0035,Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-TG%,0.0020,0.0033,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-FC%,0.0023,0.0032,Free Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-CE%,0.0043,0.0032,Cholesteryl Esters to Total-Lipids in Large LDL percentage
IDL-FC%,0.0040,0.0031,Free Cholesterol to Total-Lipids in IDL percentage
Sc-ala,0.0037,0.0031,Spectrometer-corrected alanine
XS-VLDL-CE%,0.0035,0.0029,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
DHA,0.0020,0.0028,Docosahexaenoic Acid
L-VLDL-TG%,0.0030,0.0027,Triglycerides to Total-Lipids in Large VLDL percentage
Unsaturation,0.0038,0.0025,Degree of Unsaturation
XXL-VLDL-PL%,0.0012,0.0019,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-P,0.0018,0.0019,Concentration of Small HDL Particles
XXL-VLDL-C%,0.0018,0.0017,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LDL-size,0.0015,0.0014,Average Diameter for LDL Particles
M-LDL-PL%,0.0020,0.0014,Phospholipids to Total-Lipids in Medium LDL percentage
PUFA%,0.0020,0.0014,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,0.0025,0.0014,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-LDL-C%,0.0013,0.0012,Cholesterol to Total-Lipids in Large LDL percentage
XL-HDL-FC%,0.0008,0.0011,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XXL-VLDL-CE%,0.0007,0.0009,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-TG%,0.0003,0.0009,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-CE,0.0007,0.0008,Cholesteryl Esters in Small HDL
