Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-TG%,0.0775,0.2172,Triglycerides to Total-Lipids in Large LDL percentage
GlycA,0.2220,0.1312,Glycoprotein Acetyls
Albumin,0.1385,0.1217,Albumin
L-LDL-C%,0.0525,0.1152,Cholesterol to Total-Lipids in Large LDL percentage
Creatinine,0.1127,0.0978,Creatinine
IDL-TG%,0.0143,0.0513,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,0.0418,0.0433,Phospholipids to Total-Lipids in Very Small VLDL percentage
LA,0.0465,0.0413,Linoleic Acid
IDL-CE%,0.0153,0.0229,Cholesteryl Esters to Total-Lipids in IDL percentage
Glu,0.0288,0.0192,Glucose
IDL-CE,0.0178,0.0183,Cholesteryl Esters in IDL
Leu,0.0275,0.0168,Leucine
PUFA,0.0235,0.0162,Polyunsaturated Fatty Acids
Total-BCAA,0.0255,0.0117,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-LDL-CE%,0.0272,0.0113,Cholesteryl Esters to Total-Lipids in Small LDL percentage
LA%,0.0152,0.0104,Linoleic Acid to Total-Fatty Acids percentage
XS-VLDL-CE%,0.0075,0.0095,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Val,0.0202,0.0091,Valine
Omega-3,0.0228,0.0087,Omega-3 Fatty Acids
Omega-6,0.0037,0.0049,Omega-6 Fatty Acids
Omega-3%,0.0113,0.0031,Omega-3 Fatty Acids to Total-Fatty Acids percentage
3-Hydroxybutyrate,0.0075,0.0029,3-Hydroxybutyrate
IDL-FC%,0.0047,0.0029,Free Cholesterol to Total-Lipids in IDL percentage
DHA%,0.0090,0.0028,Docosahexaenoic Acid to Total-Fatty Acids percentage
DHA,0.0033,0.0016,Docosahexaenoic Acid
Glu-lactate,0.0027,0.0014,Glucose-lactate
Citrate,0.0025,0.0013,Citrate
L-HDL-PL%,0.0040,0.0012,Phospholipids to Total-Lipids in Large HDL percentage
Tyr,0.0025,0.0010,Tyrosine
PUFA/MUFA,0.0027,0.0009,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PUFA%,0.0015,0.0006,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Acetoacetate,0.0017,0.0004,Acetoacetate
XS-VLDL-FC%,0.0012,0.0004,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,0.0010,0.0003,Phospholipids to Total-Lipids in Small LDL percentage
L-HDL-CE%,0.0012,0.0003,Cholesteryl Esters to Total-Lipids in Large HDL percentage
IDL-PL%,0.0007,0.0002,Phospholipids to Total-Lipids in IDL percentage
His,0.0007,0.0002,Histidine
MUFA%,0.0003,0.0002,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Lactate,0.0003,0.0001,Lactate
L-VLDL-FC%,0.0003,0.0001,Free Cholesterol to Total-Lipids in Large VLDL percentage
Phe,0.0002,4.5873e-05,Phenylalanine
