Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Omega-6%,0.0740,0.0646,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Albumin,0.0520,0.0628,Albumin
SFA%,0.0660,0.0527,Saturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-CE%,0.0625,0.0514,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XL-HDL-FC%,0.0665,0.0494,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-LDL-PL%,0.0357,0.0395,Phospholipids to Total-Lipids in Medium LDL percentage
Creatinine,0.0540,0.0384,Creatinine
Ile,0.0298,0.0382,Isoleucine
XXL-VLDL-PL%,0.0258,0.0378,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Lactate,0.0515,0.0326,Lactate
3-Hydroxybutyrate,0.0270,0.0300,3-Hydroxybutyrate
L-LDL-PL%,0.0345,0.0298,Phospholipids to Total-Lipids in Large LDL percentage
Phe,0.0287,0.0275,Phenylalanine
Acetone,0.0202,0.0273,Acetone
Acetate,0.0160,0.0236,Acetate
Tyr,0.0152,0.0228,Tyrosine
GlycA,0.0197,0.0207,Glycoprotein Acetyls
His,0.0217,0.0202,Histidine
XXL-VLDL-CE%,0.0242,0.0202,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Sc-ala,0.0138,0.0201,Spectrometer-corrected alanine
Pyruvate,0.0152,0.0197,Pyruvate
M-LDL-CE%,0.0137,0.0196,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
LA%,0.0212,0.0190,Linoleic Acid to Total-Fatty Acids percentage
Glu-lactate,0.0137,0.0188,Glucose-lactate
Acetoacetate,0.0187,0.0173,Acetoacetate
Val,0.0202,0.0163,Valine
IDL-CE%,0.0118,0.0150,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-FC%,0.0117,0.0139,Free Cholesterol to Total-Lipids in IDL percentage
MUFA,0.0132,0.0135,Monounsaturated Fatty Acids
Glu,0.0110,0.0135,Glucose
LDL-size,0.0088,0.0132,Average Diameter for LDL Particles
Citrate,0.0058,0.0116,Citrate
Gln,0.0107,0.0115,Glutamine
Omega-6/Omega-3,0.0110,0.0105,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
IDL-PL%,0.0083,0.0089,Phospholipids to Total-Lipids in IDL percentage
Leu,0.0043,0.0071,Leucine
S-LDL-PL%,0.0078,0.0071,Phospholipids to Total-Lipids in Small LDL percentage
Gly,0.0055,0.0067,Glycine
L-VLDL-PL%,0.0082,0.0066,Phospholipids to Total-Lipids in Large VLDL percentage
Total-BCAA,0.0032,0.0060,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XXL-VLDL-TG%,0.0083,0.0059,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
PUFA%,0.0032,0.0036,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-C%,0.0055,0.0034,Cholesterol to Total-Lipids in Small LDL percentage
IDL-TG%,0.0017,0.0032,Triglycerides to Total-Lipids in IDL percentage
L-LDL-C%,0.0027,0.0030,Cholesterol to Total-Lipids in Large LDL percentage
M-HDL-PL%,0.0042,0.0027,Phospholipids to Total-Lipids in Medium HDL percentage
Ala,0.0025,0.0025,Alanine
M-LDL-C%,0.0020,0.0023,Cholesterol to Total-Lipids in Medium LDL percentage
HDL-FC,0.0013,0.0022,Free Cholesterol in HDL
XS-VLDL-PL%,0.0008,0.0020,Phospholipids to Total-Lipids in Very Small VLDL percentage
DHA%,0.0018,0.0015,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-3,0.0025,0.0015,Omega-3 Fatty Acids
Unsaturation,0.0010,0.0009,Degree of Unsaturation
