Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
DHA%,"1.778 [1.404,2.152]",2.805e-15,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA/MUFA,"1.597 [1.202,1.992]",5.162e-10,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Unsaturation,"1.396 [1.023,1.769]",5.120e-08,***,Degree of Unsaturation
PUFA%,"1.309 [0.905,1.714]",5.096e-05,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-3%,"1.221 [0.872,1.571]",1.674e-06,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA,"1.196 [0.843,1.550]",7.686e-06,***,Docosahexaenoic Acid
S-LDL-CE%,"-0.882 [-1.215,-0.548]",0.049,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-VLDL-CE,"-0.904 [-1.238,-0.571]",0.025,*,Cholesteryl Esters in Large VLDL
VLDL-PL,"-0.910 [-1.253,-0.568]",0.044,*,Phospholipids in VLDL
VLDL-FC,"-0.912 [-1.251,-0.574]",0.029,*,Free Cholesterol in VLDL
VLDL-L,"-0.928 [-1.276,-0.581]",0.038,*,Total-Lipids in VLDL
Phe,"-0.930 [-1.275,-0.586]",0.028,*,Phenylalanine
XL-VLDL-C,"-0.969 [-1.317,-0.621]",0.011,*,Cholesterol in Very Large VLDL
XL-VLDL-CE,"-0.973 [-1.313,-0.634]",0.005,**,Cholesteryl Esters in Very Large VLDL
VLDL-CE,"-0.974 [-1.305,-0.642]",0.002,**,Cholesteryl Esters in VLDL
VLDL-C,"-0.975 [-1.308,-0.641]",0.002,**,VLDL Cholesterol
Omega-6/Omega-3,"-0.975 [-1.326,-0.624]",0.012,*,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XXL-VLDL-L,"-1.019 [-1.396,-0.642]",0.027,*,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C,"-1.023 [-1.390,-0.656]",0.011,*,Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-CE,"-1.065 [-1.428,-0.701]",0.002,**,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
Gly,"-1.065 [-1.373,-0.758]",2.666e-06,***,Glycine
MUFA,"-1.088 [-1.454,-0.722]",0.001,**,Monounsaturated Fatty Acids
XL-VLDL-PL%,"-1.096 [-1.402,-0.790]",5.112e-07,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
GlycA,"-1.361 [-1.723,-0.998]",4.411e-08,***,Glycoprotein Acetyls
MUFA%,"-1.652 [-2.039,-1.265]",1.395e-11,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
