Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,"0.005 [0.002,0.008]",1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
SFA%,"0.004 [0.001,0.007]",1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
MUFA%,"0.004 [0.001,0.007]",1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
MUFA,"0.003 [-0.000,0.005]",1.000,,Monounsaturated Fatty Acids
M-LDL-PL%,"0.001 [-0.001,0.004]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
LDL-C,"-0.001 [-0.003,0.002]",1.000,,LDL Cholesterol
Clinical LDL-C,"-0.001 [-0.003,0.002]",1.000,,Clinical LDL Cholesterol
Non-HDL-C,"-0.001 [-0.003,0.002]",1.000,,Total-Cholesterol Minus HDL-C
ApoB,"-0.001 [-0.004,0.001]",1.000,,Apolipoprotein B
M-LDL-FC%,"-0.001 [-0.004,0.002]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
