Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Total-C,"0.021 [-0.012,0.053]",1.000,,Total-Cholesterol
HDL-CE,"0.019 [-0.013,0.051]",1.000,,Cholesteryl Esters in HDL
Remnant-C,"0.016 [-0.015,0.047]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
VLDL-C,"0.012 [-0.018,0.042]",1.000,,VLDL Cholesterol
M-LDL-FC%,"0.009 [-0.025,0.044]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-CE%,"-0.000 [-0.031,0.031]",1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-LDL-PL%,"-0.001 [-0.028,0.027]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,"-0.005 [-0.031,0.022]",1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-TG%,"-0.005 [-0.035,0.026]",1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-HDL-PL%,"-0.017 [-0.052,0.018]",1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
