Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"13.631 [4.423,22.840]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-CE%,"13.394 [2.501,24.286]",1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,"11.194 [0.201,22.188]",1.000,,Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-C%,"6.075 [-3.036,15.186]",1.000,,Cholesterol to Total-Lipids in Large LDL percentage
IDL-PL%,"0.644 [-6.899,8.188]",1.000,,Phospholipids to Total-Lipids in IDL percentage
Total-C,"-4.727 [-13.290,3.835]",1.000,,Total-Cholesterol
Remnant-C,"-5.704 [-13.855,2.448]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,"-5.757 [-13.956,2.441]",1.000,,Total-Cholesterol Minus HDL-C
M-LDL-TG%,"-6.291 [-14.577,1.995]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-C,"-6.730 [-14.648,1.189]",1.000,,VLDL Cholesterol
