Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"31.434 [13.176,49.691]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-C%,"16.448 [0.173,32.723]",1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
Gln,"12.296 [-3.020,27.613]",1.000,,Glutamine
His,"8.258 [-6.569,23.086]",1.000,,Histidine
M-HDL-FC%,"5.200 [-13.645,24.044]",1.000,,Free Cholesterol to Total-Lipids in Medium HDL percentage
VLDL-CE,"-4.791 [-20.426,10.844]",1.000,,Cholesteryl Esters in VLDL
Total-CE,"-8.825 [-25.804,8.154]",1.000,,Total-Esterified Cholesterol
S-HDL-PL,"-36.537 [-52.034,-21.041]",0.878,,Phospholipids in Small HDL
L-HDL-PL%,"-48.384 [-68.271,-28.497]",0.428,,Phospholipids to Total-Lipids in Large HDL percentage
GlycA,"-53.596 [-70.463,-36.729]",1.113e-04,***,Glycoprotein Acetyls
