Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"18.215 [1.074,35.356]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Albumin,"12.776 [-2.195,27.748]",1.000,,Albumin
HDL-FC,"7.964 [-7.291,23.218]",1.000,,Free Cholesterol in HDL
LDL-FC,"3.267 [-11.806,18.339]",1.000,,Free Cholesterol in LDL
Total-FC,"1.255 [-14.281,16.790]",1.000,,Total-Free Cholesterol
M-LDL-TG%,"-4.949 [-20.371,10.472]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-TG%,"-7.029 [-22.068,8.011]",1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-CE%,"-12.375 [-26.469,1.719]",1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-HDL-PL%,"-22.171 [-39.351,-4.991]",1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
GlycA,"-44.440 [-60.277,-28.604]",0.009,**,Glycoprotein Acetyls
