Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-CE%,"68.847 [39.987,97.708]",0.675,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
LA%,"62.557 [38.706,86.409]",0.063,,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-FC%,"37.538 [13.123,61.952]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Albumin,"16.129 [-5.201,37.459]",1.000,,Albumin
Omega-6,"0.665 [-21.082,22.412]",1.000,,Omega-6 Fatty Acids
M-LDL-TG%,"-14.051 [-36.020,7.919]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Leu,"-29.478 [-50.550,-8.406]",1.000,,Leucine
GlycA,"-53.384 [-75.955,-30.813]",0.819,,Glycoprotein Acetyls
M-HDL-PL%,"-58.885 [-83.343,-34.426]",0.547,,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-PL%,"-65.088 [-91.679,-38.497]",0.370,,Phospholipids to Total-Lipids in Large HDL percentage
