Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
LA%,"11.838 [5.521,18.156]",1.000,,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-FC%,"8.821 [2.358,15.285]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,"8.096 [1.608,14.584]",1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Omega-6/Omega-3,"6.420 [0.798,12.042]",1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Total-CE,"0.061 [-5.949,6.071]",1.000,,Total-Esterified Cholesterol
Clinical LDL-C,"-0.494 [-6.246,5.258]",1.000,,Clinical LDL Cholesterol
LDL-C,"-1.376 [-7.076,4.325]",1.000,,LDL Cholesterol
M-LDL-TG%,"-6.181 [-11.995,-0.366]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,"-15.603 [-21.577,-9.630]",0.071,,Glycoprotein Acetyls
Creatinine,"-18.628 [-25.831,-11.424]",0.093,,Creatinine
