Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
LDL-C,"6.523 [-0.986,14.032]",1.000,,LDL Cholesterol
M-LDL-FC%,"5.869 [-2.648,14.385]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Non-HDL-C,"5.485 [-2.096,13.065]",1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,"3.994 [-3.543,11.531]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
HDL-C,"0.873 [-7.038,8.783]",1.000,,HDL Cholesterol
ApoA1,"-0.145 [-7.869,7.579]",1.000,,Apolipoprotein A1
Omega-3%,"-0.456 [-7.801,6.889]",1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
SFA%,"-0.723 [-8.515,7.068]",1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,"-2.402 [-9.163,4.359]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
MUFA%,"-5.501 [-13.857,2.855]",1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
