Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-TG,"0.024 [0.015,0.032]",0.017,*,Triglycerides in Large HDL
HDL-TG,"0.022 [0.013,0.031]",0.220,,Triglycerides in HDL
M-HDL-TG,"0.022 [0.013,0.031]",0.256,,Triglycerides in Medium HDL
HDL-CE,"0.008 [-0.001,0.018]",1.000,,Cholesteryl Esters in HDL
VLDL-C,"0.004 [-0.005,0.012]",1.000,,VLDL Cholesterol
ApoB,"-0.000 [-0.009,0.009]",1.000,,Apolipoprotein B
Total-BCAA,"-0.005 [-0.015,0.004]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
ApoB/ApoA1,"-0.008 [-0.017,0.001]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Val,"-0.009 [-0.018,0.000]",1.000,,Valine
M-LDL-FC%,"-0.012 [-0.023,-0.002]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
