Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6%,"24.765 [14.331,35.200]",0.757,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
LA%,"24.116 [14.204,34.028]",0.427,,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-FC%,"19.647 [9.505,29.788]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,"5.481 [-3.943,14.905]",1.000,,HDL Cholesterol
ApoA1,"0.364 [-8.839,9.567]",1.000,,Apolipoprotein A1
Total-C,"-3.446 [-12.879,5.987]",1.000,,Total-Cholesterol
Remnant-C,"-5.640 [-14.620,3.340]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,"-5.952 [-14.984,3.080]",1.000,,Total-Cholesterol Minus HDL-C
M-LDL-TG%,"-7.704 [-16.832,1.423]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-C,"-8.273 [-16.995,0.450]",1.000,,VLDL Cholesterol
