Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
LDL-C,"0.018 [0.001,0.035]",1.000,,LDL Cholesterol
Non-HDL-C,"0.017 [-0.000,0.033]",1.000,,Total-Cholesterol Minus HDL-C
Total-C,"0.016 [-0.002,0.033]",1.000,,Total-Cholesterol
Remnant-C,"0.015 [-0.002,0.032]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-PL%,"0.000 [-0.016,0.016]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-LDL-C%,"-0.000 [-0.019,0.018]",1.000,,Cholesterol to Total-Lipids in Large LDL percentage
L-HDL-FC%,"-0.002 [-0.024,0.020]",1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-PL%,"-0.012 [-0.028,0.004]",1.000,,Phospholipids to Total-Lipids in Large LDL percentage
M-LDL-FC%,"-0.013 [-0.032,0.006]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-FC%,"-0.021 [-0.039,-0.002]",1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
