Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Clinical LDL-C,"0.544 [0.042,1.045]",1.000,,Clinical LDL Cholesterol
ApoB,"0.498 [0.005,0.991]",1.000,,Apolipoprotein B
M-LDL-FC%,"0.241 [-0.325,0.808]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,"0.069 [-0.471,0.609]",1.000,,HDL Cholesterol
ApoA1,"0.047 [-0.479,0.573]",1.000,,Apolipoprotein A1
Gln,"-0.019 [-0.520,0.482]",1.000,,Glutamine
M-LDL-PL%,"-0.209 [-0.688,0.270]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
His,"-0.448 [-0.948,0.052]",1.000,,Histidine
Phe,"-0.667 [-1.172,-0.161]",1.000,,Phenylalanine
Acetate,"-1.660 [-2.152,-1.168]",8.600e-06,***,Acetate
