Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,"50.912 [-70.518,172.342]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
ApoB,"27.016 [-97.867,151.899]",1.000,,Apolipoprotein B
Non-HDL-C,"16.095 [-111.592,143.783]",1.000,,Total-Cholesterol Minus HDL-C
LDL-C,"11.083 [-115.942,138.108]",1.000,,LDL Cholesterol
Clinical LDL-C,"7.609 [-119.870,135.087]",1.000,,Clinical LDL Cholesterol
PUFA,"-11.935 [-143.779,119.909]",1.000,,Polyunsaturated Fatty Acids
Unsaturation,"-76.565 [-214.328,61.199]",1.000,,Degree of Unsaturation
M-LDL-FC%,"-87.104 [-228.597,54.389]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-FC,"-111.567 [-245.043,21.909]",1.000,,Free Cholesterol in HDL
Albumin,"-191.023 [-318.611,-63.436]",1.000,,Albumin
