Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-PL,"0.536 [0.507,0.565]",7.033e-276,***,Phospholipids in HDL
HDL-L,"0.527 [0.497,0.556]",9.388e-259,***,Total-Lipids in HDL
M-HDL-L,"0.522 [0.494,0.551]",1.016e-272,***,Total-Lipids in Medium HDL
M-HDL-PL,"0.520 [0.491,0.548]",2.561e-278,***,Phospholipids in Medium HDL
M-HDL-C,"0.517 [0.488,0.545]",2.520e-268,***,Cholesterol in Medium HDL
M-HDL-CE,"0.512 [0.484,0.540]",2.241e-266,***,Cholesteryl Esters in Medium HDL
M-HDL-FC,"0.510 [0.481,0.538]",2.417e-267,***,Free Cholesterol in Medium HDL
M-HDL-P,"0.505 [0.477,0.533]",5.963e-269,***,Concentration of Medium HDL Particles
ApoA1,"0.501 [0.472,0.530]",2.863e-247,***,Apolipoprotein A1
HDL-C,"0.497 [0.467,0.527]",3.026e-231,***,HDL Cholesterol
HDL-CE,"0.490 [0.460,0.519]",1.141e-226,***,Cholesteryl Esters in HDL
HDL-FC,"0.479 [0.450,0.508]",1.321e-227,***,Free Cholesterol in HDL
L-HDL-PL,"0.459 [0.431,0.488]",1.222e-205,***,Phospholipids in Large HDL
L-HDL-L,"0.439 [0.409,0.469]",3.482e-179,***,Total-Lipids in Large HDL
HDL-P,"0.435 [0.407,0.463]",5.309e-200,***,Concentration of HDL Particles
Total-P,"0.402 [0.374,0.430]",4.412e-168,***,Total-Concentration of Lipoprotein Particles
M-HDL-FC%,"0.396 [0.363,0.428]",2.841e-119,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
PC,"0.395 [0.366,0.424]",2.902e-150,***,Phosphatidylcholines
L-HDL-FC,"0.392 [0.364,0.421]",3.594e-157,***,Free Cholesterol in Large HDL
L-HDL-C,"0.390 [0.361,0.419]",2.216e-146,***,Cholesterol in Large HDL
L-HDL-P,"0.387 [0.359,0.415]",6.543e-154,***,Concentration of Large HDL Particles
L-HDL-CE,"0.380 [0.351,0.409]",8.543e-141,***,Cholesteryl Esters in Large HDL
S-HDL-PL%,"0.366 [0.338,0.393]",1.839e-140,***,Phospholipids to Total-Lipids in Small HDL percentage
Phosphoglyc,"0.362 [0.333,0.391]",1.377e-125,***,Phosphoglycerides
HDL-size,"0.356 [0.327,0.385]",1.684e-118,***,Average Diameter for HDL Particles
Cholines,"0.338 [0.309,0.368]",2.027e-108,***,Total-Cholines
S-HDL-PL,"0.334 [0.307,0.361]",2.019e-123,***,Phospholipids in Small HDL
SFA%,"0.331 [0.302,0.361]",2.541e-104,***,Saturated Fatty Acids to Total-Fatty Acids percentage
DHA,"0.321 [0.292,0.349]",4.977e-103,***,Docosahexaenoic Acid
DHA%,"0.308 [0.278,0.338]",2.483e-85,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-HDL-FC,"0.298 [0.271,0.326]",8.611e-95,***,Free Cholesterol in Small HDL
XL-HDL-PL%,"0.290 [0.255,0.325]",1.825e-53,***,Phospholipids to Total-Lipids in Very Large HDL percentage
S-HDL-L,"0.284 [0.257,0.311]",7.824e-89,***,Total-Lipids in Small HDL
Total-PL,"0.276 [0.247,0.305]",1.288e-71,***,Total-Phospholipids in Lipoprotein Particles
Acetone,"0.260 [0.232,0.287]",1.059e-70,***,Acetone
Omega-3%,"0.257 [0.229,0.285]",5.745e-66,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-PL,"0.257 [0.229,0.284]",2.474e-69,***,Phospholipids in Very Large HDL
Omega-3,"0.249 [0.221,0.277]",1.952e-63,***,Omega-3 Fatty Acids
XL-HDL-CE,"0.247 [0.219,0.275]",1.688e-63,***,Cholesteryl Esters in Very Large HDL
