Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Unsaturation,"0.137 [0.125,0.148]",1.419e-110,***,Degree of Unsaturation
Omega-3%,"0.131 [0.120,0.142]",3.601e-114,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA%,"0.130 [0.118,0.141]",1.245e-98,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
DHA,"0.117 [0.106,0.128]",8.744e-89,***,Docosahexaenoic Acid
Omega-3,"0.109 [0.098,0.120]",8.276e-80,***,Omega-3 Fatty Acids
PUFA%,"0.087 [0.075,0.100]",4.617e-37,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,"0.077 [0.065,0.090]",1.251e-29,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Acetate,"0.056 [0.045,0.066]",3.872e-19,***,Acetate
Albumin,"0.048 [0.037,0.059]",6.573e-13,***,Albumin
LDL-size,"0.046 [0.034,0.057]",1.063e-09,***,Average Diameter for LDL Particles
PUFA,"0.041 [0.030,0.052]",1.339e-07,***,Polyunsaturated Fatty Acids
Val,"0.041 [0.030,0.052]",7.493e-08,***,Valine
Acetone,"0.041 [0.030,0.051]",4.160e-08,***,Acetone
XXL-VLDL-FC%,"0.041 [0.030,0.051]",1.345e-08,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-FC%,"0.035 [0.025,0.045]",9.729e-06,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Total-BCAA,"0.032 [0.021,0.043]",0.002,**,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
IDL-PL%,"0.031 [0.021,0.041]",0.001,**,Phospholipids to Total-Lipids in IDL percentage
XXL-VLDL-PL%,"0.027 [0.018,0.037]",0.002,**,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
GlycA,"-0.031 [-0.043,-0.020]",0.017,*,Glycoprotein Acetyls
MUFA%,"-0.061 [-0.073,-0.049]",1.085e-17,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Creatinine,"-0.062 [-0.075,-0.048]",4.609e-14,***,Creatinine
SFA%,"-0.075 [-0.087,-0.064]",1.483e-32,***,Saturated Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,"-0.116 [-0.127,-0.105]",2.087e-87,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
