Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"45.459 [10.437,80.480]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-FC,"33.157 [1.992,64.322]",1.000,,Free Cholesterol in HDL
Albumin,"28.494 [-2.097,59.085]",1.000,,Albumin
LA,"6.290 [-24.597,37.177]",1.000,,Linoleic Acid
Unsaturation,"1.575 [-31.370,34.519]",1.000,,Degree of Unsaturation
ApoB/ApoA1,"-6.470 [-37.605,24.665]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-PL%,"-16.819 [-44.626,10.988]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Total-BCAA,"-17.608 [-47.746,12.531]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,"-18.887 [-49.318,11.544]",1.000,,Valine
GlycA,"-77.350 [-109.722,-44.978]",0.650,,Glycoprotein Acetyls
