Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"8.898 [2.386,15.409]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6%,"6.657 [-0.045,13.360]",1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA%,"5.941 [-0.878,12.759]",1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
LA%,"5.231 [-1.137,11.599]",1.000,,Linoleic Acid to Total-Fatty Acids percentage
DHA%,"4.066 [-1.976,10.109]",1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-PL%,"-0.327 [-5.498,4.843]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Val,"-2.518 [-8.176,3.141]",1.000,,Valine
Total-BCAA,"-3.725 [-9.329,1.879]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
ApoB/ApoA1,"-5.291 [-11.080,0.497]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
GlycA,"-18.848 [-24.863,-12.833]",1.920e-04,***,Glycoprotein Acetyls
