Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
J10_ACUTEUPPERINFEC,241,0.656 [0.587-0.72],2.126e-73,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
J10_INFLUPNEU,534,0.478 [0.438-0.52],6.339e-117,***,Influenza and pneumonia,Respiratory
J10_UPPERINFEC,1002,0.470 [0.437-0.50],2.262e-166,***,Acute upper respiratory infections,Respiratory
N14_CYSTITIS,693,0.428 [0.412-0.44],1.000e-315,***,Cystitis,Genitourinary
N14_URINOTH,1485,0.425 [0.413-0.44],1.000e-315,***,Other diseases of urinary system,Genitourinary
AB1_OTHER_BACTERIAL,478,0.419 [0.382-0.46],4.350e-107,***,Other bacterial diseases,Infectious and parasitic
K11_OTHDISDIG,25,0.412 [0.383-0.44],8.293e-161,***,Other diseases of the digestive system,Digestive
KRA_PSY_ANYMENTAL,2504,0.309 [0.294-0.32],1.000e-315,***,Any mental disorder,Mental and behavioural
N14_MALEGEN,1375,0.303 [0.287-0.32],1.000e-315,***,Diseases of male genital organs,Genitourinary
H8_EXTERNAL,828,0.241 [0.229-0.25],1.000e-315,***,Diseases of external ear,Ear and mastoid
N14_URETHRAOTH,610,0.233 [0.215-0.25],1.884e-146,***,Other disorders of urethra and urinary system,Genitourinary
J10_UPPERDIS,4085,0.204 [0.189-0.22],2.715e-146,***,Other diseases of upper respiratory tract,Respiratory
L12_DISORDSKINAPPENDIX,424,0.189 [0.169-0.21],3.364e-72,***,Disorders of skin appendages,Skin
N14_PROSTHYPERPLA,3795,0.170 [0.163-0.18],1.000e-315,***,Hyperplasia of prostate,Genitourinary
F5_DEPRESSIO,2165,0.159 [0.148-0.17],8.408e-156,***,Depression,Mental and behavioural
O15_MATERN_CARE_OTHER,240,0.145 [0.132-0.16],1.351e-106,***,Maternal care for other known or suspected fetal problems,Pregnancy
M13_SYNOTEND,1267,0.141 [0.121-0.16],2.889e-37,***,Disorders of synovium and tendon,Musculoskeletal
H8_EXTOTITIS,1164,0.141 [0.129-0.15],1.375e-121,***,Otitis externa,Ear and mastoid
L12_INFECT_SKIN,518,0.139 [0.115-0.16],1.208e-24,***,Infections of the skin and subcutaneous tissue,Skin
O15_ABORT_MEDICAL,68,0.136 [0.106-0.17],2.251e-13,***,Medical abortion,Pregnancy
H7_CHALAZION,671,0.136 [0.129-0.14],1.000e-315,***,Chalazion,Eye and adnexa
AB1_BACT_INTEST_OTH,357,0.134 [0.128-0.14],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
O15_PREG_OTHER_MAT_DISORD,1961,0.127 [0.111-0.14],5.368e-49,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
