Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
J10_ACUTEUPPERINFEC,241,0.635 [0.577-0.69],1.657e-98,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
J10_UPPERINFEC,1002,0.494 [0.468-0.52],7.475e-298,***,Acute upper respiratory infections,Respiratory
AB1_OTHER_BACTERIAL,478,0.491 [0.456-0.53],8.374e-162,***,Other bacterial diseases,Infectious and parasitic
J10_INFLUPNEU,534,0.473 [0.434-0.51],1.695e-116,***,Influenza and pneumonia,Respiratory
N14_MALEGEN,1375,0.312 [0.297-0.33],1.000e-315,***,Diseases of male genital organs,Genitourinary
KRA_PSY_ANYMENTAL,2504,0.298 [0.280-0.32],1.137e-227,***,Any mental disorder,Mental and behavioural
H8_EXTERNAL,828,0.262 [0.252-0.27],1.000e-315,***,Diseases of external ear,Ear and mastoid
N14_URINOTH,1485,0.259 [0.246-0.27],1.000e-315,***,Other diseases of urinary system,Genitourinary
O15_DELIV_CAESAR,82,0.255 [0.241-0.27],1.809e-275,***,Single delivery by caesarean section,Pregnancy
O15_MATERN_CARE_OTHER,240,0.236 [0.223-0.25],3.598e-257,***,Maternal care for other known or suspected fetal problems,Pregnancy
O15_MATERN_CARE_PELVIC_ABNORM,86,0.232 [0.213-0.25],1.280e-120,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
J10_UPPERDIS,4085,0.228 [0.214-0.24],2.625e-231,***,Other diseases of upper respiratory tract,Respiratory
N14_CYSTITIS,693,0.225 [0.206-0.24],2.219e-120,***,Cystitis,Genitourinary
M13_ENTESOPATHYLOW,4,0.219 [0.137-0.30],0.032,*,"Enthesopathies of lower limb, excluding foot",Musculoskeletal
M13_OSTEOCHONDRO,166,0.217 [0.176-0.26],1.026e-19,***,Osteopathies and chondropathies,Musculoskeletal
N14_URETHRAOTH,610,0.213 [0.200-0.23],2.865e-219,***,Other disorders of urethra and urinary system,Genitourinary
L12_INFECT_SKIN,518,0.183 [0.157-0.21],1.542e-39,***,Infections of the skin and subcutaneous tissue,Skin
N14_PROSTHYPERPLA,3795,0.178 [0.171-0.18],1.000e-315,***,Hyperplasia of prostate,Genitourinary
H7_VITRBODYGLOBE,276,0.175 [0.153-0.20],2.280e-51,***,Disorders of vitreous body,Eye and adnexa
F5_DEPRESSIO,2165,0.174 [0.163-0.18],1.776e-211,***,Depression,Mental and behavioural
M13_SYNOTEND,1267,0.173 [0.154-0.19],4.985e-65,***,Disorders of synovium and tendon,Musculoskeletal
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE,1622,0.171 [0.160-0.18],9.165e-190,***,Viral infections characterized by skin and mucous membrane lesions,Infectious and parasitic
L12_DISORDSKINAPPENDIX,424,0.163 [0.144-0.18],1.233e-60,***,Disorders of skin appendages,Skin
H8_EXTOTITIS,1164,0.151 [0.142-0.16],3.166e-218,***,Otitis externa,Ear and mastoid
I9_ARTOTH,187,0.148 [0.142-0.15],1.000e-315,***,Other diseases of arteries and capillaries,Circulatory
O15_PREG_OTHER_MAT_DISORD,1961,0.142 [0.128-0.16],3.675e-80,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
ASTHMA_NAS,3913,0.141 [0.134-0.15],1.000e-315,***,"Asthma, unspecified (mode)",Respiratory
L12_CORNSANDCALLOS,491,0.139 [0.134-0.14],1.000e-315,***,Corns and callosities,Skin
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,0.134 [0.122-0.15],5.067e-96,***,Viral and other specified intestinal infections,Infectious and parasitic
H7_CHALAZION,671,0.124 [0.118-0.13],1.000e-315,***,Chalazion,Eye and adnexa
M13_TENDOSYNOVITISNAS,236,0.121 [0.104-0.14],7.335e-39,***,Other/unspecified synovitis and tenosynovitis,Musculoskeletal
M13_OSTEOPOROSIS,372,0.116 [0.104-0.13],3.152e-87,***,Osteoporosis,Musculoskeletal
G6_POLYOTHUNS,107,0.110 [0.088-0.13],2.532e-16,***,"Other and unspecified polyneuropathies, also in other diseases",Nervous
J10_CHRONSINUSITIS,3550,0.104 [0.098-0.11],1.216e-250,***,Chronic sinusitis,Respiratory
K11_PERITONITIS,161,0.098 [0.095-0.10],1.000e-315,***,Acute peritonitis,Digestive
O15_ABORT_MEDICAL,68,0.096 [0.073-0.12],3.325e-10,***,Medical abortion,Pregnancy
J10_CHRONTONSADEN,5827,0.096 [0.089-0.10],4.124e-152,***,Chronic diseases of tonsils and adenoids,Respiratory
L12_ABSCESS_CUT,66,0.093 [0.078-0.11],5.680e-30,***,"Cutaneous abscess, furuncle and carbuncle",Skin
M13_HAMMERTOE,331,0.093 [0.081-0.10],4.291e-46,***,Other hammer toe(s) (acquired),Musculoskeletal
AB1_BACT_INTEST_OTH,357,0.087 [0.081-0.09],7.710e-170,***,Other bacterial intestinal infections,Infectious and parasitic
M13_ARTHROPATHIES,7062,0.078 [0.070-0.09],6.926e-78,***,Arthropathies,Musculoskeletal
K11_BILIAOTH,6,0.078 [0.051-0.10],0.003,**,Other diseases of biliary tract,Digestive
F5_ANXIETY,71,0.074 [0.056-0.09],1.556e-10,***,Other anxiety disorders,Mental and behavioural
ALLERG_RHINITIS,746,0.067 [0.062-0.07],2.718e-142,***,Allergic rhinitis,Respiratory
CD2_BENIGN_OTHERDIGESTIVE,74,0.065 [0.050-0.08],5.654e-12,***,Benign neoplasm of other and ill-defined parts of digestive system,Neoplasms
J10_PERITONSABSC,1910,0.065 [0.057-0.07],4.498e-56,***,Peritonsillar abscess,Respiratory
H7_KERATITIS,1243,0.063 [0.055-0.07],1.676e-50,***,Keratitis,Eye and adnexa
L12_PILONIDALCYST,217,0.063 [0.055-0.07],2.720e-48,***,Pilonidal cyst,Skin
