Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
J10_ACUTEUPPERINFEC,241,0.598 [0.545-0.65],4.139e-101,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
AB1_OTHER_BACTERIAL,478,0.468 [0.437-0.50],1.078e-184,***,Other bacterial diseases,Infectious and parasitic
J10_UPPERINFEC,1002,0.466 [0.441-0.49],3.488e-296,***,Acute upper respiratory infections,Respiratory
J10_INFLUPNEU,534,0.449 [0.411-0.49],1.366e-116,***,Influenza and pneumonia,Respiratory
N14_MALEGEN,1375,0.281 [0.267-0.29],1.000e-315,***,Diseases of male genital organs,Genitourinary
KRA_PSY_ANYMENTAL,2504,0.272 [0.256-0.29],1.296e-237,***,Any mental disorder,Mental and behavioural
H8_EXTERNAL,828,0.252 [0.243-0.26],1.000e-315,***,Diseases of external ear,Ear and mastoid
O15_DELIV_CAESAR,82,0.252 [0.238-0.27],8.687e-283,***,Single delivery by caesarean section,Pregnancy
O15_MATERN_CARE_OTHER,240,0.234 [0.221-0.25],6.398e-273,***,Maternal care for other known or suspected fetal problems,Pregnancy
O15_MATERN_CARE_PELVIC_ABNORM,86,0.226 [0.208-0.25],2.703e-117,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
N14_URINOTH,1485,0.225 [0.213-0.24],4.398e-279,***,Other diseases of urinary system,Genitourinary
M13_OSTEOCHONDRO,166,0.219 [0.180-0.26],4.184e-22,***,Osteopathies and chondropathies,Musculoskeletal
J10_UPPERDIS,4085,0.217 [0.204-0.23],7.314e-227,***,Other diseases of upper respiratory tract,Respiratory
N14_URETHRAOTH,610,0.193 [0.182-0.20],3.775e-241,***,Other disorders of urethra and urinary system,Genitourinary
N14_CYSTITIS,693,0.187 [0.170-0.20],2.731e-97,***,Cystitis,Genitourinary
L12_INFECT_SKIN,518,0.176 [0.151-0.20],2.291e-38,***,Infections of the skin and subcutaneous tissue,Skin
H7_VITRBODYGLOBE,276,0.175 [0.154-0.20],2.155e-55,***,Disorders of vitreous body,Eye and adnexa
M13_SYNOTEND,1267,0.166 [0.148-0.18],9.080e-69,***,Disorders of synovium and tendon,Musculoskeletal
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE,1622,0.166 [0.155-0.18],2.591e-198,***,Viral infections characterized by skin and mucous membrane lesions,Infectious and parasitic
N14_PROSTHYPERPLA,3795,0.160 [0.154-0.17],1.000e-315,***,Hyperplasia of prostate,Genitourinary
F5_DEPRESSIO,2165,0.158 [0.148-0.17],8.078e-206,***,Depression,Mental and behavioural
L12_DISORDSKINAPPENDIX,424,0.151 [0.133-0.17],1.103e-54,***,Disorders of skin appendages,Skin
