Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
J10_ACUTEUPPERINFEC,241,0.670 [0.602-0.74],7.993e-78,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
J10_INFLUPNEU,534,0.490 [0.449-0.53],1.026e-117,***,Influenza and pneumonia,Respiratory
J10_UPPERINFEC,1002,0.489 [0.457-0.52],3.135e-186,***,Acute upper respiratory infections,Respiratory
AB1_OTHER_BACTERIAL,478,0.448 [0.411-0.48],1.091e-117,***,Other bacterial diseases,Infectious and parasitic
N14_CYSTITIS,693,0.414 [0.399-0.43],1.000e-315,***,Cystitis,Genitourinary
N14_URINOTH,1485,0.412 [0.400-0.42],1.000e-315,***,Other diseases of urinary system,Genitourinary
K11_OTHDISDIG,25,0.367 [0.335-0.40],1.502e-105,***,Other diseases of the digestive system,Digestive
N14_MALEGEN,1375,0.318 [0.302-0.33],1.000e-315,***,Diseases of male genital organs,Genitourinary
KRA_PSY_ANYMENTAL,2504,0.316 [0.299-0.33],1.093e-297,***,Any mental disorder,Mental and behavioural
H8_EXTERNAL,828,0.250 [0.239-0.26],1.000e-315,***,Diseases of external ear,Ear and mastoid
N14_URETHRAOTH,610,0.232 [0.214-0.25],5.765e-146,***,Other disorders of urethra and urinary system,Genitourinary
J10_UPPERDIS,4085,0.215 [0.200-0.23],1.815e-164,***,Other diseases of upper respiratory tract,Respiratory
L12_DISORDSKINAPPENDIX,424,0.190 [0.171-0.21],4.794e-77,***,Disorders of skin appendages,Skin
N14_PROSTHYPERPLA,3795,0.179 [0.172-0.19],1.000e-315,***,Hyperplasia of prostate,Genitourinary
F5_DEPRESSIO,2165,0.170 [0.159-0.18],3.487e-174,***,Depression,Mental and behavioural
O15_MATERN_CARE_OTHER,240,0.165 [0.152-0.18],4.762e-135,***,Maternal care for other known or suspected fetal problems,Pregnancy
M13_SYNOTEND,1267,0.152 [0.132-0.17],1.845e-42,***,Disorders of synovium and tendon,Musculoskeletal
L12_INFECT_SKIN,518,0.151 [0.127-0.18],2.527e-28,***,Infections of the skin and subcutaneous tissue,Skin
H8_EXTOTITIS,1164,0.146 [0.134-0.16],8.702e-133,***,Otitis externa,Ear and mastoid
O15_DELIV_CAESAR,82,0.137 [0.122-0.15],1.111e-66,***,Single delivery by caesarean section,Pregnancy
H7_CHALAZION,671,0.137 [0.130-0.14],1.000e-315,***,Chalazion,Eye and adnexa
O15_PREG_OTHER_MAT_DISORD,1961,0.135 [0.119-0.15],6.581e-55,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
L12_CORNSANDCALLOS,491,0.131 [0.125-0.14],1.000e-315,***,Corns and callosities,Skin
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,0.130 [0.118-0.14],1.370e-85,***,Viral and other specified intestinal infections,Infectious and parasitic
O15_MATERN_CARE_PELVIC_ABNORM,86,0.129 [0.115-0.14],9.337e-73,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
O15_ABORT_MEDICAL,68,0.125 [0.097-0.15],1.945e-12,***,Medical abortion,Pregnancy
AB1_BACT_INTEST_OTH,357,0.125 [0.118-0.13],2.436e-292,***,Other bacterial intestinal infections,Infectious and parasitic
M13_HAMMERTOE,331,0.125 [0.110-0.14],2.769e-57,***,Other hammer toe(s) (acquired),Musculoskeletal
I9_ARTOTH,187,0.118 [0.111-0.13],1.610e-228,***,Other diseases of arteries and capillaries,Circulatory
M13_OSTEOCHONDRO,166,0.118 [0.082-0.15],3.267e-05,***,Osteopathies and chondropathies,Musculoskeletal
M13_ENTESOPATHYOTH,48,0.110 [0.091-0.13],1.303e-23,***,Other enthesopathies,Musculoskeletal
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE,1622,0.108 [0.094-0.12],7.703e-52,***,Viral infections characterized by skin and mucous membrane lesions,Infectious and parasitic
H7_VITRBODYGLOBE,276,0.104 [0.083-0.12],1.728e-17,***,Disorders of vitreous body,Eye and adnexa
J10_CHRONTONSADEN,5827,0.103 [0.095-0.11],1.738e-127,***,Chronic diseases of tonsils and adenoids,Respiratory
M13_TENDOSYNOVITISNAS,236,0.094 [0.075-0.11],1.304e-18,***,Other/unspecified synovitis and tenosynovitis,Musculoskeletal
M13_OSTEOPOROSIS,372,0.083 [0.072-0.09],2.399e-48,***,Osteoporosis,Musculoskeletal
N14_FEMALEGENNONINF,279,0.082 [0.064-0.10],4.749e-13,***,Noninflammatory disorders of female genital tract,Genitourinary
J10_CHRONSINUSITIS,3550,0.082 [0.075-0.09],1.199e-103,***,Chronic sinusitis,Respiratory
L12_FOLICULAROTH,12,0.082 [0.059-0.10],2.601e-07,***,Other follicular disorders,Skin
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.081 [0.074-0.09],1.815e-105,***,Melanocytic naevi of trunk,Neoplasms
C_DIFFICILE_ENTEROCOLITIS,2693,0.080 [0.077-0.08],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
ASTHMA_NAS,3913,0.079 [0.070-0.09],7.959e-70,***,"Asthma, unspecified (mode)",Respiratory
J10_SEPTDEV,498,0.075 [0.062-0.09],3.280e-24,***,Deviated nasal septum,Respiratory
N14_CHRONEPHROPATH,18,0.074 [0.063-0.09],1.170e-33,***,Chronic nephritic syndrome,Genitourinary
N14_PHIMOSIS,4306,0.073 [0.069-0.08],3.866e-274,***,"Redundant prepuce, phimosis and paraphimosis",Genitourinary
L12_ABSCESS_CUT,66,0.073 [0.059-0.09],1.324e-19,***,"Cutaneous abscess, furuncle and carbuncle",Skin
F5_ANXIETY,71,0.072 [0.053-0.09],5.026e-08,***,Other anxiety disorders,Mental and behavioural
K11_PERITONITIS,161,0.069 [0.065-0.07],7.548e-263,***,Acute peritonitis,Digestive
M13_HALLUXVALGUS,3980,0.066 [0.062-0.07],5.922e-167,***,Hallux valgus (acquired),Musculoskeletal
G6_POLYOTHUNS,107,0.060 [0.046-0.07],5.196e-11,***,"Other and unspecified polyneuropathies, also in other diseases",Nervous
ALLERG_RHINITIS,746,0.054 [0.046-0.06],6.768e-32,***,Allergic rhinitis,Respiratory
CD2_LYMPHOID_LEUKAEMIA,767,0.054 [0.049-0.06],1.960e-120,***,Lymphoid leukaemia,Neoplasms
K11_OTHANRECT,204,0.052 [0.042-0.06],3.072e-18,***,Other diseases of anus and rectum,Digestive
