Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
J10_ACUTEUPPERINFEC,241,0.599 [0.537-0.66],3.457e-73,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
K11_OTHDISDIG,25,0.437 [0.411-0.46],7.074e-245,***,Other diseases of the digestive system,Digestive
J10_INFLUPNEU,534,0.428 [0.391-0.46],8.511e-110,***,Influenza and pneumonia,Respiratory
J10_UPPERINFEC,1002,0.414 [0.383-0.44],7.715e-148,***,Acute upper respiratory infections,Respiratory
N14_URINOTH,1485,0.375 [0.364-0.39],1.000e-315,***,Other diseases of urinary system,Genitourinary
AB1_OTHER_BACTERIAL,478,0.364 [0.331-0.40],4.881e-93,***,Other bacterial diseases,Infectious and parasitic
N14_CYSTITIS,693,0.340 [0.325-0.35],1.000e-315,***,Cystitis,Genitourinary
KRA_PSY_ANYMENTAL,2504,0.240 [0.229-0.25],1.000e-315,***,Any mental disorder,Mental and behavioural
N14_URETHRAOTH,610,0.235 [0.219-0.25],1.023e-179,***,Other disorders of urethra and urinary system,Genitourinary
N14_MALEGEN,1375,0.227 [0.214-0.24],2.310e-281,***,Diseases of male genital organs,Genitourinary
H8_EXTERNAL,828,0.216 [0.205-0.23],1.000e-315,***,Diseases of external ear,Ear and mastoid
J10_UPPERDIS,4085,0.180 [0.165-0.19],4.506e-125,***,Other diseases of upper respiratory tract,Respiratory
L12_DISORDSKINAPPENDIX,424,0.170 [0.151-0.19],3.047e-69,***,Disorders of skin appendages,Skin
O15_ABORT_MEDICAL,68,0.162 [0.126-0.20],8.949e-13,***,Medical abortion,Pregnancy
H8_EXTOTITIS,1164,0.129 [0.118-0.14],1.673e-122,***,Otitis externa,Ear and mastoid
N14_PROSTHYPERPLA,3795,0.125 [0.120-0.13],1.000e-315,***,Hyperplasia of prostate,Genitourinary
AB1_BACT_INTEST_OTH,357,0.120 [0.115-0.13],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
O15_MATERN_CARE_OTHER,240,0.119 [0.108-0.13],3.612e-90,***,Maternal care for other known or suspected fetal problems,Pregnancy
F5_DEPRESSIO,2165,0.117 [0.107-0.13],1.808e-109,***,Depression,Mental and behavioural
M13_SYNOTEND,1267,0.112 [0.094-0.13],1.363e-26,***,Disorders of synovium and tendon,Musculoskeletal
L12_CORNSANDCALLOS,491,0.110 [0.103-0.12],8.270e-245,***,Corns and callosities,Skin
H7_CHALAZION,671,0.107 [0.102-0.11],1.000e-315,***,Chalazion,Eye and adnexa
L12_INFECT_SKIN,518,0.107 [0.084-0.13],2.748e-14,***,Infections of the skin and subcutaneous tissue,Skin
