Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
F5_DELUSIO,6,0.155 [0.103-0.21],0.001,**,Persistent delusional disorders,Mental and behavioural
N14_CYSTITIS,693,0.150 [0.140-0.16],3.335e-164,***,Cystitis,Genitourinary
F5_DEMINOTH,8,0.134 [0.113-0.16],2.060e-30,***,Dementia in other diseases classified elsewhere,Mental and behavioural
MEMLOSS,48,0.134 [0.118-0.15],6.161e-60,***,Memory loss,Mental and behavioural
J10_ACUTEUPPERINFEC,241,0.130 [0.116-0.14],9.967e-66,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
G6_DEGENOTH,14,0.125 [0.111-0.14],1.110e-65,***,Other and unspecified degenerative diseases of nervous system,Nervous
J10_UPPERINFEC,1002,0.121 [0.110-0.13],3.296e-97,***,Acute upper respiratory infections,Respiratory
O15_PRETERM,17,0.112 [0.086-0.14],4.882e-12,***,Preterm labour and delivery,Pregnancy
J10_INFLUPNEU,534,0.106 [0.091-0.12],1.410e-37,***,Influenza and pneumonia,Respiratory
N14_URINOTH,1485,0.105 [0.095-0.11],1.198e-107,***,Other diseases of urinary system,Genitourinary
F5_DELIRIUM,173,0.097 [0.088-0.11],7.754e-106,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
AB1_BACT_INTEST_OTH,357,0.096 [0.091-0.10],6.556e-250,***,Other bacterial intestinal infections,Infectious and parasitic
F5_MENTORG,85,0.094 [0.080-0.11],1.480e-35,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
VD_U,43,0.089 [0.079-0.10],1.394e-73,***,Vascular dementia (undefined),Mental and behavioural
AB1_OTHER_BACTERIAL,478,0.087 [0.070-0.10],2.034e-19,***,Other bacterial diseases,Infectious and parasitic
KRA_PSY_ANYMENTAL,2504,0.087 [0.079-0.09],9.640e-98,***,Any mental disorder,Mental and behavioural
N14_MALEGEN,1375,0.080 [0.075-0.08],2.918e-230,***,Diseases of male genital organs,Genitourinary
H8_EXTERNAL,828,0.078 [0.074-0.08],1.000e-315,***,Diseases of external ear,Ear and mastoid
F5_VASCDEM,107,0.077 [0.069-0.09],1.225e-60,***,Vascular dementia,Mental and behavioural
H7_VITRBODYGLOBE,276,0.073 [0.062-0.08],2.993e-35,***,Disorders of vitreous body,Eye and adnexa
M13_ENTESOPATHYOTH,48,0.072 [0.052-0.09],3.043e-07,***,Other enthesopathies,Musculoskeletal
J10_UPPERDIS,4085,0.071 [0.065-0.08],6.106e-113,***,Other diseases of upper respiratory tract,Respiratory
O15_MATERN_CARE_OTHER,240,0.067 [0.058-0.08],2.819e-41,***,Maternal care for other known or suspected fetal problems,Pregnancy
M13_SYNOTEND,1267,0.066 [0.061-0.07],4.634e-176,***,Disorders of synovium and tendon,Musculoskeletal
H7_CONJUNCTIVITISACUNONATOPIC,214,0.062 [0.052-0.07],1.829e-26,***,"Conjunctivitis (acute, non atopic)",Eye and adnexa
O15_PREG_PROLONGED,37,0.060 [0.045-0.07],6.114e-11,***,Prolonged pregnancy,Pregnancy
M13_THORACISPINEPAIN,151,0.058 [0.049-0.07],5.341e-31,***,Pain in thoracic spine,Musculoskeletal
C_DIFFICILE_ENTEROCOLITIS,2693,0.057 [0.055-0.06],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
M13_OSTEOCHONDRO,166,0.057 [0.040-0.07],2.161e-05,***,Osteopathies and chondropathies,Musculoskeletal
L12_INFECT_SKIN,518,0.057 [0.048-0.06],2.239e-34,***,Infections of the skin and subcutaneous tissue,Skin
M13_HAMMERTOE,331,0.055 [0.049-0.06],1.437e-70,***,Other hammer toe(s) (acquired),Musculoskeletal
L12_DISORDSKINAPPENDIX,424,0.051 [0.044-0.06],1.641e-37,***,Disorders of skin appendages,Skin
I9_HEARTFAIL,682,0.051 [0.044-0.06],3.157e-42,***,"Heart failure, strict",Circulatory
M13_ARTHROSIS_OTH,570,0.049 [0.039-0.06],3.399e-18,***,Other arthrosis,Musculoskeletal
H8_EXTOTITIS,1164,0.048 [0.045-0.05],2.843e-170,***,Otitis externa,Ear and mastoid
O15_PREG_OTHER_MAT_DISORD,1961,0.047 [0.043-0.05],3.559e-93,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
K11_CHOLECYST,114,0.043 [0.036-0.05],1.993e-29,***,Cholecystitis,Digestive
H7_CHALAZION,671,0.043 [0.041-0.05],1.000e-315,***,Chalazion,Eye and adnexa
L12_LICHENSIMPLEX,206,0.041 [0.038-0.04],1.898e-136,***,Lichen simplex chronicus,Skin
N14_PHIMOSIS,4306,0.040 [0.039-0.04],1.000e-315,***,"Redundant prepuce, phimosis and paraphimosis",Genitourinary
G6_EPIPAROX,1509,0.040 [0.025-0.05],0.020,*,Episodal and paroxysmal disorders,Nervous
M13_DORSALGIANAS,1009,0.039 [0.035-0.04],4.420e-70,***,Other/unspecified dorsalgia,Musculoskeletal
H7_EYEOTH,57,0.039 [0.025-0.05],0.008,**,Other disorders of eye and adnexa,Eye and adnexa
I9_VASCINT,15,0.038 [0.029-0.05],4.562e-13,***,Vascular diseases of the intestine,Circulatory
I9_SEQULAE,126,0.036 [0.025-0.05],7.944e-05,***,Sequelae of cerebrovascular disease,Circulatory
N14_PROSTHYPERPLA,3794,0.036 [0.033-0.04],4.962e-186,***,Hyperplasia of prostate,Genitourinary
AD_AM,451,0.035 [0.031-0.04],2.763e-67,***,Alzheimer disease (Atypical or mixed),Nervous
H7_OCUPAIN,174,0.035 [0.029-0.04],1.627e-28,***,Ocular pain,Eye and adnexa
H7_RETINALBREAK,282,0.034 [0.030-0.04],2.010e-66,***,Retinal breaks without detachment,Eye and adnexa
M13_MENISCUSDERANGEMENTS,937,0.034 [0.025-0.04],2.720e-09,***,Meniscus derangement,Musculoskeletal
E4_HYPERLIPMIX,365,0.034 [0.028-0.04],5.313e-27,***,Mixed hyperlipidaemia,Endocrine and metabolic
M13_ARTHROPATHIES,7062,0.033 [0.028-0.04],2.942e-28,***,Arthropathies,Musculoskeletal
F5_DEPRESSIO,2165,0.032 [0.025-0.04],1.827e-15,***,Depression,Mental and behavioural
L12_CORNSANDCALLOS,491,0.032 [0.030-0.03],1.191e-146,***,Corns and callosities,Skin
M13_PYOGARTH,525,0.031 [0.029-0.03],3.915e-152,***,Pyogenic arthritis,Musculoskeletal
L12_SEBORRKERAT,374,0.031 [0.025-0.04],8.089e-19,***,Seborrhoeic keratosis,Skin
G6_PARKINSON,2693,0.030 [0.030-0.03],1.000e-315,***,Parkinson's disease,Nervous
K11_HERNIA,6152,0.030 [0.027-0.03],2.307e-97,***,Hernia,Digestive
M13_ARTHROSIS_POLY,390,0.029 [0.024-0.03],7.241e-23,***,Polyarthrosis,Musculoskeletal
J10_CHRONSINUSITIS,3550,0.029 [0.026-0.03],3.252e-83,***,Chronic sinusitis,Respiratory
K11_DIAHER,628,0.028 [0.024-0.03],2.565e-31,***,Diaphragmatic hernia,Digestive
L12_PILONIDALCYST,217,0.028 [0.023-0.03],8.528e-18,***,Pilonidal cyst,Skin
K11_GASTRODUOULC,227,0.028 [0.021-0.03],1.349e-11,***,Gastroduodenal ulcer,Digestive
I9_HYPTENSRD,30,0.026 [0.019-0.03],1.008e-07,***,Hypertensive Renal Disease,Circulatory
O15_DELIV_PERIN_LACER,75,0.026 [0.018-0.03],1.338e-04,***,Perineal laceration during delivery,Pregnancy
E4_HYPERLIPNAS,1251,0.025 [0.018-0.03],4.916e-07,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
I9_PAROXTAC,262,0.024 [0.017-0.03],4.800e-06,***,Paroxysmal tachycardia,Circulatory
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,0.024 [0.019-0.03],4.030e-24,***,Viral and other specified intestinal infections,Infectious and parasitic
INFLUENZA,139,0.023 [0.016-0.03],7.539e-04,***,All influenza (not pneumonia),Respiratory
M13_CERVICALGIA,179,0.023 [0.016-0.03],5.458e-04,***,Cervicalgia,Musculoskeletal
J10_CHRONTONSADEN,5826,0.023 [0.020-0.03],5.286e-46,***,Chronic diseases of tonsils and adenoids,Respiratory
I9_CONDUCTIO,268,0.023 [0.015-0.03],3.317e-04,***,Conduction disorders,Circulatory
E4_LIPOPROT,7076,0.023 [0.019-0.03],2.124e-27,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
H7_KERATITIS,1242,0.023 [0.019-0.03],4.921e-37,***,Keratitis,Eye and adnexa
M13_OSTEOPOROSIS,372,0.022 [0.016-0.03],3.556e-07,***,Osteoporosis,Musculoskeletal
N14_RENFAILNAS,135,0.022 [0.016-0.03],7.476e-07,***,Unspecified kidney failure,Genitourinary
