Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.501 [0.479-0.52],1.000e-315,***,Cystitis,Genitourinary
K11_OTHDISDIG,25,0.356 [0.332-0.38],3.719e-174,***,Other diseases of the digestive system,Digestive
F5_DEMINOTH,8,0.309 [0.204-0.41],0.002,**,Dementia in other diseases classified elsewhere,Mental and behavioural
E4_HYPERLIPMIX,365,0.213 [0.185-0.24],5.403e-45,***,Mixed hyperlipidaemia,Endocrine and metabolic
G6_DEGENOTH,14,0.205 [0.158-0.25],9.540e-12,***,Other and unspecified degenerative diseases of nervous system,Nervous
KRA_PSY_ANYMENTAL,2504,0.197 [0.183-0.21],7.938e-161,***,Any mental disorder,Mental and behavioural
N14_MALEGEN,1376,0.183 [0.174-0.19],1.000e-315,***,Diseases of male genital organs,Genitourinary
N14_URINOTH,1485,0.181 [0.152-0.21],3.610e-27,***,Other diseases of urinary system,Genitourinary
MEMLOSS,48,0.170 [0.120-0.22],4.276e-06,***,Memory loss,Mental and behavioural
F5_DELIRIUM,173,0.156 [0.143-0.17],2.082e-110,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
AB1_BACT_INTEST_OTH,357,0.149 [0.143-0.15],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
VD_U,43,0.133 [0.113-0.15],3.709e-32,***,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.132 [0.100-0.16],7.780e-11,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
H8_NONSUPPNAS,1145,0.119 [0.112-0.13],1.409e-259,***,Nonsuppurative otitis media,Ear and mastoid
K11_INTESTOTH,398,0.115 [0.099-0.13],6.739e-42,***,Other diseases of intestines,Digestive
C_DIFFICILE_ENTEROCOLITIS,2693,0.112 [0.109-0.12],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
FALLS,542,0.109 [0.075-0.14],5.276e-05,***,Falls/tendency to fall,Nervous
F5_VASCDEM,107,0.107 [0.086-0.13],1.126e-18,***,Vascular dementia,Mental and behavioural
N14_PROSTHYPERPLA,3796,0.101 [0.096-0.10],1.000e-315,***,Hyperplasia of prostate,Genitourinary
H7_CHALAZION,672,0.090 [0.084-0.10],2.320e-176,***,Chalazion,Eye and adnexa
J10_PLEURA,140,0.081 [0.067-0.09],6.367e-24,***,Other diseases of pleura,Respiratory
M13_HAMMERTOE,331,0.079 [0.065-0.09],2.310e-21,***,Other hammer toe(s) (acquired),Musculoskeletal
N14_CHRONEPHROPATH,18,0.079 [0.068-0.09],4.070e-40,***,Chronic nephritic syndrome,Genitourinary
N14_FEMALEINFERT,80,0.078 [0.063-0.09],7.586e-19,***,Female infertility,Genitourinary
J10_SEPTDEV,498,0.077 [0.065-0.09],2.047e-31,***,Deviated nasal septum,Respiratory
F5_DEPRESSIO,2165,0.069 [0.061-0.08],2.255e-59,***,Depression,Mental and behavioural
J10_PLEURPLAGUE,310,0.067 [0.064-0.07],1.000e-315,***,Pleural plaque,Respiratory
I9_IHD,7726,0.066 [0.058-0.08],1.166e-44,***,"Ischaemic heart disease, wide definition",Circulatory
N14_MENSIRREG,59,0.059 [0.043-0.08],5.742e-07,***,Irregular menses,Genitourinary
H7_PTOSIS,64,0.059 [0.051-0.07],7.884e-38,***,Ptosis of eyelid,Eye and adnexa
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.059 [0.054-0.06],3.913e-109,***,Melanocytic naevi of trunk,Neoplasms
N14_ORHCEPINDIDYMITIS,99,0.058 [0.043-0.07],5.721e-08,***,Orchitis and epididymitis,Genitourinary
I9_POSTAMI,149,0.058 [0.040-0.08],3.544e-05,***,Status post-ami,Circulatory
M13_HALLUXVALGUS,3980,0.058 [0.053-0.06],6.806e-135,***,Hallux valgus (acquired),Musculoskeletal
E4_METABOLIA,4834,0.054 [0.036-0.07],5.479e-04,***,Metabolic disorders,Endocrine and metabolic
K11_HAEMORR,329,0.050 [0.036-0.06],5.856e-07,***,Haemorrhoids and perianal venous thrombosis,Digestive
I9_HEARTFAIL,682,0.048 [0.039-0.06],3.828e-22,***,"Heart failure, strict",Circulatory
K11_FISTULA,485,0.047 [0.043-0.05],6.704e-99,***,Colonic or urogenital fistula,Digestive
N14_MENORRHAGIA,718,0.047 [0.036-0.06],1.601e-12,***,Menorrhagia,Genitourinary
E4_PCOS_CONCORTIUM,205,0.047 [0.034-0.06],1.443e-07,***,"Polycystic ovarian syndrome, consortium definition",Endocrine and metabolic
I9_CORATHER,8695,0.045 [0.038-0.05],1.776e-30,***,Coronary atherosclerosis,Circulatory
E4_LIPOPROT,7076,0.044 [0.031-0.06],1.533e-06,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
AD_AM,451,0.043 [0.036-0.05],3.151e-22,***,Alzheimer disease (Atypical or mixed),Nervous
K11_GASTRODUOULC,227,0.042 [0.029-0.06],3.129e-04,***,Gastroduodenal ulcer,Digestive
AB1_ZOSTER,268,0.042 [0.037-0.05],1.117e-56,***,Zoster [herpes zoster],Infectious and parasitic
I9_ANGINA,5810,0.042 [0.035-0.05],3.028e-22,***,Angina pectoris,Circulatory
CD2_BENIGN_MELANOCYTIC,521,0.042 [0.033-0.05],2.069e-16,***,Melanocytic naevi,Neoplasms
N14_OVARYCYST,987,0.042 [0.037-0.05],2.944e-67,***,Ovarian cyst,Genitourinary
J10_PNEUMOTHORAX,46,0.041 [0.031-0.05],1.722e-10,***,Pneumothorax,Respiratory
K11_HERNIA,6152,0.041 [0.037-0.04],4.147e-93,***,Hernia,Digestive
I9_CHD,6392,0.040 [0.032-0.05],7.709e-17,***,Major coronary heart disease event,Circulatory
J10_CHRONTONSADEN,5827,0.036 [0.031-0.04],8.981e-45,***,Chronic diseases of tonsils and adenoids,Respiratory
H7_STENOLACRI,62,0.033 [0.026-0.04],1.721e-14,***,Stenosis and insufficiency of lacrimal passages,Eye and adnexa
E4_MINERAL_MET,806,0.033 [0.032-0.03],1.000e-315,***,Disorders of mineral metabolism,Endocrine and metabolic
COPD_EARLY,512,0.032 [0.029-0.03],1.810e-122,***,Early onset COPD,Respiratory
N14_BENIGNMAMDYSP,134,0.031 [0.024-0.04],6.451e-15,***,Benign mammary dysplasia,Genitourinary
I9_OTHARR,798,0.030 [0.024-0.04],7.009e-19,***,Other arrhythmias,Circulatory
I9_UAP,1483,0.028 [0.019-0.04],0.001,**,Unstable angina pectoris,Circulatory
K11_DISLIVOTH,287,0.028 [0.018-0.04],0.005,**,Other diseases of liver,Digestive
N14_ENDOMETRIOSIS_UTERUS,193,0.028 [0.022-0.03],4.838e-20,***,Adenomyosis (Endometriosis of uterus),Genitourinary
J10_EMPHYSEMA,365,0.027 [0.025-0.03],1.247e-104,***,Emphysema,Respiratory
CD2_BENIGN_OVARY,144,0.027 [0.020-0.03],2.046e-09,***,Benign neoplasm of ovary,Neoplasms
M13_DEFORMDORSO,171,0.027 [0.017-0.04],0.027,*,Deforming dorsopathies,Musculoskeletal
M13_CALCIFICTEND,177,0.027 [0.023-0.03],1.036e-32,***,Calcific tendinitis of shoulder,Musculoskeletal
CD2_FOLLICULAR_LYMPHOMA,5808,0.025 [0.024-0.03],1.000e-315,***,"Follicular lymphoma, hilmo",Neoplasms
C3_BRONCHUS_LUNG,574,0.024 [0.020-0.03],1.154e-33,***,Malignant neoplasm of bronchus and lung,Neoplasms
C3_KIDNEY_NOTRENALPELVIS,210,0.024 [0.017-0.03],1.396e-06,***,"Malignant neoplasm of kidney, except renal pelvis",Neoplasms
K11_VENTHER,1063,0.023 [0.017-0.03],7.268e-11,***,Ventral hernia,Digestive
C3_LUNG_NONSMALL,527,0.023 [0.020-0.03],2.113e-37,***,Non-small cell lung cancer,Neoplasms
K11_ENERCOLNONINF,4472,0.023 [0.018-0.03],1.129e-16,***,Noninfective enteritis and colitis,Digestive
K11_GULC,244,0.022 [0.016-0.03],1.206e-06,***,Gastric ulcer,Digestive
I9_ABAORTANEUR,210,0.022 [0.017-0.03],6.686e-12,***,Abdominal aortic aneurysm (AAA),Circulatory
O15_GESTAT_HYPERT,476,0.022 [0.015-0.03],1.517e-04,***,Gestational [pregnancy-induced] hypertension,Pregnancy
I9_VARICVEOES,203,0.021 [0.018-0.03],2.099e-22,***,Oesophageal varices,Circulatory
CD2_BENIGN_THYROID,151,0.021 [0.018-0.02],1.742e-44,***,Benign neoplasm of thyroid gland,Neoplasms
K11_DULC,287,0.021 [0.013-0.03],0.037,*,Duodenal ulcer,Digestive
M13_POSTOPMUSCULOSKE,86,0.020 [0.014-0.03],2.084e-04,***,"Postprocedural musculoskeletal disorders, not elsewhere classified",Musculoskeletal
CHIRHEP_NAS,355,0.019 [0.016-0.02],1.235e-25,***,"Cirrhosis of liver, NAS",Digestive
N14_BREAST,659,0.019 [0.014-0.02],9.453e-08,***,Disorders of breast,Genitourinary
I9_SECONDRIGHT,127,0.018 [0.013-0.02],1.309e-06,***,Secondary right heart disease,Circulatory
CD2_BENIGN_MENINGES,587,0.018 [0.015-0.02],4.294e-29,***,Benign neoplasm of meninges,Neoplasms
G6_NEURODEGENERATIVE,4069,0.018 [0.014-0.02],5.656e-21,***,Unspecific neurodegenerative disorder,Nervous
CD2_BENIGN_LEIOMYOMA_UTERI,9080,0.017 [0.016-0.02],7.104e-85,***,Leiomyoma of uterus,Neoplasms
AB1_VIRAL_HEPATITIS,81,0.017 [0.011-0.02],7.282e-04,***,Viral hepatitis,Infectious and parasitic
PRIM_COXARTHROSIS,939,0.016 [0.012-0.02],3.364e-09,***,"Primary coxarthrosis, bilateral",Musculoskeletal
M13_POLYARTHRITIS,1672,0.016 [0.014-0.02],1.144e-38,***,"Polyarthritis, unspecified",Musculoskeletal
K11_UMBHER,2034,0.016 [0.012-0.02],5.029e-13,***,Umbilical hernia,Digestive
F5_ALZHDEMENT,2076,0.015 [0.012-0.02],9.577e-13,***,Dementia in Alzheimer disease,Mental and behavioural
K11_FIBROCHIRLIV,942,0.015 [0.011-0.02],1.618e-07,***,Fibrosis and cirrhosis of liver,Digestive
CD2_HODGKIN_LYMPHOMA,268,0.015 [0.012-0.02],7.454e-18,***,"Hodgkin lymphoma, hilmo",Neoplasms
CD2_BENIGN_MENINGES_CEREBRAL,384,0.015 [0.011-0.02],1.209e-10,***,Benign neoplasm: Cerebral meninges,Neoplasms
KRA_PSY_DEMENTIA,2863,0.014 [0.011-0.02],1.369e-07,***,Any dementia,Mental and behavioural
C3_OTHER_SKIN,9911,0.014 [0.012-0.02],1.073e-20,***,Other malignant neoplasms of skin (=non-melanoma skin cancer),Neoplasms
F5_DEMENTIA,3308,0.014 [0.011-0.02],3.643e-09,***,Dementia,Mental and behavioural
N14_OTHNONINFUTER,645,0.014 [0.010-0.02],4.199e-10,***,"Other noninflammatory disorders of uterus, except cervix",Genitourinary
ULCEROTH,633,0.013 [0.010-0.02],4.389e-08,***,Other ulcerative colitis,Digestive
NEURODEGOTH,4178,0.013 [0.009-0.02],1.908e-06,***,Other degenerative diseases of the nervous system,Nervous
K11_DIVERTIC,4845,0.013 [0.009-0.02],4.698e-07,***,Diverticular disease of intestine,Digestive
M13_OLECRANONBURSITIS,147,0.012 [0.008-0.02],0.041,*,Olecranon bursitis,Musculoskeletal
CD2_BENIGN_MELANOCYTIC_SCALPNECK,136,0.012 [0.008-0.02],0.002,**,Melanocytic naevi of scalp and neck,Neoplasms
C3_THYROID_GLAND,1117,0.012 [0.011-0.01],3.069e-65,***,Malignant neoplasm of thyroid gland,Neoplasms
L12_ACTINKERA,6786,0.012 [0.009-0.01],1.120e-14,***,Actinic keratosis,Skin
K11_HERING,7337,0.012 [0.009-0.01],8.120e-16,***,Inguinal hernia,Digestive
I9_CARDMYOOTH,228,0.011 [0.008-0.01],5.964e-06,***,"Cardiomyopathy, other and unspecified",Circulatory
G6_ALZHEIMER,2982,0.011 [0.008-0.01],7.884e-07,***,Alzheimer disease,Nervous
