Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.411 [0.396-0.43],1.000e-315,***,Cystitis,Genitourinary
E4_HYPERLIPMIX,365,0.245 [0.213-0.28],6.065e-45,***,Mixed hyperlipidaemia,Endocrine and metabolic
N14_URINOTH,1485,0.239 [0.220-0.26],5.512e-137,***,Other diseases of urinary system,Genitourinary
KRA_PSY_ANYMENTAL,2504,0.176 [0.164-0.19],6.676e-178,***,Any mental disorder,Mental and behavioural
N14_MALEGEN,1376,0.164 [0.156-0.17],1.348e-299,***,Diseases of male genital organs,Genitourinary
AB1_BACT_INTEST_OTH,357,0.099 [0.092-0.11],2.137e-169,***,Other bacterial intestinal infections,Infectious and parasitic
M13_SOFTTISSUEOTH,600,0.098 [0.083-0.11],3.008e-32,***,"Other soft tissue disorders, not elsewhere classified",Musculoskeletal
M13_ENTESOPATHYOTH,48,0.098 [0.079-0.12],1.343e-19,***,Other enthesopathies,Musculoskeletal
F5_ANXIETY,71,0.093 [0.074-0.11],2.508e-17,***,Other anxiety disorders,Mental and behavioural
N14_PROSTHYPERPLA,3796,0.090 [0.086-0.09],1.000e-315,***,Hyperplasia of prostate,Genitourinary
K11_FISTULA,485,0.089 [0.085-0.09],1.000e-315,***,Colonic or urogenital fistula,Digestive
C_DIFFICILE_ENTEROCOLITIS,2693,0.084 [0.081-0.09],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
J10_PLEURA,140,0.080 [0.068-0.09],1.286e-35,***,Other diseases of pleura,Respiratory
F5_DEPRESSIO,2165,0.078 [0.072-0.08],1.599e-122,***,Depression,Mental and behavioural
H7_CHALAZION,671,0.075 [0.069-0.08],9.210e-162,***,Chalazion,Eye and adnexa
M13_HAMMERTOE,331,0.071 [0.057-0.09],4.918e-18,***,Other hammer toe(s) (acquired),Musculoskeletal
F5_DELIRIUM,173,0.068 [0.053-0.08],5.686e-12,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
VD_U,43,0.068 [0.043-0.09],0.012,*,Vascular dementia (undefined),Mental and behavioural
K11_ORAL,489,0.065 [0.041-0.09],0.029,*,"Diseases of oral cavity, salivary glands and jaws",Digestive
J10_SEPTDEV,498,0.064 [0.052-0.08],2.086e-22,***,Deviated nasal septum,Respiratory
N14_CHRONEPHROPATH,18,0.062 [0.052-0.07],4.640e-25,***,Chronic nephritic syndrome,Genitourinary
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.054 [0.049-0.06],4.000e-102,***,Melanocytic naevi of trunk,Neoplasms
J10_INFLUPNEU,534,0.046 [0.036-0.06],5.202e-14,***,Influenza and pneumonia,Respiratory
N14_ORHCEPINDIDYMITIS,99,0.045 [0.033-0.06],7.284e-07,***,Orchitis and epididymitis,Genitourinary
M13_HALLUXVALGUS,3980,0.044 [0.041-0.05],3.671e-112,***,Hallux valgus (acquired),Musculoskeletal
M13_MYALGIA,253,0.043 [0.033-0.05],4.402e-14,***,Myalgia,Musculoskeletal
O15_PREG_OTHER_MAT_DISORD,1961,0.042 [0.035-0.05],6.944e-24,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
CD2_BENIGN_OVARY,144,0.041 [0.035-0.05],9.386e-28,***,Benign neoplasm of ovary,Neoplasms
CD2_LYMPHOID_LEUKAEMIA,767,0.041 [0.039-0.04],2.685e-298,***,Lymphoid leukaemia,Neoplasms
J10_PNEUMOTHORAX,46,0.039 [0.031-0.05],2.856e-15,***,Pneumothorax,Respiratory
H7_PTOSIS,64,0.038 [0.030-0.05],4.562e-14,***,Ptosis of eyelid,Eye and adnexa
N14_MENORRHAGIA,718,0.037 [0.029-0.05],2.309e-11,***,Menorrhagia,Genitourinary
I9_HEARTFAIL,682,0.037 [0.029-0.05],5.648e-15,***,"Heart failure, strict",Circulatory
N14_OVARYCYST,987,0.037 [0.032-0.04],2.804e-52,***,Ovarian cyst,Genitourinary
CD2_BENIGN_MELANOCYTIC,521,0.037 [0.027-0.05],4.953e-07,***,Melanocytic naevi,Neoplasms
J10_UPPERINFEC,1002,0.036 [0.024-0.05],2.066e-04,***,Acute upper respiratory infections,Respiratory
M13_SYNOTEND,1267,0.035 [0.028-0.04],7.902e-22,***,Disorders of synovium and tendon,Musculoskeletal
M13_DEFORMDORSO,171,0.031 [0.022-0.04],7.242e-05,***,Deforming dorsopathies,Musculoskeletal
M13_CALCIFICTEND,177,0.031 [0.028-0.03],2.400e-81,***,Calcific tendinitis of shoulder,Musculoskeletal
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,0.031 [0.025-0.04],8.476e-22,***,Viral and other specified intestinal infections,Infectious and parasitic
NEURODEGOTH,4178,0.030 [0.026-0.03],1.050e-56,***,Other degenerative diseases of the nervous system,Nervous
COPD_EARLY,512,0.030 [0.027-0.03],4.535e-110,***,Early onset COPD,Respiratory
CD2_BENIGN_THYROID,151,0.028 [0.026-0.03],9.116e-90,***,Benign neoplasm of thyroid gland,Neoplasms
C3_CLL_WIDE,431,0.027 [0.025-0.03],2.581e-142,***,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, including Hilmo",Neoplasms
I9_VASCINT,15,0.027 [0.019-0.03],5.924e-06,***,Vascular diseases of the intestine,Circulatory
N14_BENIGNMAMDYSP,134,0.026 [0.020-0.03],3.520e-10,***,Benign mammary dysplasia,Genitourinary
M13_OSTEOMYELITIS,308,0.026 [0.019-0.03],7.287e-09,***,Osteomyelitis,Musculoskeletal
K11_GASTRODUOULC,227,0.026 [0.020-0.03],7.477e-12,***,Gastroduodenal ulcer,Digestive
