Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.454 [0.441-0.47],1.000e-315,***,Cystitis,Genitourinary
KRA_PSY_ANYMENTAL,2504,0.302 [0.289-0.32],1.000e-315,***,Any mental disorder,Mental and behavioural
N14_MALEGEN,1375,0.274 [0.261-0.29],1.000e-315,***,Diseases of male genital organs,Genitourinary
N14_URINOTH,1485,0.271 [0.253-0.29],5.405e-195,***,Other diseases of urinary system,Genitourinary
F5_DEMINOTH,8,0.241 [0.185-0.30],3.251e-12,***,Dementia in other diseases classified elsewhere,Mental and behavioural
J10_ACUTEUPPERINFEC,241,0.185 [0.154-0.22],5.644e-27,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
E4_HYPERLIPMIX,365,0.183 [0.154-0.21],5.599e-31,***,Mixed hyperlipidaemia,Endocrine and metabolic
G6_DEGENOTH,14,0.179 [0.155-0.20],5.501e-44,***,Other and unspecified degenerative diseases of nervous system,Nervous
J10_INFLUPNEU,534,0.164 [0.150-0.18],1.369e-100,***,Influenza and pneumonia,Respiratory
AB1_BACT_INTEST_OTH,357,0.156 [0.151-0.16],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
N14_PROSTHYPERPLA,3795,0.153 [0.147-0.16],1.000e-315,***,Hyperplasia of prostate,Genitourinary
MEMLOSS,48,0.152 [0.118-0.18],1.363e-13,***,Memory loss,Mental and behavioural
J10_UPPERINFEC,1002,0.144 [0.128-0.16],3.261e-67,***,Acute upper respiratory infections,Respiratory
F5_DEPRESSIO,2165,0.135 [0.126-0.14],1.303e-178,***,Depression,Mental and behavioural
H7_CHALAZION,671,0.130 [0.125-0.14],1.000e-315,***,Chalazion,Eye and adnexa
F5_DELIRIUM,173,0.127 [0.115-0.14],9.551e-92,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
K11_OTHDISDIG,25,0.117 [0.089-0.15],1.287e-10,***,Other diseases of the digestive system,Digestive
VD_U,43,0.115 [0.100-0.13],2.310e-49,***,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.110 [0.082-0.14],3.342e-09,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
C_DIFFICILE_ENTEROCOLITIS,2693,0.107 [0.104-0.11],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
K11_INTESTOTH,398,0.095 [0.075-0.11],1.167e-15,***,Other diseases of intestines,Digestive
E4_LIPOPROT,7076,0.094 [0.080-0.11],2.757e-36,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
M13_RADICULOPATHY,15,0.093 [0.070-0.12],4.350e-10,***,Radiculopathy,Musculoskeletal
AB1_OTHER_BACTERIAL,478,0.089 [0.065-0.11],1.141e-07,***,Other bacterial diseases,Infectious and parasitic
F5_VASCDEM,107,0.089 [0.071-0.11],3.156e-17,***,Vascular dementia,Mental and behavioural
L12_INFECT_SKIN,518,0.086 [0.075-0.10],4.172e-47,***,Infections of the skin and subcutaneous tissue,Skin
N14_CHRONEPHROPATH,18,0.083 [0.072-0.09],2.001e-40,***,Chronic nephritic syndrome,Genitourinary
M13_SYNOTEND,1267,0.081 [0.074-0.09],2.491e-104,***,Disorders of synovium and tendon,Musculoskeletal
O15_PREG_OTHER_MAT_DISORD,1961,0.080 [0.073-0.09],3.963e-89,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
H8_EXTERNAL,828,0.077 [0.073-0.08],2.555e-222,***,Diseases of external ear,Ear and mastoid
E4_METABOLIA,4834,0.077 [0.058-0.10],7.864e-10,***,Metabolic disorders,Endocrine and metabolic
I9_POSTAMI,149,0.076 [0.057-0.10],6.913e-10,***,Status post-ami,Circulatory
M13_HAMMERTOE,331,0.076 [0.059-0.09],2.025e-12,***,Other hammer toe(s) (acquired),Musculoskeletal
M13_SCIATICA,658,0.072 [0.059-0.09],1.533e-21,***,Sciatica+with lumbago,Musculoskeletal
M13_MYALGIA,253,0.071 [0.060-0.08],8.257e-28,***,Myalgia,Musculoskeletal
N14_OVARYCYST,986,0.071 [0.066-0.08],4.725e-167,***,Ovarian cyst,Genitourinary
N14_MENSIRREG,59,0.071 [0.053-0.09],5.543e-10,***,Irregular menses,Genitourinary
M13_SOFTTISSUEOTH,600,0.070 [0.055-0.08],3.241e-14,***,"Other soft tissue disorders, not elsewhere classified",Musculoskeletal
N14_MENORRHAGIA,717,0.067 [0.059-0.07],2.918e-59,***,Menorrhagia,Genitourinary
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,0.066 [0.058-0.07],5.579e-57,***,Viral and other specified intestinal infections,Infectious and parasitic
K11_FISTULA,485,0.064 [0.059-0.07],2.800e-167,***,Colonic or urogenital fistula,Digestive
L12_DISORDSKINAPPENDIX,424,0.063 [0.053-0.07],1.270e-29,***,Disorders of skin appendages,Skin
H7_PARASTRAB,7,0.061 [0.040-0.08],0.003,**,Paralytic strabismus,Eye and adnexa
