Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
E4_LIPOPROTNAS,242,0.304 [0.273-0.34],3.599e-75,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_HYPERLIPNAS,1251,0.179 [0.158-0.20],3.405e-59,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
G6_MIGRAINE_WITH_AURA,143,0.170 [0.160-0.18],2.852e-215,***,Migraine with aura,Nervous
CD2_BENIGN_COLON_NOS,212,0.158 [0.120-0.20],6.509e-11,***,"Benign neoplasm: Colon, unspecified",Neoplasms
E4_METABOLIA,4834,0.154 [0.138-0.17],1.092e-74,***,Metabolic disorders,Endocrine and metabolic
M13_SOFTTISSUE,1904,0.152 [0.144-0.16],2.144e-269,***,Soft tissue disorders,Musculoskeletal
E4_FH,518,0.149 [0.121-0.18],3.662e-20,***,Familial hypercholesterolemia,Endocrine and metabolic
N14_RENALTUB,449,0.144 [0.136-0.15],3.174e-261,***,Renal tubulo-interstitial diseases,Genitourinary
O15_PRETERM,17,0.140 [0.117-0.16],1.576e-28,***,Preterm labour and delivery,Pregnancy
I9_POSTAMI,149,0.125 [0.099-0.15],1.634e-16,***,Status post-ami,Circulatory
PD_DEMENTIA,12,0.118 [0.077-0.16],0.006,**,Dementia due to Parkinson's disease,Mental and behavioural
G6_NERPLEX,2804,0.113 [0.108-0.12],1.000e-315,***,"Nerve, nerve root and plexus disorders",Nervous
M13_LIMBPAIN,197,0.111 [0.093-0.13],5.412e-26,***,Pain in limb,Musculoskeletal
K11_CHRONGASTR,210,0.103 [0.095-0.11],9.704e-126,***,Chronic gastritis,Digestive
K11_OESSTODUO,43,0.096 [0.063-0.13],0.004,**,"Diseases of oesophagus, stomach and duodenum",Digestive
M13_LOWBACKPAIN,1988,0.085 [0.078-0.09],2.597e-112,***,Low back pain,Musculoskeletal
K11_LIVER,812,0.079 [0.069-0.09],6.212e-46,***,Diseases of liver,Digestive
L12_OTHERCONTACT,39,0.079 [0.054-0.10],6.360e-05,***,Other contact dermatitis,Skin
H8_BPV,30,0.078 [0.051-0.11],0.005,**,Benign paroxysmal vertigo,Ear and mastoid
M13_DORSOPATHYOTH,5393,0.078 [0.071-0.08],6.925e-130,***,"Other dorsopathies, not elsewhere classified",Musculoskeletal
M13_DORSALGIANAS,1009,0.077 [0.069-0.09],1.361e-77,***,Other/unspecified dorsalgia,Musculoskeletal
E4_LIPOPROT,7076,0.077 [0.065-0.09],1.603e-31,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
L12_DERMATITISNAS,2477,0.077 [0.072-0.08],1.617e-199,***,Dermatitis,Skin
JOINTPAIN,1595,0.077 [0.066-0.09],1.515e-41,***,Pain in joint,Musculoskeletal
AB1_GASTROENTERITIS_NOS,923,0.075 [0.067-0.08],1.071e-60,***,Diarrhoea and gastroenteritis of presumed infectious origin,Infectious and parasitic
M13_MENISCUSDERANGEMENTS,937,0.072 [0.061-0.08],2.587e-36,***,Meniscus derangement,Musculoskeletal
M13_ARTHROPATHIES,7062,0.070 [0.064-0.08],1.390e-136,***,Arthropathies,Musculoskeletal
H7_CATARACTSENILE,4936,0.069 [0.065-0.07],7.095e-238,***,Senile cataract,Eye and adnexa
AB1_INTESTINAL_INFECTIONS,954,0.068 [0.058-0.08],8.280e-36,***,Intestinal infectious diseases,Infectious and parasitic
