Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
E4_LIPOPROTNAS,242,0.221 [0.203-0.24],6.701e-119,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
N14_CYSTITIS,693,0.176 [0.168-0.18],1.000e-315,***,Cystitis,Genitourinary
E4_HYPERLIPNAS,1251,0.173 [0.159-0.19],8.289e-119,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
KRA_PSY_ANYMENTAL,2504,0.136 [0.127-0.15],3.691e-171,***,Any mental disorder,Mental and behavioural
E4_METABOLIA,4834,0.134 [0.122-0.15],4.633e-109,***,Metabolic disorders,Endocrine and metabolic
O15_PRETERM,17,0.133 [0.106-0.16],3.418e-16,***,Preterm labour and delivery,Pregnancy
E4_FH,518,0.131 [0.116-0.15],6.388e-57,***,Familial hypercholesterolemia,Endocrine and metabolic
N14_MALEGEN,1375,0.131 [0.126-0.14],1.000e-315,***,Diseases of male genital organs,Genitourinary
I9_POSTAMI,149,0.120 [0.097-0.14],6.351e-20,***,Status post-ami,Circulatory
K11_INTESTOTH,398,0.119 [0.098-0.14],2.608e-23,***,Other diseases of intestines,Digestive
H8_NONSUPPNAS,1145,0.114 [0.108-0.12],1.000e-315,***,Nonsuppurative otitis media,Ear and mastoid
PD_DEMENTIA,12,0.087 [0.058-0.11],4.454e-04,***,Dementia due to Parkinson's disease,Mental and behavioural
AB1_BACT_INTEST_OTH,357,0.085 [0.080-0.09],2.542e-211,***,Other bacterial intestinal infections,Infectious and parasitic
E4_LIPOPROT,7076,0.082 [0.074-0.09],1.506e-84,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
CD2_BENIGN_OTHERDIGESTIVE,74,0.082 [0.063-0.10],4.188e-11,***,Benign neoplasm of other and ill-defined parts of digestive system,Neoplasms
K11_DISLIVOTH,287,0.073 [0.058-0.09],2.392e-16,***,Other diseases of liver,Digestive
N14_PROSTHYPERPLA,3795,0.073 [0.070-0.08],1.000e-315,***,Hyperplasia of prostate,Genitourinary
I9_UAP,1483,0.073 [0.064-0.08],1.641e-51,***,Unstable angina pectoris,Circulatory
K11_LIVER,812,0.069 [0.060-0.08],7.015e-47,***,Diseases of liver,Digestive
AUD,259,0.066 [0.051-0.08],3.420e-13,***,"Alcohol use disorder, ICD-based",Mental and behavioural
H7_EYEOTH,57,0.063 [0.050-0.08],3.730e-15,***,Other disorders of eye and adnexa,Eye and adnexa
F5_DEPRESSIO,2165,0.059 [0.050-0.07],1.709e-39,***,Depression,Mental and behavioural
I9_IHD,7726,0.054 [0.049-0.06],8.304e-75,***,"Ischaemic heart disease, wide definition",Circulatory
AB1_INTESTINAL_INFECTIONS,954,0.050 [0.036-0.06],2.321e-07,***,Intestinal infectious diseases,Infectious and parasitic
H7_CATARACTSENILE,4936,0.050 [0.045-0.05],7.199e-97,***,Senile cataract,Eye and adnexa
M13_HALLUXRIGIDUS,40,0.048 [0.036-0.06],4.958e-09,***,Hallux rigidus,Musculoskeletal
M13_THORACISPINEPAIN,151,0.047 [0.038-0.06],2.489e-21,***,Pain in thoracic spine,Musculoskeletal
E4_PCOS_CONCORTIUM,205,0.046 [0.033-0.06],7.623e-07,***,"Polycystic ovarian syndrome, consortium definition",Endocrine and metabolic
J10_PLEURPLAGUE,310,0.045 [0.042-0.05],4.234e-195,***,Pleural plaque,Respiratory
G6_MIGRAINE_WITH_AURA,143,0.045 [0.036-0.05],1.354e-14,***,Migraine with aura,Nervous
I9_VARICVEOES,203,0.043 [0.036-0.05],1.217e-24,***,Oesophageal varices,Circulatory
N14_CHRONEPHROPATH,18,0.043 [0.032-0.05],5.158e-09,***,Chronic nephritic syndrome,Genitourinary
M13_CERVICALGIA,179,0.043 [0.035-0.05],4.888e-18,***,Cervicalgia,Musculoskeletal
CHIRHEP_NAS,355,0.042 [0.036-0.05],1.770e-40,***,"Cirrhosis of liver, NAS",Digestive
G6_ROOTPLEXOTHUNS,42,0.039 [0.024-0.05],0.046,*,"Other and unspecified nerve root and plexus disorders, also in other diseases",Nervous
CD2_BENIGN_COLON_NOS,212,0.039 [0.028-0.05],3.492e-06,***,"Benign neoplasm: Colon, unspecified",Neoplasms
CD2_INSITU_BLADDER,34,0.037 [0.031-0.04],1.134e-28,***,"Carcinoma in situ, bladder",Neoplasms
N14_ORHCEPINDIDYMITIS,99,0.037 [0.027-0.05],1.558e-07,***,Orchitis and epididymitis,Genitourinary
L12_LICHSIMPANDPRURIGO,167,0.036 [0.028-0.04],1.331e-17,***,Lichen simplex chronicus and prurigo,Skin
C_DIFFICILE_ENTEROCOLITIS,2693,0.035 [0.034-0.04],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
H7_KERATITISOTH,43,0.035 [0.023-0.05],7.119e-04,***,Other keratitis,Eye and adnexa
H7_CHALAZION,671,0.034 [0.030-0.04],4.542e-75,***,Chalazion,Eye and adnexa
D3_OTHERBLOOD,428,0.034 [0.031-0.04],2.709e-190,***,Other diseases of blood and blood-forming organs,Blood and immune
H7_OCUPAIN,174,0.034 [0.028-0.04],4.463e-28,***,Ocular pain,Eye and adnexa
J10_CHRONTONSADEN,5828,0.033 [0.029-0.04],3.413e-47,***,Chronic diseases of tonsils and adenoids,Respiratory
I9_CHD,6392,0.033 [0.028-0.04],2.679e-31,***,Major coronary heart disease event,Circulatory
G6_BELLPA,48,0.032 [0.023-0.04],8.994e-07,***,Bell's palsy,Nervous
I9_ANGINA,5810,0.032 [0.027-0.04],4.103e-31,***,Angina pectoris,Circulatory
M13_OSTEOMYELITIS,308,0.031 [0.025-0.04],5.220e-15,***,Osteomyelitis,Musculoskeletal
H7_REFRAACCOMMODIS,154,0.030 [0.021-0.04],2.167e-04,***,Disorders of refraction and accommodation,Eye and adnexa
E4_GOITRENOD,331,0.030 [0.025-0.04],1.395e-23,***,Nontoxic single thyroid nodule,Endocrine and metabolic
M13_SYNOTEND,1267,0.030 [0.019-0.04],0.005,**,Disorders of synovium and tendon,Musculoskeletal
E4_OBESITYXTRMALV,103,0.029 [0.026-0.03],3.424e-55,***,Extreme obesity with alveolar hypoventilation,Endocrine and metabolic
NAFLD,505,0.028 [0.020-0.04],2.010e-05,***,Nonalcoholic fatty liver disease,Digestive
M13_PYOGARTH,525,0.028 [0.026-0.03],3.546e-133,***,Pyogenic arthritis,Musculoskeletal
M13_ARTHROPATHIES,7062,0.028 [0.024-0.03],1.454e-34,***,Arthropathies,Musculoskeletal
M13_HALLUXVALGUS,3980,0.027 [0.025-0.03],3.600e-94,***,Hallux valgus (acquired),Musculoskeletal
M13_MENISCUSDERANGEMENTS,937,0.027 [0.020-0.03],8.109e-09,***,Meniscus derangement,Musculoskeletal
O15_HAEMORRH_EARLY_PREG,148,0.027 [0.019-0.03],1.278e-05,***,Haemorrhage in early pregnancy,Pregnancy
F5_DEMENTIA,3309,0.026 [0.023-0.03],3.528e-46,***,Dementia,Mental and behavioural
M13_ARTHROSIS_POLY,390,0.026 [0.021-0.03],6.096e-19,***,Polyarthrosis,Musculoskeletal
G6_NEURODEGENERATIVE,4070,0.026 [0.023-0.03],3.083e-72,***,Unspecific neurodegenerative disorder,Nervous
K11_ENERCOLNONINF,4471,0.025 [0.022-0.03],7.210e-56,***,Noninfective enteritis and colitis,Digestive
KRA_PSY_DEMENTIA,2863,0.025 [0.021-0.03],1.293e-34,***,Any dementia,Mental and behavioural
CD2_HODGKIN_LYMPHOMA,268,0.024 [0.022-0.03],6.636e-149,***,"Hodgkin lymphoma, hilmo",Neoplasms
PRIM_KNEEARTHROSIS,1523,0.023 [0.018-0.03],3.927e-15,***,"Primary gonarthrosis, bilateral",Musculoskeletal
AD_AM,451,0.023 [0.017-0.03],4.269e-06,***,Alzheimer disease (Atypical or mixed),Nervous
I9_CORATHER,8695,0.023 [0.019-0.03],6.853e-19,***,Coronary atherosclerosis,Circulatory
I9_PHLETHROMBDVTLOW,3262,0.023 [0.021-0.03],1.271e-97,***,DVT of lower extremities,Circulatory
K11_FEMHER,59,0.022 [0.014-0.03],0.008,**,Femoral hernia,Digestive
G6_ALZHEIMER,2982,0.022 [0.019-0.03],1.424e-45,***,Alzheimer disease,Nervous
CD2_BENIGN_COLORECANI,1443,0.022 [0.017-0.03],1.199e-13,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
K11_HAEMORR,329,0.022 [0.014-0.03],0.003,**,Haemorrhoids and perianal venous thrombosis,Digestive
K11_HERNIA,6152,0.021 [0.019-0.02],3.237e-42,***,Hernia,Digestive
C3_HEPATOCELLU_CARC,441,0.020 [0.016-0.02],2.174e-12,***,Hepatocellular carcinoma,Neoplasms
L12_SEBORRKERAT,374,0.020 [0.016-0.02],1.199e-13,***,Seborrhoeic keratosis,Skin
K11_DIAHER,628,0.020 [0.016-0.02],3.565e-13,***,Diaphragmatic hernia,Digestive
M13_DORSALGIANAS,1009,0.019 [0.013-0.03],5.285e-05,***,Other/unspecified dorsalgia,Musculoskeletal
F5_ALZHDEMENT,2076,0.019 [0.016-0.02],5.842e-28,***,Dementia in Alzheimer disease,Mental and behavioural
M13_CRYSTALARTH,168,0.019 [0.016-0.02],1.390e-43,***,Other crystal arthropathies,Musculoskeletal
F5_MENTALUNSPE,114,0.017 [0.011-0.02],6.270e-04,***,"Mental disorders, not otherwise specified",Mental and behavioural
CD2_BENIGN_PITUITARY_CRANIPHAR,90,0.017 [0.012-0.02],2.886e-07,***,"Benign neoplasm: Pituitary gland, craniopharyngeal duct",Neoplasms
I9_VTE,4387,0.017 [0.014-0.02],5.934e-31,***,Venous thromboembolism,Circulatory
M13_POLYARTHRITIS,1672,0.017 [0.016-0.02],1.883e-246,***,"Polyarthritis, unspecified",Musculoskeletal
M13_OLECRANONBURSITIS,147,0.016 [0.011-0.02],6.601e-06,***,Olecranon bursitis,Musculoskeletal
M13_MUSCLEDISNAS,46,0.016 [0.010-0.02],0.036,*,Other specified disorders of muscle,Musculoskeletal
AB1_ZOSTER,268,0.016 [0.011-0.02],5.411e-08,***,Zoster [herpes zoster],Infectious and parasitic
E4_MINERAL_MET,806,0.015 [0.014-0.02],7.449e-100,***,Disorders of mineral metabolism,Endocrine and metabolic
L12_ACTINKERA,6785,0.015 [0.014-0.02],2.199e-109,***,Actinic keratosis,Skin
M13_ADHCAPSULITIS,1742,0.014 [0.010-0.02],1.401e-05,***,Adhesive capsulitis of shoulder,Musculoskeletal
K11_ORALCYST,104,0.014 [0.010-0.02],0.001,**,"Cysts of oral region, not elsewhere classified",Digestive
ULCEROTH,633,0.014 [0.012-0.02],1.326e-26,***,Other ulcerative colitis,Digestive
L12_PAPULOSQUAMOUS,16405,0.014 [0.013-0.01],3.724e-267,***,Papulosquamous disorders,Skin
HERING_BILATERAL,346,0.014 [0.010-0.02],1.002e-06,***,"Inguinal hernia, bilateral",Digestive
H7_CATARACTOTHER,4338,0.013 [0.010-0.02],1.445e-06,***,Other cataract,Eye and adnexa
RHEUMA_SERONEG,8327,0.013 [0.012-0.01],3.826e-237,***,Seronegative rheumatoid arthritis,Musculoskeletal
M13_ARTHROSIS_KNEE,5080,0.013 [0.009-0.02],4.223e-06,***,Gonarthrosis,Musculoskeletal
THROMBOCYTAEMIA,728,0.012 [0.011-0.01],2.933e-114,***,Essential (haemorrhagic) thrombocythaemia,Neoplasms
G6_HYDROCEPH,204,0.012 [0.008-0.02],0.006,**,Hydrocephalus,Nervous
I9_NONISCHCARDMYOP_STRICT,123,0.012 [0.008-0.02],2.595e-04,***,Nonischemic cardiomyopathy,Circulatory
CHRONMYELOPRO,471,0.012 [0.011-0.01],7.291e-181,***,Chronic myeloproliferative disease,Neoplasms
I9_HYPTENSESS,17748,0.011 [0.008-0.01],9.274e-06,***,"Hypertension, essential",Circulatory
E4_THYROIDNASOTH,177,0.011 [0.009-0.01],1.922e-21,***,"Disorder of thyroid, unspecified",Endocrine and metabolic
M13_DORSOPATHY,8797,0.011 [0.007-0.01],0.007,**,Dorsopathies,Musculoskeletal
C3_OTHER_SKIN,9911,0.011 [0.009-0.01],1.450e-35,***,Other malignant neoplasms of skin (=non-melanoma skin cancer),Neoplasms
ULCERNAS,2224,0.010 [0.008-0.01],1.109e-12,***,"Ulcerative colitis, NAS",Digestive
M13_POLYMYALGIA,4532,0.010 [0.009-0.01],8.334e-66,***,Polymyalgia rheumatica,Musculoskeletal
M13_POLYARTHROPATHIES,18752,0.010 [0.009-0.01],1.429e-79,***,Polyarthropathies,Musculoskeletal
