Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.547 [0.525-0.57],1.000e-315,***,Cystitis,Genitourinary
K11_OTHDISDIG,25,0.435 [0.403-0.47],8.067e-156,***,Other diseases of the digestive system,Digestive
J10_ACUTEUPPERINFEC,241,0.434 [0.379-0.49],2.024e-49,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
N14_URINOTH,1485,0.413 [0.394-0.43],1.000e-315,***,Other diseases of urinary system,Genitourinary
J10_INFLUPNEU,534,0.333 [0.305-0.36],3.918e-116,***,Influenza and pneumonia,Respiratory
KRA_PSY_ANYMENTAL,2504,0.315 [0.300-0.33],1.000e-315,***,Any mental disorder,Mental and behavioural
J10_UPPERINFEC,1002,0.296 [0.268-0.32],5.720e-92,***,Acute upper respiratory infections,Respiratory
N14_MALEGEN,1375,0.268 [0.254-0.28],1.000e-315,***,Diseases of male genital organs,Genitourinary
AB1_OTHER_BACTERIAL,478,0.243 [0.209-0.28],5.428e-40,***,Other bacterial diseases,Infectious and parasitic
AB1_BACT_INTEST_OTH,357,0.238 [0.232-0.24],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
E4_HYPERLIPNAS,1251,0.220 [0.198-0.24],2.935e-79,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
E4_LIPOPROTNAS,242,0.213 [0.172-0.25],1.568e-18,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
MEMLOSS,48,0.187 [0.137-0.24],8.061e-08,***,Memory loss,Mental and behavioural
E4_FH,518,0.183 [0.158-0.21],9.860e-41,***,Familial hypercholesterolemia,Endocrine and metabolic
I9_POSTAMI,149,0.172 [0.138-0.21],9.753e-18,***,Status post-ami,Circulatory
H8_EXTERNAL,828,0.154 [0.146-0.16],1.000e-315,***,Diseases of external ear,Ear and mastoid
N14_PROSTHYPERPLA,3795,0.151 [0.145-0.16],1.000e-315,***,Hyperplasia of prostate,Genitourinary
F5_DEPRESSIO,2165,0.140 [0.130-0.15],9.198e-162,***,Depression,Mental and behavioural
C_DIFFICILE_ENTEROCOLITIS,2693,0.136 [0.133-0.14],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
E4_LIPOPROT,7076,0.134 [0.121-0.15],3.605e-80,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
H7_CHALAZION,671,0.131 [0.124-0.14],1.000e-315,***,Chalazion,Eye and adnexa
CD2_BENIGN_COLON_NOS,212,0.130 [0.089-0.17],8.442e-05,***,"Benign neoplasm: Colon, unspecified",Neoplasms
E4_METABOLIA,4834,0.125 [0.107-0.14],5.034e-38,***,Metabolic disorders,Endocrine and metabolic
L12_DISORDSKINAPPENDIX,424,0.123 [0.106-0.14],3.578e-42,***,Disorders of skin appendages,Skin
VD_U,43,0.116 [0.087-0.14],6.541e-10,***,Vascular dementia (undefined),Mental and behavioural
M13_SYNOTEND,1267,0.115 [0.103-0.13],8.435e-74,***,Disorders of synovium and tendon,Musculoskeletal
J10_UPPERDIS,4085,0.114 [0.101-0.13],2.389e-65,***,Other diseases of upper respiratory tract,Respiratory
L12_INFECT_SKIN,518,0.112 [0.097-0.13],2.985e-45,***,Infections of the skin and subcutaneous tissue,Skin
N14_CHRONEPHROPATH,18,0.106 [0.095-0.12],1.489e-82,***,Chronic nephritic syndrome,Genitourinary
F5_MENTORG,85,0.105 [0.067-0.14],0.013,*,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
O15_PREG_OTHER_MAT_DISORD,1961,0.100 [0.090-0.11],1.728e-77,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,0.092 [0.083-0.10],7.205e-69,***,Viral and other specified intestinal infections,Infectious and parasitic
F5_DELIRIUM,173,0.091 [0.067-0.12],1.174e-07,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
H8_EXTOTITIS,1164,0.090 [0.082-0.10],3.203e-82,***,Otitis externa,Ear and mastoid
M13_HAMMERTOE,331,0.090 [0.072-0.11],4.234e-16,***,Other hammer toe(s) (acquired),Musculoskeletal
F5_VASCDEM,107,0.081 [0.053-0.11],0.004,**,Vascular dementia,Mental and behavioural
L12_CORNSANDCALLOS,491,0.080 [0.075-0.08],1.915e-216,***,Corns and callosities,Skin
N14_URETHRAOTH,610,0.080 [0.071-0.09],1.252e-73,***,Other disorders of urethra and urinary system,Genitourinary
M13_HALLUXVALGUS,3980,0.079 [0.074-0.09],2.140e-157,***,Hallux valgus (acquired),Musculoskeletal
O15_ABORT_MEDICAL,68,0.079 [0.054-0.10],1.493e-04,***,Medical abortion,Pregnancy
J10_CHRONTONSADEN,5826,0.078 [0.072-0.08],2.599e-146,***,Chronic diseases of tonsils and adenoids,Respiratory
