Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_BILIAOTH,6,0.229 [0.203-0.26],2.677e-60,***,Other diseases of biliary tract,Digestive
E4_HYPERLIPMIX,365,0.191 [0.168-0.21],4.596e-57,***,Mixed hyperlipidaemia,Endocrine and metabolic
J10_ACUTEUPPERINFEC,241,0.174 [0.149-0.20],8.152e-39,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
J10_UPPERINFEC,1002,0.152 [0.143-0.16],2.661e-227,***,Acute upper respiratory infections,Respiratory
AB1_OTHER_BACTERIAL,478,0.143 [0.113-0.17],1.642e-15,***,Other bacterial diseases,Infectious and parasitic
M13_ARTHROSIS_OTH,570,0.142 [0.097-0.19],1.094e-04,***,Other arthrosis,Musculoskeletal
M13_ENTESOPATHYOTH,48,0.127 [0.109-0.14],1.274e-39,***,Other enthesopathies,Musculoskeletal
J10_INFLUPNEU,534,0.122 [0.108-0.14],8.169e-56,***,Influenza and pneumonia,Respiratory
F5_ANXIETY,71,0.120 [0.103-0.14],2.832e-35,***,Other anxiety disorders,Mental and behavioural
J10_VOCALLARYNX,20,0.117 [0.083-0.15],2.947e-06,***,"Diseases of vocal cords and larynx+other diseases of upper respiratory tract, no elsewhere classified",Respiratory
N14_MALEGEN,1375,0.114 [0.108-0.12],4.136e-297,***,Diseases of male genital organs,Genitourinary
K11_ORAL,489,0.109 [0.078-0.14],1.617e-06,***,"Diseases of oral cavity, salivary glands and jaws",Digestive
N14_URETHRAOTH,610,0.108 [0.095-0.12],1.835e-51,***,Other disorders of urethra and urinary system,Genitourinary
M13_SOFTTISSUEOTH,600,0.088 [0.064-0.11],2.528e-07,***,"Other soft tissue disorders, not elsewhere classified",Musculoskeletal
J10_UPPERDIS,4085,0.087 [0.080-0.09],2.542e-127,***,Other diseases of upper respiratory tract,Respiratory
PHLEBI_THROMBOP_LOWER_EXTREMITI_UNSPE,25,0.085 [0.072-0.10],7.726e-35,***,"Phlebitis and thrombophlebitis of lower extremities, unspecified, drug-induced",Ear and mastoid
N14_POSTMENBLEED,14,0.083 [0.058-0.11],5.429e-05,***,Postmenopausal bleeding,Genitourinary
D3_ANAEMIA_IRONDEF_NAS,859,0.078 [0.072-0.08],2.157e-131,***,Other and unspecified iron deficiency,Blood and immune
CD2_LYMPHOID_LEUKAEMIA,767,0.073 [0.070-0.08],1.000e-315,***,Lymphoid leukaemia,Neoplasms
CD2_BENIGN_TRANSVERSE_COLON,6,0.073 [0.049-0.10],7.759e-04,***,Benign neoplasm: Transverse colon,Neoplasms
N14_FEMALEGENNONINF,279,0.072 [0.056-0.09],2.639e-12,***,Noninflammatory disorders of female genital tract,Genitourinary
L12_DISORDSKINAPPENDIX,424,0.072 [0.065-0.08],3.840e-100,***,Disorders of skin appendages,Skin
H8_EXTERNAL,828,0.071 [0.067-0.08],2.017e-224,***,Diseases of external ear,Ear and mastoid
ASTHMA_NAS,3913,0.071 [0.067-0.07],1.000e-315,***,"Asthma, unspecified (mode)",Respiratory
KRA_PSY_ANYMENTAL,2504,0.068 [0.054-0.08],5.889e-16,***,Any mental disorder,Mental and behavioural
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE,1622,0.065 [0.061-0.07],1.113e-229,***,Viral infections characterized by skin and mucous membrane lesions,Infectious and parasitic
N14_PROSTHYPERPLA,3795,0.063 [0.060-0.07],1.000e-315,***,Hyperplasia of prostate,Genitourinary
F5_DEPRESSIO,2165,0.061 [0.055-0.07],3.796e-88,***,Depression,Mental and behavioural
O15_MATERN_CARE_PELVIC_ABNORM,86,0.058 [0.046-0.07],3.586e-15,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
M13_TENDOSYNOVITISNAS,236,0.057 [0.053-0.06],2.409e-135,***,Other/unspecified synovitis and tenosynovitis,Musculoskeletal
