Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
E4_LIPOPROTNAS,242,0.404 [0.361-0.45],1.425e-71,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_HYPERLIPNAS,1251,0.307 [0.283-0.33],5.441e-133,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
E4_FH,518,0.238 [0.209-0.27],7.351e-52,***,Familial hypercholesterolemia,Endocrine and metabolic
E4_METABOLIA,4834,0.230 [0.213-0.25],1.636e-146,***,Metabolic disorders,Endocrine and metabolic
I9_POSTAMI,149,0.194 [0.152-0.24],6.328e-14,***,Status post-ami,Circulatory
CD2_BENIGN_COLON_NOS,212,0.178 [0.127-0.23],1.551e-06,***,"Benign neoplasm: Colon, unspecified",Neoplasms
E4_LIPOPROT,7076,0.160 [0.148-0.17],1.559e-164,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
K11_OESSTODUO,43,0.150 [0.116-0.19],6.208e-12,***,"Diseases of oesophagus, stomach and duodenum",Digestive
O15_PRETERM,17,0.149 [0.124-0.17],1.844e-26,***,Preterm labour and delivery,Pregnancy
K11_OTHDISDIG,25,0.124 [0.101-0.15],9.052e-20,***,Other diseases of the digestive system,Digestive
F5_VASCDEM,107,0.109 [0.068-0.15],0.047,*,Vascular dementia,Mental and behavioural
J10_ACUTEUPPERINFEC,241,0.104 [0.085-0.12],2.691e-20,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
G6_MIGRAINE_WITH_AURA,143,0.099 [0.089-0.11],9.867e-93,***,Migraine with aura,Nervous
M13_DORSALGIANAS,1009,0.085 [0.079-0.09],1.373e-136,***,Other/unspecified dorsalgia,Musculoskeletal
I9_UAP,1483,0.081 [0.066-0.10],7.490e-21,***,Unstable angina pectoris,Circulatory
N14_CYSTITIS,693,0.080 [0.070-0.09],3.212e-50,***,Cystitis,Genitourinary
J10_INFLUPNEU,534,0.080 [0.070-0.09],7.655e-53,***,Influenza and pneumonia,Respiratory
CD2_BENIGN_COLORECANI,1443,0.072 [0.058-0.09],1.009e-17,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
F5_DEMENTIA,3309,0.072 [0.064-0.08],2.687e-66,***,Dementia,Mental and behavioural
O15_ABORT_MEDICAL,68,0.070 [0.046-0.09],0.003,**,Medical abortion,Pregnancy
