Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
J10_ACUTEUPPERINFEC,241,0.547 [0.499-0.60],9.167e-104,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
AB1_OTHER_BACTERIAL,478,0.436 [0.409-0.46],1.389e-209,***,Other bacterial diseases,Infectious and parasitic
J10_UPPERINFEC,1002,0.432 [0.410-0.45],1.000e-315,***,Acute upper respiratory infections,Respiratory
J10_INFLUPNEU,534,0.413 [0.378-0.45],1.051e-113,***,Influenza and pneumonia,Respiratory
N14_MALEGEN,1375,0.271 [0.259-0.28],1.000e-315,***,Diseases of male genital organs,Genitourinary
KRA_PSY_ANYMENTAL,2504,0.267 [0.252-0.28],3.338e-264,***,Any mental disorder,Mental and behavioural
O15_DELIV_CAESAR,82,0.250 [0.237-0.26],5.725e-288,***,Single delivery by caesarean section,Pregnancy
H8_EXTERNAL,828,0.232 [0.225-0.24],1.000e-315,***,Diseases of external ear,Ear and mastoid
O15_MATERN_CARE_PELVIC_ABNORM,86,0.226 [0.208-0.24],4.731e-122,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
O15_MATERN_CARE_OTHER,240,0.223 [0.211-0.24],4.269e-273,***,Maternal care for other known or suspected fetal problems,Pregnancy
M13_OSTEOCHONDRO,166,0.215 [0.178-0.25],1.033e-23,***,Osteopathies and chondropathies,Musculoskeletal
J10_UPPERDIS,4085,0.199 [0.187-0.21],1.451e-229,***,Other diseases of upper respiratory tract,Respiratory
N14_URINOTH,1485,0.199 [0.188-0.21],2.777e-256,***,Other diseases of urinary system,Genitourinary
M13_ENTESOPATHYLOW,4,0.178 [0.112-0.24],0.022,*,"Enthesopathies of lower limb, excluding foot",Musculoskeletal
N14_CYSTITIS,693,0.174 [0.158-0.19],4.616e-91,***,Cystitis,Genitourinary
L12_INFECT_SKIN,518,0.173 [0.151-0.20],3.746e-46,***,Infections of the skin and subcutaneous tissue,Skin
N14_URETHRAOTH,610,0.169 [0.159-0.18],4.691e-240,***,Other disorders of urethra and urinary system,Genitourinary
H7_VITRBODYGLOBE,276,0.167 [0.146-0.19],7.049e-52,***,Disorders of vitreous body,Eye and adnexa
M13_SYNOTEND,1267,0.160 [0.144-0.18],2.409e-79,***,Disorders of synovium and tendon,Musculoskeletal
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE,1622,0.156 [0.146-0.17],7.083e-212,***,Viral infections characterized by skin and mucous membrane lesions,Infectious and parasitic
N14_PROSTHYPERPLA,3795,0.155 [0.149-0.16],1.000e-315,***,Hyperplasia of prostate,Genitourinary
F5_DEPRESSIO,2165,0.153 [0.144-0.16],1.889e-221,***,Depression,Mental and behavioural
H8_EXTOTITIS,1164,0.135 [0.127-0.14],1.423e-254,***,Otitis externa,Ear and mastoid
I9_ARTOTH,187,0.135 [0.130-0.14],1.000e-315,***,Other diseases of arteries and capillaries,Circulatory
L12_DISORDSKINAPPENDIX,424,0.134 [0.116-0.15],3.214e-46,***,Disorders of skin appendages,Skin
O15_PREG_OTHER_MAT_DISORD,1961,0.128 [0.116-0.14],2.795e-93,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
ASTHMA_NAS,3913,0.127 [0.121-0.13],1.000e-315,***,"Asthma, unspecified (mode)",Respiratory
L12_CORNSANDCALLOS,491,0.124 [0.120-0.13],1.000e-315,***,Corns and callosities,Skin
CD2_BENIGN_COLON_NOS,212,0.122 [0.091-0.15],3.153e-09,***,"Benign neoplasm: Colon, unspecified",Neoplasms
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,0.120 [0.109-0.13],7.324e-102,***,Viral and other specified intestinal infections,Infectious and parasitic
H7_CHALAZION,671,0.109 [0.103-0.12],5.362e-270,***,Chalazion,Eye and adnexa
M13_TENDOSYNOVITISNAS,236,0.109 [0.094-0.12],1.298e-40,***,Other/unspecified synovitis and tenosynovitis,Musculoskeletal
M13_OSTEOPOROSIS,372,0.108 [0.097-0.12],8.396e-84,***,Osteoporosis,Musculoskeletal
G6_POLYOTHUNS,107,0.107 [0.084-0.13],2.264e-15,***,"Other and unspecified polyneuropathies, also in other diseases",Nervous
J10_CHRONSINUSITIS,3550,0.099 [0.093-0.10],1.000e-315,***,Chronic sinusitis,Respiratory
