Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.555 [0.532-0.58],1.000e-315,***,Other diseases of the digestive system,Digestive
E4_LIPOPROTNAS,242,0.529 [0.464-0.59],5.118e-52,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_HYPERLIPNAS,1251,0.451 [0.417-0.49],1.769e-141,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
MEMLOSS,48,0.437 [0.301-0.57],6.418e-05,***,Memory loss,Mental and behavioural
E4_FH,518,0.366 [0.327-0.40],9.262e-71,***,Familial hypercholesterolemia,Endocrine and metabolic
N14_CYSTITIS,693,0.351 [0.322-0.38],1.385e-118,***,Cystitis,Genitourinary
E4_METABOLIA,4834,0.333 [0.309-0.36],1.188e-157,***,Metabolic disorders,Endocrine and metabolic
I9_POSTAMI,149,0.317 [0.253-0.38],1.074e-16,***,Status post-ami,Circulatory
F5_MENTORG,85,0.253 [0.177-0.33],1.450e-05,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
VD_U,43,0.251 [0.176-0.33],1.399e-05,***,Vascular dementia (undefined),Mental and behavioural
N14_URINOTH,1485,0.249 [0.228-0.27],6.687e-113,***,Other diseases of urinary system,Genitourinary
E4_LIPOPROT,7076,0.226 [0.210-0.24],8.408e-165,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
F5_DELIRIUM,173,0.211 [0.157-0.26],3.829e-09,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
F5_VASCDEM,107,0.197 [0.142-0.25],8.580e-07,***,Vascular dementia,Mental and behavioural
AB1_BACT_INTEST_OTH,357,0.188 [0.182-0.19],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
CD2_BENIGN_COLON_NOS,212,0.152 [0.103-0.20],2.826e-04,***,"Benign neoplasm: Colon, unspecified",Neoplasms
K11_OESSTODUO,43,0.146 [0.111-0.18],2.846e-11,***,"Diseases of oesophagus, stomach and duodenum",Digestive
I9_UAP,1483,0.141 [0.120-0.16],2.902e-33,***,Unstable angina pectoris,Circulatory
C_DIFFICILE_ENTEROCOLITIS,2693,0.110 [0.107-0.11],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
AD_AM,451,0.109 [0.089-0.13],2.009e-20,***,Alzheimer disease (Atypical or mixed),Nervous
K11_HAEMORR,329,0.108 [0.086-0.13],1.177e-16,***,Haemorrhoids and perianal venous thrombosis,Digestive
KRA_PSY_ANYMENTAL,2504,0.098 [0.079-0.12],1.570e-18,***,Any mental disorder,Mental and behavioural
F5_DEMENTIA,3309,0.097 [0.087-0.11],4.658e-75,***,Dementia,Mental and behavioural
KRA_PSY_DEMENTIA,2863,0.092 [0.081-0.10],1.408e-57,***,Any dementia,Mental and behavioural
G6_NEURODEGENERATIVE,4070,0.090 [0.082-0.10],3.042e-105,***,Unspecific neurodegenerative disorder,Nervous
G6_MIGRAINE_WITH_AURA,143,0.087 [0.076-0.10],1.189e-50,***,Migraine with aura,Nervous
