Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.576 [0.552-0.60],1.000e-315,***,Other diseases of the digestive system,Digestive
N14_CYSTITIS,693,0.485 [0.452-0.52],5.508e-186,***,Cystitis,Genitourinary
MEMLOSS,48,0.445 [0.331-0.56],4.873e-09,***,Memory loss,Mental and behavioural
E4_LIPOPROTNAS,242,0.398 [0.329-0.47],1.678e-24,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_HYPERLIPNAS,1251,0.382 [0.348-0.42],2.208e-100,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
N14_URINOTH,1485,0.350 [0.325-0.37],6.242e-166,***,Other diseases of urinary system,Genitourinary
E4_FH,518,0.313 [0.273-0.35],1.811e-48,***,Familial hypercholesterolemia,Endocrine and metabolic
E4_METABOLIA,4834,0.279 [0.255-0.30],1.289e-108,***,Metabolic disorders,Endocrine and metabolic
I9_POSTAMI,149,0.271 [0.215-0.33],4.588e-16,***,Status post-ami,Circulatory
VD_U,43,0.266 [0.202-0.33],1.672e-10,***,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.265 [0.193-0.34],1.358e-07,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
F5_DELIRIUM,173,0.229 [0.180-0.28],1.600e-14,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
F5_VASCDEM,107,0.208 [0.155-0.26],2.372e-09,***,Vascular dementia,Mental and behavioural
AB1_BACT_INTEST_OTH,357,0.207 [0.202-0.21],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
E4_LIPOPROT,7076,0.201 [0.185-0.22],4.399e-127,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
KRA_PSY_ANYMENTAL,2504,0.157 [0.137-0.18],5.842e-52,***,Any mental disorder,Mental and behavioural
C_DIFFICILE_ENTEROCOLITIS,2693,0.133 [0.130-0.14],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
J10_ACUTEUPPERINFEC,241,0.126 [0.093-0.16],2.115e-08,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
K11_HAEMORR,329,0.111 [0.090-0.13],8.387e-19,***,Haemorrhoids and perianal venous thrombosis,Digestive
AD_AM,451,0.111 [0.092-0.13],5.730e-26,***,Alzheimer disease (Atypical or mixed),Nervous
I9_UAP,1483,0.109 [0.090-0.13],2.235e-23,***,Unstable angina pectoris,Circulatory
NEURODEGOTH,4178,0.103 [0.096-0.11],4.534e-183,***,Other degenerative diseases of the nervous system,Nervous
F5_DEMENTIA,3309,0.094 [0.085-0.10],3.172e-93,***,Dementia,Mental and behavioural
J10_INFLUPNEU,534,0.093 [0.079-0.11],5.627e-33,***,Influenza and pneumonia,Respiratory
KRA_PSY_DEMENTIA,2863,0.091 [0.081-0.10],8.925e-75,***,Any dementia,Mental and behavioural
G6_NEURODEGENERATIVE,4070,0.089 [0.081-0.10],1.487e-128,***,Unspecific neurodegenerative disorder,Nervous
N14_MALEGEN,1375,0.082 [0.075-0.09],1.945e-106,***,Diseases of male genital organs,Genitourinary
N14_CHRONEPHROPATH,18,0.076 [0.065-0.09],2.228e-37,***,Chronic nephritic syndrome,Genitourinary
G6_ALZHEIMER,2982,0.075 [0.068-0.08],2.874e-80,***,Alzheimer disease,Nervous
F5_ALZHDEMENT,2076,0.070 [0.062-0.08],4.104e-57,***,Dementia in Alzheimer disease,Mental and behavioural
E4_HYPERLIPMIX,365,0.068 [0.049-0.09],1.360e-06,***,Mixed hyperlipidaemia,Endocrine and metabolic
AUD,259,0.068 [0.058-0.08],2.363e-36,***,"Alcohol use disorder, ICD-based",Mental and behavioural
H7_CHALAZION,671,0.068 [0.064-0.07],2.561e-287,***,Chalazion,Eye and adnexa
N14_FEMALEINFERT,80,0.067 [0.052-0.08],4.497e-13,***,Female infertility,Genitourinary
FALLS,542,0.067 [0.042-0.09],0.021,*,Falls/tendency to fall,Nervous
M13_HALLUXVALGUS,3980,0.064 [0.060-0.07],1.042e-144,***,Hallux valgus (acquired),Musculoskeletal
