Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
J10_ACUTEUPPERINFEC,241,0.624 [0.564-0.68],7.521e-88,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
J10_INFLUPNEU,534,0.460 [0.421-0.50],1.145e-116,***,Influenza and pneumonia,Respiratory
J10_UPPERINFEC,1002,0.458 [0.430-0.49],6.782e-213,***,Acute upper respiratory infections,Respiratory
AB1_OTHER_BACTERIAL,478,0.441 [0.410-0.47],3.347e-165,***,Other bacterial diseases,Infectious and parasitic
N14_URINOTH,1485,0.307 [0.297-0.32],1.000e-315,***,Other diseases of urinary system,Genitourinary
N14_CYSTITIS,693,0.285 [0.271-0.30],1.000e-315,***,Cystitis,Genitourinary
KRA_PSY_ANYMENTAL,2504,0.284 [0.271-0.30],1.000e-315,***,Any mental disorder,Mental and behavioural
N14_MALEGEN,1375,0.276 [0.263-0.29],1.000e-315,***,Diseases of male genital organs,Genitourinary
H8_EXTERNAL,828,0.247 [0.237-0.26],1.000e-315,***,Diseases of external ear,Ear and mastoid
K11_OTHDISDIG,25,0.230 [0.207-0.25],2.299e-79,***,Other diseases of the digestive system,Digestive
J10_UPPERDIS,4085,0.206 [0.192-0.22],1.396e-177,***,Other diseases of upper respiratory tract,Respiratory
N14_URETHRAOTH,610,0.206 [0.194-0.22],8.251e-254,***,Other disorders of urethra and urinary system,Genitourinary
O15_MATERN_CARE_OTHER,240,0.194 [0.181-0.21],9.407e-201,***,Maternal care for other known or suspected fetal problems,Pregnancy
O15_DELIV_CAESAR,82,0.184 [0.170-0.20],4.084e-143,***,Single delivery by caesarean section,Pregnancy
M13_OSTEOCHONDRO,166,0.165 [0.129-0.20],1.645e-13,***,Osteopathies and chondropathies,Musculoskeletal
O15_MATERN_CARE_PELVIC_ABNORM,86,0.165 [0.150-0.18],3.878e-100,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
L12_DISORDSKINAPPENDIX,424,0.162 [0.145-0.18],1.367e-73,***,Disorders of skin appendages,Skin
L12_INFECT_SKIN,518,0.158 [0.133-0.18],4.519e-31,***,Infections of the skin and subcutaneous tissue,Skin
N14_PROSTHYPERPLA,3795,0.156 [0.150-0.16],1.000e-315,***,Hyperplasia of prostate,Genitourinary
M13_SYNOTEND,1267,0.153 [0.135-0.17],1.794e-54,***,Disorders of synovium and tendon,Musculoskeletal
F5_DEPRESSIO,2165,0.151 [0.141-0.16],8.669e-175,***,Depression,Mental and behavioural
H8_EXTOTITIS,1164,0.146 [0.136-0.16],4.565e-191,***,Otitis externa,Ear and mastoid
O15_ABORT_MEDICAL,68,0.140 [0.107-0.17],1.697e-11,***,Medical abortion,Pregnancy
H7_VITRBODYGLOBE,276,0.136 [0.116-0.16],7.115e-34,***,Disorders of vitreous body,Eye and adnexa
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE,1622,0.130 [0.118-0.14],8.196e-102,***,Viral infections characterized by skin and mucous membrane lesions,Infectious and parasitic
L12_CORNSANDCALLOS,491,0.128 [0.123-0.13],1.000e-315,***,Corns and callosities,Skin
O15_PREG_OTHER_MAT_DISORD,1961,0.126 [0.113-0.14],4.444e-67,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
AB1_BACT_INTEST_OTH,357,0.123 [0.117-0.13],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,0.120 [0.108-0.13],2.302e-79,***,Viral and other specified intestinal infections,Infectious and parasitic
H7_CHALAZION,671,0.120 [0.114-0.13],1.000e-315,***,Chalazion,Eye and adnexa
I9_ARTOTH,187,0.118 [0.113-0.12],1.000e-315,***,Other diseases of arteries and capillaries,Circulatory
ASTHMA_NAS,3913,0.102 [0.095-0.11],5.398e-162,***,"Asthma, unspecified (mode)",Respiratory
