Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.562 [0.539-0.58],1.000e-315,***,Other diseases of the digestive system,Digestive
E4_LIPOPROTNAS,242,0.518 [0.457-0.58],1.122e-55,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_HYPERLIPNAS,1251,0.440 [0.407-0.47],2.116e-146,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
MEMLOSS,48,0.385 [0.254-0.52],0.002,**,Memory loss,Mental and behavioural
E4_FH,518,0.359 [0.322-0.40],3.209e-75,***,Familial hypercholesterolemia,Endocrine and metabolic
N14_CYSTITIS,693,0.335 [0.308-0.36],2.079e-124,***,Cystitis,Genitourinary
E4_METABOLIA,4834,0.326 [0.303-0.35],1.894e-162,***,Metabolic disorders,Endocrine and metabolic
I9_POSTAMI,149,0.314 [0.251-0.38],4.116e-17,***,Status post-ami,Circulatory
N14_URINOTH,1485,0.239 [0.219-0.26],7.933e-121,***,Other diseases of urinary system,Genitourinary
E4_LIPOPROT,7076,0.222 [0.207-0.24],7.721e-166,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
VD_U,43,0.218 [0.146-0.29],5.994e-04,***,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.215 [0.142-0.29],0.001,**,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
AB1_BACT_INTEST_OTH,357,0.191 [0.186-0.20],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
F5_DELIRIUM,173,0.175 [0.124-0.23],6.979e-06,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
CD2_BENIGN_COLON_NOS,212,0.173 [0.119-0.23],8.429e-05,***,"Benign neoplasm: Colon, unspecified",Neoplasms
F5_VASCDEM,107,0.165 [0.111-0.22],4.617e-04,***,Vascular dementia,Mental and behavioural
I9_UAP,1483,0.139 [0.118-0.16],3.444e-34,***,Unstable angina pectoris,Circulatory
K11_OESSTODUO,43,0.116 [0.082-0.15],2.554e-06,***,"Diseases of oesophagus, stomach and duodenum",Digestive
C_DIFFICILE_ENTEROCOLITIS,2693,0.105 [0.103-0.11],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
G6_MIGRAINE_WITH_AURA,143,0.105 [0.094-0.12],8.633e-68,***,Migraine with aura,Nervous
KRA_PSY_ANYMENTAL,2504,0.096 [0.079-0.11],4.026e-21,***,Any mental disorder,Mental and behavioural
K11_HAEMORR,329,0.093 [0.072-0.11],3.507e-12,***,Haemorrhoids and perianal venous thrombosis,Digestive
AD_AM,451,0.093 [0.073-0.11],2.820e-15,***,Alzheimer disease (Atypical or mixed),Nervous
AUD,259,0.091 [0.082-0.10],1.426e-74,***,"Alcohol use disorder, ICD-based",Mental and behavioural
F5_DEMENTIA,3309,0.087 [0.077-0.10],2.875e-65,***,Dementia,Mental and behavioural
J10_ACUTEUPPERINFEC,241,0.083 [0.057-0.11],9.976e-05,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
KRA_PSY_DEMENTIA,2863,0.081 [0.071-0.09],4.318e-49,***,Any dementia,Mental and behavioural
G6_NEURODEGENERATIVE,4070,0.080 [0.073-0.09],3.940e-91,***,Unspecific neurodegenerative disorder,Nervous
NEURODEGOTH,4178,0.077 [0.070-0.08],1.368e-99,***,Other degenerative diseases of the nervous system,Nervous
CD2_BENIGN_COLORECANI,1443,0.077 [0.062-0.09],1.317e-17,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
N14_CHRONEPHROPATH,18,0.074 [0.064-0.08],3.085e-42,***,Chronic nephritic syndrome,Genitourinary
J10_INFLUPNEU,534,0.072 [0.060-0.09],4.394e-23,***,Influenza and pneumonia,Respiratory
G6_ALZHEIMER,2982,0.069 [0.061-0.08],1.648e-55,***,Alzheimer disease,Nervous
E4_ENDOGLAND,62,0.064 [0.047-0.08],7.776e-08,***,Disorders of other endocrine glands,Endocrine and metabolic
F5_ALZHDEMENT,2076,0.060 [0.052-0.07],9.380e-35,***,Dementia in Alzheimer disease,Mental and behavioural
I9_IHD,7725,0.056 [0.045-0.07],4.983e-21,***,"Ischaemic heart disease, wide definition",Circulatory
I9_CHD,6392,0.054 [0.045-0.06],1.662e-22,***,Major coronary heart disease event,Circulatory
M13_RADICULOPATHY,15,0.053 [0.033-0.07],0.043,*,Radiculopathy,Musculoskeletal
I9_ANGINA,5810,0.050 [0.041-0.06],8.210e-19,***,Angina pectoris,Circulatory
M13_HALLUXVALGUS,3980,0.050 [0.046-0.05],2.719e-128,***,Hallux valgus (acquired),Musculoskeletal
I9_CORATHER,8695,0.046 [0.038-0.05],9.371e-25,***,Coronary atherosclerosis,Circulatory
CD2_BENIGN_THYROID,151,0.043 [0.041-0.05],4.053e-242,***,Benign neoplasm of thyroid gland,Neoplasms
K11_CHRONPANC,105,0.042 [0.034-0.05],8.316e-17,***,Chronic pancreatitis,Digestive
CD2_BENIGN_OTHERDIGESTIVE,74,0.042 [0.031-0.05],3.207e-10,***,Benign neoplasm of other and ill-defined parts of digestive system,Neoplasms
N14_FEMALEINFERT,80,0.039 [0.025-0.05],0.008,**,Female infertility,Genitourinary
F5_ALCOHOL_DEPENDENCE,95,0.038 [0.026-0.05],1.878e-04,***,Alcohol dependence,Mental and behavioural
K11_ORAL_LICHEN_PLANUS,6,0.032 [0.022-0.04],2.036e-04,***,Oral lichen planus,Digestive
H7_CHALAZION,671,0.032 [0.027-0.04],1.066e-32,***,Chalazion,Eye and adnexa
M13_HALLUXRIGIDUS,40,0.031 [0.020-0.04],0.011,*,Hallux rigidus,Musculoskeletal
M13_POLYARTHRITIS,1672,0.028 [0.026-0.03],4.299e-133,***,"Polyarthritis, unspecified",Musculoskeletal
CD2_INSITU_BLADDER,34,0.027 [0.021-0.03],2.250e-16,***,"Carcinoma in situ, bladder",Neoplasms
CD2_FOLLICULAR_LYMPHOMA,5808,0.026 [0.025-0.03],1.000e-315,***,"Follicular lymphoma, hilmo",Neoplasms
CD2_NONFOLLICULAR_LYMPHOMA,1093,0.026 [0.021-0.03],9.208e-23,***,Non-follicular lymphoma,Neoplasms
K11_GULC,244,0.026 [0.020-0.03],1.448e-12,***,Gastric ulcer,Digestive
I9_HEARTFAIL,682,0.025 [0.019-0.03],6.266e-10,***,"Heart failure, strict",Circulatory
K11_FISTULA,485,0.025 [0.021-0.03],4.187e-29,***,Colonic or urogenital fistula,Digestive
K11_OTHANRECT,204,0.024 [0.016-0.03],0.013,*,Other diseases of anus and rectum,Digestive
CD2_BENIGN_OVARY,144,0.024 [0.018-0.03],1.380e-08,***,Benign neoplasm of ovary,Neoplasms
H7_GLAUCNAS,69,0.024 [0.018-0.03],3.791e-12,***,Other and unspecified glaucoma,Eye and adnexa
M13_CRYSTALARTH,168,0.023 [0.020-0.02],7.821e-81,***,Other crystal arthropathies,Musculoskeletal
E4_HYPERPIT,147,0.022 [0.018-0.03],2.981e-22,***,Hyperfunction of pituitary gland,Endocrine and metabolic
G6_HYDROCEPH,204,0.021 [0.015-0.03],3.802e-06,***,Hydrocephalus,Nervous
N14_PHIMOSIS,4306,0.021 [0.019-0.02],1.304e-153,***,"Redundant prepuce, phimosis and paraphimosis",Genitourinary
M13_ARTHROPATHIES,7062,0.021 [0.013-0.03],0.010,**,Arthropathies,Musculoskeletal
I9_AVBLOCK,403,0.020 [0.014-0.03],1.626e-06,***,AV-block,Circulatory
N14_OTHPENIS,232,0.020 [0.016-0.02],3.713e-15,***,Other disorders of penis,Genitourinary
K11_APPENDACUT,1379,0.019 [0.012-0.03],0.004,**,Acute appendicitis,Digestive
N14_MALEGEN,1375,0.019 [0.014-0.02],5.716e-07,***,Diseases of male genital organs,Genitourinary
M13_POLYMYALGIA,4532,0.018 [0.016-0.02],1.422e-75,***,Polymyalgia rheumatica,Musculoskeletal
J10_PLEURPLAGUE,310,0.018 [0.015-0.02],1.500e-34,***,Pleural plaque,Respiratory
L12_LICHSIMPANDPRURIGO,167,0.018 [0.014-0.02],2.317e-18,***,Lichen simplex chronicus and prurigo,Skin
