Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
J10_ACUTEUPPERINFEC,241,0.525 [0.455-0.59],8.002e-44,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
N14_CYSTITIS,693,0.453 [0.440-0.47],1.000e-315,***,Cystitis,Genitourinary
J10_UPPERINFEC,1002,0.446 [0.414-0.48],5.928e-152,***,Acute upper respiratory infections,Respiratory
J10_INFLUPNEU,534,0.429 [0.394-0.46],2.415e-122,***,Influenza and pneumonia,Respiratory
N14_URINOTH,1485,0.403 [0.392-0.41],1.000e-315,***,Other diseases of urinary system,Genitourinary
K11_OTHDISDIG,25,0.389 [0.352-0.43],1.987e-91,***,Other diseases of the digestive system,Digestive
N14_MALEGEN,1375,0.351 [0.335-0.37],1.000e-315,***,Diseases of male genital organs,Genitourinary
AB1_OTHER_BACTERIAL,478,0.347 [0.312-0.38],7.857e-78,***,Other bacterial diseases,Infectious and parasitic
KRA_PSY_ANYMENTAL,2504,0.301 [0.288-0.31],1.000e-315,***,Any mental disorder,Mental and behavioural
H8_EXTERNAL,828,0.262 [0.252-0.27],1.000e-315,***,Diseases of external ear,Ear and mastoid
AB1_BACT_INTEST_OTH,357,0.232 [0.226-0.24],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
M13_THORACISPINEPAIN,151,0.230 [0.222-0.24],1.000e-315,***,Pain in thoracic spine,Musculoskeletal
J10_UPPERDIS,4085,0.197 [0.183-0.21],5.645e-151,***,Other diseases of upper respiratory tract,Respiratory
H7_EYEOTH,57,0.185 [0.166-0.20],9.573e-77,***,Other disorders of eye and adnexa,Eye and adnexa
N14_PROSTHYPERPLA,3795,0.180 [0.173-0.19],1.000e-315,***,Hyperplasia of prostate,Genitourinary
N14_URETHRAOTH,610,0.169 [0.156-0.18],1.321e-146,***,Other disorders of urethra and urinary system,Genitourinary
L12_INFECT_SKIN,518,0.166 [0.145-0.19],8.627e-53,***,Infections of the skin and subcutaneous tissue,Skin
H7_CHALAZION,671,0.166 [0.158-0.17],1.000e-315,***,Chalazion,Eye and adnexa
M13_HAMMERTOE,331,0.162 [0.147-0.18],2.227e-93,***,Other hammer toe(s) (acquired),Musculoskeletal
L12_DISORDSKINAPPENDIX,424,0.161 [0.141-0.18],3.606e-49,***,Disorders of skin appendages,Skin
H8_EXTOTITIS,1164,0.155 [0.144-0.17],2.614e-148,***,Otitis externa,Ear and mastoid
H7_OCUPAIN,174,0.154 [0.147-0.16],1.000e-315,***,Ocular pain,Eye and adnexa
M13_SYNOTEND,1267,0.152 [0.136-0.17],5.584e-67,***,Disorders of synovium and tendon,Musculoskeletal
F5_DEPRESSIO,2165,0.147 [0.129-0.17],4.721e-50,***,Depression,Mental and behavioural
H7_CONJUNCTIVITISACUNONATOPIC,214,0.132 [0.100-0.16],1.480e-10,***,"Conjunctivitis (acute, non atopic)",Eye and adnexa
O15_PREG_OTHER_MAT_DISORD,1961,0.132 [0.118-0.15],1.094e-69,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
O15_MATERN_CARE_OTHER,240,0.131 [0.119-0.14],4.691e-95,***,Maternal care for other known or suspected fetal problems,Pregnancy
F5_DEMINOTH,8,0.131 [0.109-0.15],1.053e-25,***,Dementia in other diseases classified elsewhere,Mental and behavioural
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,0.123 [0.113-0.13],1.205e-112,***,Viral and other specified intestinal infections,Infectious and parasitic
N14_FEMALEGENNONINF,279,0.123 [0.107-0.14],2.959e-50,***,Noninflammatory disorders of female genital tract,Genitourinary
H7_OTHIRISCILIARY,14,0.121 [0.105-0.14],1.166e-45,***,Other disorders of iris and ciliary body,Eye and adnexa
C_DIFFICILE_ENTEROCOLITIS,2693,0.118 [0.115-0.12],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
E4_HYPERLIPMIX,365,0.116 [0.096-0.14],8.369e-25,***,Mixed hyperlipidaemia,Endocrine and metabolic
J10_INFLUENZA,14,0.110 [0.078-0.14],9.880e-06,***,All influenza,Respiratory
N14_PHIMOSIS,4306,0.110 [0.105-0.11],1.000e-315,***,"Redundant prepuce, phimosis and paraphimosis",Genitourinary
L12_CORNSANDCALLOS,491,0.109 [0.103-0.11],1.000e-315,***,Corns and callosities,Skin
O15_MATERN_CARE_PELVIC_ABNORM,86,0.108 [0.095-0.12],2.188e-54,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
M13_ARTHROSIS_POLY,390,0.107 [0.094-0.12],4.680e-55,***,Polyarthrosis,Musculoskeletal
J10_CHRONTONSADEN,5827,0.105 [0.097-0.11],7.506e-119,***,Chronic diseases of tonsils and adenoids,Respiratory
N14_CHRONEPHROPATH,18,0.105 [0.094-0.12],3.430e-76,***,Chronic nephritic syndrome,Genitourinary
O15_DELIV_CAESAR,82,0.101 [0.077-0.13],9.264e-11,***,Single delivery by caesarean section,Pregnancy
M13_PYOGARTH,525,0.100 [0.096-0.10],1.000e-315,***,Pyogenic arthritis,Musculoskeletal
G6_DEGENOTH,14,0.098 [0.089-0.11],5.853e-92,***,Other and unspecified degenerative diseases of nervous system,Nervous
CD2_LYMPHOID_LEUKAEMIA,767,0.097 [0.091-0.10],2.373e-250,***,Lymphoid leukaemia,Neoplasms
M13_ARTHROPATHIES,7062,0.096 [0.084-0.11],3.767e-57,***,Arthropathies,Musculoskeletal
I9_ARTOTH,187,0.095 [0.088-0.10],1.719e-178,***,Other diseases of arteries and capillaries,Circulatory
MEMLOSS,48,0.091 [0.075-0.11],8.320e-25,***,Memory loss,Mental and behavioural
H7_VITRBODYGLOBE,276,0.089 [0.066-0.11],3.334e-09,***,Disorders of vitreous body,Eye and adnexa
H7_KERATITISOTH,43,0.085 [0.065-0.10],5.270e-12,***,Other keratitis,Eye and adnexa
J10_PLEURA,140,0.080 [0.062-0.10],2.723e-13,***,Other diseases of pleura,Respiratory
M13_DORSALGIANAS,1009,0.078 [0.064-0.09],1.372e-20,***,Other/unspecified dorsalgia,Musculoskeletal
F5_DELIRIUM,173,0.077 [0.072-0.08],2.266e-186,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
M13_TENDOSYNOVITISNAS,236,0.077 [0.063-0.09],2.770e-21,***,Other/unspecified synovitis and tenosynovitis,Musculoskeletal
L12_LICHENSIMPLEX,206,0.074 [0.069-0.08],2.445e-133,***,Lichen simplex chronicus,Skin
M13_HALLUXVALGUS,3980,0.074 [0.069-0.08],7.232e-167,***,Hallux valgus (acquired),Musculoskeletal
DM_NEOVASCULAR_GLAUCOMA,434,0.070 [0.065-0.07],1.039e-164,***,Neovascular glaucoma,Eye and adnexa
K11_PERITONITIS,161,0.070 [0.066-0.07],4.680e-293,***,Acute peritonitis,Digestive
C3_CLL_WIDE,431,0.069 [0.064-0.08],5.469e-121,***,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, including Hilmo",Neoplasms
J10_SEPTDEV,498,0.068 [0.054-0.08],4.212e-17,***,Deviated nasal septum,Respiratory
NEURODEGOTH,4178,0.068 [0.062-0.07],4.948e-111,***,Other degenerative diseases of the nervous system,Nervous
M13_OSTEOPOROSIS,372,0.066 [0.053-0.08],6.311e-18,***,Osteoporosis,Musculoskeletal
VD_U,43,0.066 [0.059-0.07],5.281e-78,***,Vascular dementia (undefined),Mental and behavioural
N14_OTHPENIS,232,0.064 [0.054-0.07],2.068e-26,***,Other disorders of penis,Genitourinary
M13_POLYARTHRITIS,1672,0.064 [0.060-0.07],2.535e-266,***,"Polyarthritis, unspecified",Musculoskeletal
F5_MENTORG,85,0.064 [0.051-0.08],5.204e-16,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
J10_CHRONSINUSITIS,3550,0.061 [0.053-0.07],1.006e-45,***,Chronic sinusitis,Respiratory
N14_FIOTHNAS,100,0.059 [0.047-0.07],3.073e-17,***,"Female infertility, cervical, vaginal, other or unspecified origin",Genitourinary
K11_FISTULA,485,0.056 [0.052-0.06],6.463e-149,***,Colonic or urogenital fistula,Digestive
G6_POLYOTHUNS,107,0.056 [0.039-0.07],5.931e-05,***,"Other and unspecified polyneuropathies, also in other diseases",Nervous
H7_KERATITIS,1243,0.054 [0.048-0.06],3.293e-59,***,Keratitis,Eye and adnexa
L12_PILONIDALCYST,217,0.053 [0.046-0.06],1.369e-45,***,Pilonidal cyst,Skin
K11_HERNIA,6152,0.052 [0.048-0.06],2.024e-101,***,Hernia,Digestive
J10_PNEUMOTHORAX,46,0.051 [0.040-0.06],5.648e-15,***,Pneumothorax,Respiratory
F5_VASCDEM,107,0.051 [0.042-0.06],1.884e-24,***,Vascular dementia,Mental and behavioural
H7_SCLERACORNEA,15425,0.050 [0.047-0.05],4.770e-232,***,"Disorders of sclera, cornea, iris and ciliary body",Eye and adnexa
M13_HALLUXRIGIDUS,40,0.049 [0.033-0.07],0.001,**,Hallux rigidus,Musculoskeletal
H7_IRIDONAS,4666,0.048 [0.046-0.05],1.000e-315,***,Other and unspecified iridocyclitis,Eye and adnexa
N14_OVARYCYST,986,0.046 [0.040-0.05],2.491e-38,***,Ovarian cyst,Genitourinary
H7_OPTNERVE,2671,0.045 [0.040-0.05],5.020e-56,***,Disorders of optic nerve and visual pathways,Eye and adnexa
K11_GASTRODUOULC,227,0.044 [0.029-0.06],0.003,**,Gastroduodenal ulcer,Digestive
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE,1622,0.044 [0.031-0.06],8.672e-06,***,Viral infections characterized by skin and mucous membrane lesions,Infectious and parasitic
L12_ROSACEANAS,82,0.043 [0.036-0.05],8.902e-22,***,Other and unspecified rosacea,Skin
N14_MENSIRREG,59,0.043 [0.027-0.06],0.047,*,Irregular menses,Genitourinary
C3_ANUS_ANALCANAL,76,0.042 [0.035-0.05],1.420e-27,***,Malignant neoplasm of anus and anal canal,Neoplasms
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.041 [0.036-0.05],1.133e-66,***,Melanocytic naevi of trunk,Neoplasms
M13_GANGLION,38,0.041 [0.027-0.05],4.714e-04,***,Ganglion,Musculoskeletal
M13_SPONDYLOPATHY,12014,0.040 [0.036-0.04],2.370e-77,***,Spondylopathies,Musculoskeletal
I9_HEARTFAIL,682,0.038 [0.028-0.05],2.275e-07,***,"Heart failure, strict",Circulatory
M13_POLYARTHROPATHIES,18752,0.038 [0.035-0.04],2.772e-132,***,Polyarthropathies,Musculoskeletal
M13_GIANTCELL,1909,0.036 [0.033-0.04],5.934e-107,***,Giant cell arteritis,Musculoskeletal
I9_VASCINT,15,0.036 [0.028-0.04],7.816e-14,***,Vascular diseases of the intestine,Circulatory
ULCERRECT,2148,0.035 [0.030-0.04],8.902e-39,***,Ulcerative rectosigmoiditis,Digestive
COPD_EARLY,512,0.034 [0.029-0.04],4.417e-35,***,Early onset COPD,Respiratory
ASTHMA_NAS,3913,0.034 [0.025-0.04],1.219e-08,***,"Asthma, unspecified (mode)",Respiratory
M13_DEFORMDORSO,171,0.033 [0.022-0.04],0.002,**,Deforming dorsopathies,Musculoskeletal
M13_POLYMYALGIA,4532,0.032 [0.028-0.04],1.070e-56,***,Polymyalgia rheumatica,Musculoskeletal
M13_DORSOPATHY,8797,0.030 [0.021-0.04],3.093e-05,***,Dorsopathies,Musculoskeletal
O15_PRE_OR_ECLAMPSIA,259,0.029 [0.019-0.04],0.020,*,Pre-eclampsia or eclampsia,Pregnancy
C3_BRONCHUS_LUNG,573,0.029 [0.026-0.03],1.278e-61,***,Malignant neoplasm of bronchus and lung,Neoplasms
N14_DIALYSIS,1620,0.029 [0.025-0.03],2.350e-44,***,Dialysis,Genitourinary
M13_RHEUMA,20944,0.029 [0.027-0.03],1.000e-315,***,Rheumatoid arthritis,Musculoskeletal
H8_EXT_NAS,170,0.029 [0.018-0.04],0.008,**,"Otitis externa, unspecified",Ear and mastoid
M13_POSTOPMUSCULOSKE,86,0.028 [0.021-0.04],2.713e-09,***,"Postprocedural musculoskeletal disorders, not elsewhere classified",Musculoskeletal
L12_ATROPHICSKIN,3167,0.028 [0.023-0.03],2.847e-24,***,Atrophic disorders of skin,Skin
C3_LUNG_NONSMALL,527,0.027 [0.024-0.03],1.783e-64,***,Non-small cell lung cancer,Neoplasms
RHEUMA_OTHER_WIDE,12512,0.027 [0.025-0.03],6.304e-117,***,"Other (seronegative) rheumatoid arthritis, wide",Musculoskeletal
N14_CALCUKIDUR,1321,0.027 [0.021-0.03],1.606e-18,***,Calculus of kidney and ureter,Genitourinary
