Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
E4_LIPOPROTNAS,242,0.229 [0.209-0.25],2.603e-111,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
CD2_BENIGN_COLON_NOS,212,0.220 [0.168-0.27],2.165e-11,***,"Benign neoplasm: Colon, unspecified",Neoplasms
E4_HYPERLIPNAS,1251,0.151 [0.138-0.16],7.200e-101,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
E4_METABOLIA,4834,0.138 [0.127-0.15],1.087e-125,***,Metabolic disorders,Endocrine and metabolic
E4_FH,518,0.130 [0.114-0.15],4.825e-50,***,Familial hypercholesterolemia,Endocrine and metabolic
I9_POSTAMI,149,0.116 [0.094-0.14],1.018e-19,***,Status post-ami,Circulatory
G6_MIGRAINE_WITH_AURA,143,0.113 [0.105-0.12],2.219e-148,***,Migraine with aura,Nervous
M13_LIMBPAIN,197,0.104 [0.082-0.13],2.036e-15,***,Pain in limb,Musculoskeletal
PD_DEMENTIA,12,0.090 [0.065-0.11],5.654e-07,***,Dementia due to Parkinson's disease,Mental and behavioural
E4_LIPOPROT,7076,0.087 [0.079-0.10],6.972e-80,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
O15_DELIV_CAESAR,82,0.087 [0.074-0.10],2.542e-34,***,Single delivery by caesarean section,Pregnancy
M13_ROTATORCUFF,66,0.085 [0.061-0.11],9.937e-07,***,Rotator cuff syndrome,Musculoskeletal
CD2_BENIGN_COLORECANI,1443,0.083 [0.068-0.10],3.383e-21,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
K11_PANCOTH,29,0.081 [0.071-0.09],1.831e-46,***,Other diseases of pancreas,Digestive
M13_OSTEOCHONDRO,166,0.080 [0.069-0.09],1.135e-39,***,Osteopathies and chondropathies,Musculoskeletal
O15_MATERN_CARE_PELVIC_ABNORM,86,0.076 [0.064-0.09],3.298e-32,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
M13_MENISCUSDERANGEMENTS,937,0.070 [0.060-0.08],2.347e-33,***,Meniscus derangement,Musculoskeletal
O15_PRETERM,17,0.068 [0.046-0.09],2.045e-04,***,Preterm labour and delivery,Pregnancy
AB1_INTESTINAL_INFECTIONS,954,0.066 [0.058-0.07],1.313e-50,***,Intestinal infectious diseases,Infectious and parasitic
K11_CHRONGASTR,210,0.062 [0.055-0.07],1.209e-48,***,Chronic gastritis,Digestive
AUD,259,0.062 [0.052-0.07],1.740e-32,***,"Alcohol use disorder, ICD-based",Mental and behavioural
N14_PYELONEPHR,67,0.061 [0.045-0.08],1.207e-08,***,Acute tubulo-interstitial nephritis,Genitourinary
M13_RADICULOPATHY,15,0.060 [0.041-0.08],2.118e-04,***,Radiculopathy,Musculoskeletal
K11_DISLIVOTH,287,0.060 [0.056-0.06],6.742e-254,***,Other diseases of liver,Digestive
M13_SCIATICA,658,0.060 [0.052-0.07],1.642e-56,***,Sciatica+with lumbago,Musculoskeletal
H7_CATARACTSENILE,4936,0.059 [0.055-0.06],8.142e-182,***,Senile cataract,Eye and adnexa
G6_XTRAPYR,48,0.058 [0.042-0.07],1.541e-07,***,Extrapyramidal and movement disorders,Nervous
K11_LIVER,812,0.056 [0.052-0.06],3.148e-160,***,Diseases of liver,Digestive
E4_OBESITYXTRMALV,103,0.053 [0.047-0.06],9.546e-51,***,Extreme obesity with alveolar hypoventilation,Endocrine and metabolic
L12_ABSCESS_CUT,66,0.053 [0.041-0.06],5.796e-13,***,"Cutaneous abscess, furuncle and carbuncle",Skin
G6_PARKINSON,2693,0.053 [0.052-0.05],1.000e-315,***,Parkinson's disease,Nervous
CD2_BENIGN_OTHERDIGESTIVE,74,0.052 [0.039-0.07],1.511e-09,***,Benign neoplasm of other and ill-defined parts of digestive system,Neoplasms
K11_INTESTOTH,398,0.051 [0.036-0.07],4.954e-06,***,Other diseases of intestines,Digestive
O15_MATERN_CARE_OTHER,240,0.051 [0.044-0.06],8.187e-44,***,Maternal care for other known or suspected fetal problems,Pregnancy
M13_ARTHROPATHIES,7062,0.051 [0.046-0.06],1.016e-97,***,Arthropathies,Musculoskeletal
L12_DERMATITISNAS,2477,0.049 [0.046-0.05],5.228e-205,***,Dermatitis,Skin
KRA_PSY_ANYMENTAL,2504,0.045 [0.037-0.05],2.351e-21,***,Any mental disorder,Mental and behavioural
H7_VITRBODYGLOBE,276,0.045 [0.038-0.05],5.235e-28,***,Disorders of vitreous body,Eye and adnexa
K11_CHRONPANC,105,0.045 [0.040-0.05],5.938e-56,***,Chronic pancreatitis,Digestive
AB1_BACT_INTEST_OTH,357,0.045 [0.039-0.05],2.989e-55,***,Other bacterial intestinal infections,Infectious and parasitic
H8_HL_PRESBY,136,0.044 [0.039-0.05],1.247e-59,***,Presbycusis,Ear and mastoid
L12_INFECT_SKIN,518,0.043 [0.037-0.05],9.672e-39,***,Infections of the skin and subcutaneous tissue,Skin
I9_SAH,322,0.042 [0.039-0.05],1.441e-141,***,Subarachnoid haemorrhage,Circulatory
M13_SOFTTISSUE,1904,0.041 [0.033-0.05],7.451e-20,***,Soft tissue disorders,Musculoskeletal
F5_CANNABIS,7,0.041 [0.029-0.05],2.812e-06,***,Mental and behavioural disorders due to cannabinoids,Mental and behavioural
M13_CERVICALGIA,179,0.041 [0.034-0.05],1.092e-30,***,Cervicalgia,Musculoskeletal
C3_BILIARY_GALLBLADDER,192,0.040 [0.038-0.04],6.667e-182,***,"Malignant neoplasm of intrahepatic ducts, biliary tract and gallbladder",Neoplasms
AB1_GASTROENTERITIS_NOS,923,0.040 [0.034-0.05],4.269e-27,***,Diarrhoea and gastroenteritis of presumed infectious origin,Infectious and parasitic
D3_OTHERBLOOD,428,0.040 [0.038-0.04],1.000e-315,***,Other diseases of blood and blood-forming organs,Blood and immune
N14_MENOPAUSOT,49,0.039 [0.026-0.05],5.752e-04,***,Other menopausal disorders,Genitourinary
H7_CATARACTOTHER,4338,0.038 [0.036-0.04],5.352e-200,***,Other cataract,Eye and adnexa
L12_OTHERCONTACT,39,0.037 [0.026-0.05],5.004e-06,***,Other contact dermatitis,Skin
I9_UAP,1483,0.036 [0.028-0.04],1.497e-12,***,Unstable angina pectoris,Circulatory
M13_LOWBACKPAIN,1988,0.036 [0.031-0.04],5.741e-37,***,Low back pain,Musculoskeletal
G6_NERPLEX,2804,0.035 [0.031-0.04],7.118e-52,***,"Nerve, nerve root and plexus disorders",Nervous
NAFLD,505,0.035 [0.031-0.04],7.558e-67,***,Nonalcoholic fatty liver disease,Digestive
G6_POLYOTHUNS,107,0.034 [0.024-0.04],3.174e-06,***,"Other and unspecified polyneuropathies, also in other diseases",Nervous
G6_SLEEPAPNO,1870,0.034 [0.027-0.04],2.360e-16,***,Sleep apnoea,Nervous
H7_EYELIDDIS,147,0.034 [0.022-0.05],0.001,**,Other disorders of eyelid,Eye and adnexa
I9_PHLETHROMBDVTLOW,3263,0.034 [0.031-0.04],5.132e-114,***,DVT of lower extremities,Circulatory
IPF,3405,0.033 [0.033-0.03],1.000e-315,***,Idiopathic pulmonary fibrosis,Respiratory
M13_DORSOPATHYOTH,5393,0.033 [0.028-0.04],5.364e-27,***,"Other dorsopathies, not elsewhere classified",Musculoskeletal
H8_NONSUPPNAS,1145,0.033 [0.030-0.04],1.590e-84,***,Nonsuppurative otitis media,Ear and mastoid
PHLEBI_THROMBOP_LOWER_EXTREMITI_UNSPE,25,0.031 [0.028-0.03],3.143e-57,***,"Phlebitis and thrombophlebitis of lower extremities, unspecified, drug-induced",Ear and mastoid
N14_EROSECTROPUT,31,0.031 [0.025-0.04],3.683e-20,***,Erosion and ectropion of cervix uteri,Genitourinary
H7_EYEOTH,57,0.031 [0.019-0.04],0.033,*,Other disorders of eye and adnexa,Eye and adnexa
I9_VTE,4388,0.031 [0.026-0.04],1.429e-28,***,Venous thromboembolism,Circulatory
F5_DEMENTIA,3309,0.030 [0.027-0.03],5.592e-64,***,Dementia,Mental and behavioural
E4_GOITRENOD,331,0.028 [0.024-0.03],1.001e-43,***,Nontoxic single thyroid nodule,Endocrine and metabolic
M13_DORSALGIANAS,1009,0.028 [0.022-0.03],3.039e-16,***,Other/unspecified dorsalgia,Musculoskeletal
M13_OTHERJOINT,3314,0.028 [0.020-0.03],8.999e-09,***,Other joint disorders,Musculoskeletal
KRA_PSY_DEMENTIA,2863,0.027 [0.023-0.03],1.526e-45,***,Any dementia,Mental and behavioural
M13_MYALGIA,253,0.026 [0.020-0.03],2.588e-12,***,Myalgia,Musculoskeletal
G6_CARPTU,3265,0.024 [0.021-0.03],2.747e-52,***,Carpal tunnel syndrome,Nervous
G6_NEURODEGENERATIVE,4070,0.024 [0.022-0.03],1.466e-68,***,Unspecific neurodegenerative disorder,Nervous
M13_OSTEOPOROSIS,372,0.024 [0.018-0.03],3.553e-07,***,Osteoporosis,Musculoskeletal
C3_CERVIX_UTERI,81,0.024 [0.021-0.03],1.649e-36,***,Malignant neoplasm of cervix uteri,Neoplasms
K11_PERITONITIS,161,0.024 [0.021-0.03],4.309e-40,***,Acute peritonitis,Digestive
AD_AM,451,0.024 [0.017-0.03],4.438e-08,***,Alzheimer disease (Atypical or mixed),Nervous
G6_ALZHEIMER,2982,0.023 [0.020-0.03],2.295e-52,***,Alzheimer disease,Nervous
