Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.606 [0.583-0.63],1.000e-315,***,Other diseases of the digestive system,Digestive
E4_LIPOPROTNAS,242,0.509 [0.441-0.58],1.298e-43,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_HYPERLIPNAS,1251,0.447 [0.412-0.48],2.560e-131,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
MEMLOSS,48,0.445 [0.311-0.58],1.514e-05,***,Memory loss,Mental and behavioural
N14_CYSTITIS,693,0.411 [0.379-0.44],1.689e-132,***,Cystitis,Genitourinary
E4_FH,518,0.363 [0.324-0.40],1.209e-66,***,Familial hypercholesterolemia,Endocrine and metabolic
E4_METABOLIA,4834,0.330 [0.305-0.35],8.654e-148,***,Metabolic disorders,Endocrine and metabolic
I9_POSTAMI,149,0.316 [0.252-0.38],1.209e-16,***,Status post-ami,Circulatory
N14_URINOTH,1485,0.288 [0.265-0.31],1.482e-119,***,Other diseases of urinary system,Genitourinary
VD_U,43,0.258 [0.184-0.33],2.039e-06,***,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.257 [0.180-0.33],1.602e-05,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
E4_LIPOPROT,7076,0.224 [0.208-0.24],3.284e-155,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
F5_DELIRIUM,173,0.214 [0.160-0.27],2.976e-09,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
AB1_BACT_INTEST_OTH,357,0.205 [0.200-0.21],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
F5_VASCDEM,107,0.200 [0.143-0.26],1.372e-06,***,Vascular dementia,Mental and behavioural
K11_OESSTODUO,43,0.141 [0.106-0.18],8.535e-10,***,"Diseases of oesophagus, stomach and duodenum",Digestive
I9_UAP,1483,0.136 [0.115-0.16],1.216e-30,***,Unstable angina pectoris,Circulatory
CD2_BENIGN_COLON_NOS,212,0.124 [0.081-0.17],0.002,**,"Benign neoplasm: Colon, unspecified",Neoplasms
C_DIFFICILE_ENTEROCOLITIS,2693,0.123 [0.120-0.13],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
K11_HAEMORR,329,0.114 [0.091-0.14],2.378e-16,***,Haemorrhoids and perianal venous thrombosis,Digestive
AD_AM,451,0.110 [0.089-0.13],4.886e-20,***,Alzheimer disease (Atypical or mixed),Nervous
KRA_PSY_ANYMENTAL,2504,0.104 [0.084-0.12],7.688e-20,***,Any mental disorder,Mental and behavioural
F5_DEMENTIA,3309,0.097 [0.087-0.11],1.964e-75,***,Dementia,Mental and behavioural
NEURODEGOTH,4178,0.096 [0.088-0.10],4.795e-136,***,Other degenerative diseases of the nervous system,Nervous
KRA_PSY_DEMENTIA,2863,0.092 [0.081-0.10],2.213e-58,***,Any dementia,Mental and behavioural
G6_NEURODEGENERATIVE,4070,0.090 [0.082-0.10],1.358e-105,***,Unspecific neurodegenerative disorder,Nervous
AUD,259,0.086 [0.077-0.10],1.309e-68,***,"Alcohol use disorder, ICD-based",Mental and behavioural
G6_ALZHEIMER,2982,0.077 [0.069-0.09],1.081e-64,***,Alzheimer disease,Nervous
N14_CHRONEPHROPATH,18,0.074 [0.063-0.08],7.505e-37,***,Chronic nephritic syndrome,Genitourinary
F5_ALZHDEMENT,2076,0.069 [0.060-0.08],6.238e-43,***,Dementia in Alzheimer disease,Mental and behavioural
