Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.314 [0.303-0.32],1.000e-315,***,Cystitis,Genitourinary
E4_HYPERLIPMIX,365,0.243 [0.213-0.27],3.461e-50,***,Mixed hyperlipidaemia,Endocrine and metabolic
N14_URINOTH,1485,0.236 [0.225-0.25],1.000e-315,***,Other diseases of urinary system,Genitourinary
F5_DEMINOTH,8,0.150 [0.098-0.20],0.004,**,Dementia in other diseases classified elsewhere,Mental and behavioural
KRA_PSY_ANYMENTAL,2504,0.135 [0.125-0.15],2.845e-140,***,Any mental disorder,Mental and behavioural
N14_MALEGEN,1376,0.119 [0.112-0.13],3.495e-289,***,Diseases of male genital organs,Genitourinary
G6_DEGENOTH,14,0.108 [0.086-0.13],8.468e-16,***,Other and unspecified degenerative diseases of nervous system,Nervous
M13_SOFTTISSUEOTH,600,0.103 [0.087-0.12],6.555e-32,***,"Other soft tissue disorders, not elsewhere classified",Musculoskeletal
F5_ANXIETY,71,0.102 [0.084-0.12],1.873e-23,***,Other anxiety disorders,Mental and behavioural
M13_ENTESOPATHYOTH,48,0.101 [0.083-0.12],8.129e-23,***,Other enthesopathies,Musculoskeletal
J10_ACUTEUPPERINFEC,241,0.092 [0.072-0.11],8.628e-14,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
N14_FEMALEGENNONINF,279,0.090 [0.075-0.11],8.315e-25,***,Noninflammatory disorders of female genital tract,Genitourinary
K11_ORAL,489,0.087 [0.065-0.11],5.657e-09,***,"Diseases of oral cavity, salivary glands and jaws",Digestive
K11_FISTULA,485,0.077 [0.073-0.08],1.000e-315,***,Colonic or urogenital fistula,Digestive
MEMLOSS,48,0.073 [0.046-0.10],0.033,*,Memory loss,Mental and behavioural
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.069 [0.062-0.07],7.518e-101,***,Melanocytic naevi of trunk,Neoplasms
N14_MENSIRREG,59,0.064 [0.048-0.08],5.074e-10,***,Irregular menses,Genitourinary
N14_PROSTHYPERPLA,3796,0.063 [0.060-0.07],1.000e-315,***,Hyperplasia of prostate,Genitourinary
VD_U,43,0.060 [0.047-0.07],1.034e-13,***,Vascular dementia (undefined),Mental and behavioural
F5_DEPRESSIO,2165,0.059 [0.054-0.06],9.215e-98,***,Depression,Mental and behavioural
C_DIFFICILE_ENTEROCOLITIS,2693,0.058 [0.056-0.06],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
AB1_BACT_INTEST_OTH,357,0.058 [0.051-0.06],2.147e-63,***,Other bacterial intestinal infections,Infectious and parasitic
M13_HAMMERTOE,331,0.057 [0.047-0.07],4.344e-25,***,Other hammer toe(s) (acquired),Musculoskeletal
J10_PLEURA,140,0.056 [0.045-0.07],3.798e-17,***,Other diseases of pleura,Respiratory
L12_DISORDSKINAPPENDIX,424,0.055 [0.038-0.07],3.843e-05,***,Disorders of skin appendages,Skin
F5_DELIRIUM,173,0.055 [0.044-0.07],2.315e-18,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
J10_SEPTDEV,498,0.054 [0.045-0.06],2.960e-31,***,Deviated nasal septum,Respiratory
J10_INFLUPNEU,534,0.052 [0.040-0.06],1.134e-10,***,Influenza and pneumonia,Respiratory
J10_UPPERINFEC,1002,0.051 [0.040-0.06],8.105e-14,***,Acute upper respiratory infections,Respiratory
H7_CHALAZION,671,0.051 [0.047-0.06],1.902e-111,***,Chalazion,Eye and adnexa
NEURODEGOTH,4178,0.048 [0.045-0.05],1.060e-220,***,Other degenerative diseases of the nervous system,Nervous
CD2_BENIGN_MELANOCYTIC,521,0.047 [0.037-0.06],1.647e-13,***,Melanocytic naevi,Neoplasms
N14_OVARYCYST,987,0.046 [0.041-0.05],2.429e-77,***,Ovarian cyst,Genitourinary
M13_MYALGIA,253,0.044 [0.034-0.05],1.145e-13,***,Myalgia,Musculoskeletal
N14_URETHRAOTH,610,0.042 [0.032-0.05],1.800e-12,***,Other disorders of urethra and urinary system,Genitourinary
CD2_LYMPHOID_LEUKAEMIA,767,0.039 [0.037-0.04],1.000e-315,***,Lymphoid leukaemia,Neoplasms
CD2_BENIGN_OVARY,144,0.035 [0.029-0.04],5.118e-21,***,Benign neoplasm of ovary,Neoplasms
L12_ROSACEANAS,82,0.034 [0.028-0.04],7.191e-19,***,Other and unspecified rosacea,Skin
N14_ENDOMETRIOSIS_UTERUS,193,0.034 [0.028-0.04],4.243e-29,***,Adenomyosis (Endometriosis of uterus),Genitourinary
J10_PLEURPLAGUE,310,0.033 [0.031-0.04],6.987e-120,***,Pleural plaque,Respiratory
M13_CALCIFICTEND,177,0.033 [0.030-0.04],9.481e-66,***,Calcific tendinitis of shoulder,Musculoskeletal
D3_ANAEMIA_IRONDEF_NAS,860,0.032 [0.026-0.04],1.230e-15,***,Other and unspecified iron deficiency,Blood and immune
N14_CHRONEPHROPATH,18,0.032 [0.022-0.04],1.836e-04,***,Chronic nephritic syndrome,Genitourinary
N14_MENORRHAGIA,718,0.031 [0.023-0.04],3.972e-08,***,Menorrhagia,Genitourinary
C3_KIDNEY_NOTRENALPELVIS,210,0.031 [0.025-0.04],1.134e-18,***,"Malignant neoplasm of kidney, except renal pelvis",Neoplasms
J10_PNEUMOTHORAX,46,0.030 [0.022-0.04],4.183e-10,***,Pneumothorax,Respiratory
M13_HALLUXVALGUS,3980,0.029 [0.026-0.03],5.027e-70,***,Hallux valgus (acquired),Musculoskeletal
M13_POSTOPMUSCULOSKE,86,0.028 [0.020-0.04],2.351e-06,***,"Postprocedural musculoskeletal disorders, not elsewhere classified",Musculoskeletal
I9_VASCINT,15,0.028 [0.020-0.04],1.389e-07,***,Vascular diseases of the intestine,Circulatory
COPD_EARLY,512,0.025 [0.022-0.03],3.050e-82,***,Early onset COPD,Respiratory
I9_HEARTFAIL,682,0.025 [0.017-0.03],3.822e-05,***,"Heart failure, strict",Circulatory
CD2_BENIGN_THYROID,151,0.024 [0.022-0.03],4.931e-70,***,Benign neoplasm of thyroid gland,Neoplasms
N14_ORHCEPINDIDYMITIS,99,0.023 [0.016-0.03],1.809e-05,***,Orchitis and epididymitis,Genitourinary
