Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.595 [0.561-0.63],7.919e-245,***,Cystitis,Genitourinary
K11_OTHDISDIG,25,0.539 [0.513-0.56],1.000e-315,***,Other diseases of the digestive system,Digestive
N14_URINOTH,1485,0.367 [0.336-0.40],9.535e-115,***,Other diseases of urinary system,Genitourinary
MEMLOSS,48,0.322 [0.251-0.39],1.197e-13,***,Memory loss,Mental and behavioural
G6_DEGENOTH,14,0.304 [0.204-0.40],5.031e-04,***,Other and unspecified degenerative diseases of nervous system,Nervous
E4_HYPERLIPNAS,1251,0.302 [0.270-0.33],1.457e-69,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
E4_LIPOPROTNAS,242,0.276 [0.213-0.34],3.992e-12,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_FH,518,0.250 [0.212-0.29],4.239e-33,***,Familial hypercholesterolemia,Endocrine and metabolic
E4_METABOLIA,4834,0.244 [0.220-0.27],1.253e-84,***,Metabolic disorders,Endocrine and metabolic
AB1_BACT_INTEST_OTH,357,0.234 [0.228-0.24],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
I9_POSTAMI,149,0.233 [0.187-0.28],6.726e-18,***,Status post-ami,Circulatory
VD_U,43,0.202 [0.161-0.24],1.257e-16,***,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.190 [0.134-0.25],1.086e-05,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
E4_LIPOPROT,7076,0.184 [0.168-0.20],8.418e-103,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
KRA_PSY_ANYMENTAL,2504,0.180 [0.164-0.20],1.773e-99,***,Any mental disorder,Mental and behavioural
E4_HYPERLIPMIX,365,0.170 [0.143-0.20],8.855e-30,***,Mixed hyperlipidaemia,Endocrine and metabolic
F5_DELIRIUM,173,0.170 [0.135-0.21],1.353e-15,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
C_DIFFICILE_ENTEROCOLITIS,2693,0.153 [0.149-0.16],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
F5_VASCDEM,107,0.147 [0.106-0.19],8.034e-07,***,Vascular dementia,Mental and behavioural
N14_MALEGEN,1376,0.130 [0.121-0.14],1.059e-191,***,Diseases of male genital organs,Genitourinary
N14_CHRONEPHROPATH,18,0.096 [0.085-0.11],2.186e-62,***,Chronic nephritic syndrome,Genitourinary
AUD,259,0.087 [0.072-0.10],2.882e-24,***,"Alcohol use disorder, ICD-based",Mental and behavioural
NEURODEGOTH,4178,0.083 [0.078-0.09],8.675e-198,***,Other degenerative diseases of the nervous system,Nervous
H7_CHALAZION,671,0.083 [0.079-0.09],1.000e-315,***,Chalazion,Eye and adnexa
K11_INTESTOTH,398,0.083 [0.068-0.10],1.188e-22,***,Other diseases of intestines,Digestive
K11_HAEMORR,329,0.083 [0.062-0.10],4.606e-10,***,Haemorrhoids and perianal venous thrombosis,Digestive
N14_FEMALEINFERT,80,0.080 [0.065-0.10],1.591e-20,***,Female infertility,Genitourinary
AD_AM,451,0.079 [0.065-0.09],1.346e-23,***,Alzheimer disease (Atypical or mixed),Nervous
I9_UAP,1483,0.078 [0.061-0.09],1.736e-14,***,Unstable angina pectoris,Circulatory
K11_FISTULA,485,0.076 [0.072-0.08],9.227e-229,***,Colonic or urogenital fistula,Digestive
M13_HALLUXVALGUS,3980,0.072 [0.066-0.08],6.363e-145,***,Hallux valgus (acquired),Musculoskeletal
M13_HAMMERTOE,331,0.070 [0.054-0.09],5.205e-13,***,Other hammer toe(s) (acquired),Musculoskeletal
N14_PROSTHYPERPLA,3796,0.070 [0.066-0.07],2.567e-297,***,Hyperplasia of prostate,Genitourinary
J10_PLEURA,140,0.068 [0.055-0.08],4.441e-18,***,Other diseases of pleura,Respiratory
F5_DEMENTIA,3309,0.067 [0.061-0.07],5.497e-104,***,Dementia,Mental and behavioural
KRA_PSY_DEMENTIA,2863,0.066 [0.059-0.07],2.881e-85,***,Any dementia,Mental and behavioural
G6_NEURODEGENERATIVE,4070,0.065 [0.060-0.07],2.764e-135,***,Unspecific neurodegenerative disorder,Nervous
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.060 [0.054-0.07],7.931e-86,***,Melanocytic naevi of trunk,Neoplasms
J10_SEPTDEV,498,0.060 [0.047-0.07],4.301e-16,***,Deviated nasal septum,Respiratory
F5_DEPRESSIO,2165,0.059 [0.052-0.07],3.542e-59,***,Depression,Mental and behavioural
M13_RADICULOPATHY,15,0.057 [0.036-0.08],0.045,*,Radiculopathy,Musculoskeletal
I9_IHD,7725,0.053 [0.044-0.06],2.821e-21,***,"Ischaemic heart disease, wide definition",Circulatory
G6_ALZHEIMER,2982,0.053 [0.048-0.06],3.689e-87,***,Alzheimer disease,Nervous
F5_ALZHDEMENT,2076,0.052 [0.046-0.06],5.447e-67,***,Dementia in Alzheimer disease,Mental and behavioural
L12_ROSACEANAS,82,0.050 [0.042-0.06],1.326e-25,***,Other and unspecified rosacea,Skin
J10_PLEURPLAGUE,310,0.050 [0.047-0.05],1.209e-246,***,Pleural plaque,Respiratory
I9_CORATHER,8695,0.048 [0.040-0.06],1.372e-27,***,Coronary atherosclerosis,Circulatory
CD2_BENIGN_THYROID,151,0.047 [0.045-0.05],2.250e-248,***,Benign neoplasm of thyroid gland,Neoplasms
N14_MENSIRREG,59,0.047 [0.030-0.06],0.007,**,Irregular menses,Genitourinary
N14_FIOTHNAS,100,0.046 [0.034-0.06],1.289e-08,***,"Female infertility, cervical, vaginal, other or unspecified origin",Genitourinary
I9_HEARTFAIL,682,0.046 [0.037-0.05],9.297e-19,***,"Heart failure, strict",Circulatory
K11_DISORD_TEETH,111,0.045 [0.033-0.06],3.563e-07,***,Other disorders of teeth and supporting structures,Digestive
CD2_BENIGN_OVARY,144,0.043 [0.034-0.05],5.383e-18,***,Benign neoplasm of ovary,Neoplasms
I9_ANGINA,5810,0.042 [0.033-0.05],8.576e-15,***,Angina pectoris,Circulatory
COPD_EARLY,512,0.042 [0.038-0.04],6.930e-144,***,Early onset COPD,Respiratory
CD2_BENIGN_MELANOCYTIC,521,0.041 [0.033-0.05],8.971e-18,***,Melanocytic naevi,Neoplasms
I9_CHD,6392,0.040 [0.031-0.05],1.479e-12,***,Major coronary heart disease event,Circulatory
H8_NONSUPPNAS,1145,0.037 [0.032-0.04],5.767e-41,***,Nonsuppurative otitis media,Ear and mastoid
CD2_FOLLICULAR_LYMPHOMA,5808,0.037 [0.035-0.04],1.000e-315,***,"Follicular lymphoma, hilmo",Neoplasms
K11_HERNIA,6152,0.036 [0.033-0.04],9.450e-101,***,Hernia,Digestive
J10_PNEUMOTHORAX,46,0.036 [0.027-0.04],3.344e-09,***,Pneumothorax,Respiratory
N14_OVARYCYST,987,0.035 [0.031-0.04],2.927e-43,***,Ovarian cyst,Genitourinary
J10_EMPHYSEMA,365,0.035 [0.032-0.04],2.300e-106,***,Emphysema,Respiratory
C3_BRONCHUS_LUNG,574,0.032 [0.029-0.04],1.140e-70,***,Malignant neoplasm of bronchus and lung,Neoplasms
CD2_BENIGN_OTHERDIGESTIVE,74,0.032 [0.021-0.04],0.002,**,Benign neoplasm of other and ill-defined parts of digestive system,Neoplasms
N14_MENORRHAGIA,718,0.032 [0.025-0.04],2.124e-16,***,Menorrhagia,Genitourinary
CD2_NONFOLLICULAR_LYMPHOMA,1094,0.031 [0.023-0.04],2.640e-08,***,Non-follicular lymphoma,Neoplasms
M13_POLYARTHRITIS,1672,0.031 [0.028-0.03],6.437e-88,***,"Polyarthritis, unspecified",Musculoskeletal
C3_LUNG_NONSMALL,527,0.031 [0.027-0.03],1.638e-75,***,Non-small cell lung cancer,Neoplasms
CD2_BENIGN_COLORECANI,1443,0.030 [0.023-0.04],3.511e-11,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
N14_ORHCEPINDIDYMITIS,99,0.028 [0.020-0.04],6.889e-05,***,Orchitis and epididymitis,Genitourinary
E4_HYPERPIT,147,0.028 [0.023-0.03],1.935e-31,***,Hyperfunction of pituitary gland,Endocrine and metabolic
L12_EPIDERMALTHICKOTH,11,0.028 [0.017-0.04],0.025,*,Other epidermal thickening,Skin
N14_PHIMOSIS,4306,0.027 [0.024-0.03],1.133e-105,***,"Redundant prepuce, phimosis and paraphimosis",Genitourinary
M13_MYALGIA,253,0.024 [0.017-0.03],7.663e-07,***,Myalgia,Musculoskeletal
J10_CHRONTONSADEN,5827,0.024 [0.019-0.03],1.559e-18,***,Chronic diseases of tonsils and adenoids,Respiratory
F5_PTSD,319,0.023 [0.016-0.03],1.988e-05,***,Post-traumatic stress disorder,Mental and behavioural
C3_ANUS_ANALCANAL,76,0.023 [0.019-0.03],2.647e-35,***,Malignant neoplasm of anus and anal canal,Neoplasms
N14_CALCUKIDUR,1321,0.020 [0.016-0.02],1.590e-21,***,Calculus of kidney and ureter,Genitourinary
CD2_BENIGN_LEIOMYOMA_UTERI,9080,0.019 [0.017-0.02],2.042e-85,***,Leiomyoma of uterus,Neoplasms
I9_OTHARR,798,0.019 [0.013-0.02],3.294e-06,***,Other arrhythmias,Circulatory
K11_GULC,244,0.018 [0.012-0.02],0.003,**,Gastric ulcer,Digestive
G6_OTHDEMYEL,3560,0.018 [0.017-0.02],1.260e-93,***,Other demyelinating diseases of the central nervous system,Nervous
C3_KIDNEY_NOTRENALPELVIS,210,0.018 [0.013-0.02],2.331e-07,***,"Malignant neoplasm of kidney, except renal pelvis",Neoplasms
CD2_INSITU_BLADDER,34,0.018 [0.012-0.02],8.529e-04,***,"Carcinoma in situ, bladder",Neoplasms
C3_OTHER_SKIN,9911,0.017 [0.014-0.02],2.084e-21,***,Other malignant neoplasms of skin (=non-melanoma skin cancer),Neoplasms
K11_HERING,7337,0.017 [0.015-0.02],6.126e-44,***,Inguinal hernia,Digestive
C3_THYROID_GLAND,1117,0.017 [0.015-0.02],9.275e-70,***,Malignant neoplasm of thyroid gland,Neoplasms
N14_BREAST,659,0.016 [0.010-0.02],0.003,**,Disorders of breast,Genitourinary
C3_BASAL_CELL_CARCINOMA,10907,0.014 [0.011-0.02],1.478e-17,***,Basal cell carcinoma,Neoplasms
M13_SYSTSLCE,1075,0.014 [0.011-0.02],8.718e-13,***,Systemic sclerosis,Musculoskeletal
M13_FOREIGNBODY,77,0.013 [0.008-0.02],0.002,**,Residual foreign body in soft tissue,Musculoskeletal
CD2_BENIGN_ADRENAL,332,0.012 [0.009-0.01],7.665e-13,***,Benign neoplasm: Adrenal gland,Neoplasms
M13_POLYMYALGIA,4532,0.012 [0.009-0.02],3.069e-08,***,Polymyalgia rheumatica,Musculoskeletal
CD2_BENIGN_MENINGES,587,0.011 [0.008-0.01],5.821e-06,***,Benign neoplasm of meninges,Neoplasms
G6_MYONEU,229,0.010 [0.007-0.01],3.021e-04,***,Diseases of the myoneural junction and muscle,Nervous
M13_GOUT,3183,0.010 [0.007-0.01],1.144e-07,***,Gout,Musculoskeletal
E4_LACTONAS,2420,0.010 [0.009-0.01],3.131e-162,***,"Lactose intolerance, other/unspecified",Endocrine and metabolic
L12_PAPULOSQUAMOUS,16405,0.010 [0.008-0.01],2.526e-25,***,Papulosquamous disorders,Skin
GOUT_IDIO,1453,0.009 [0.008-0.01],6.970e-23,***,Idiopathic gout,Musculoskeletal
H7_BLINDMONOCULAR,75,0.009 [0.006-0.01],2.925e-05,***,"Blindness, monocular",Eye and adnexa
I9_AORTANEUR,1277,0.009 [0.006-0.01],1.282e-05,***,Aortic aneurysm,Circulatory
K11_UMBHER,2034,0.009 [0.006-0.01],0.018,*,Umbilical hernia,Digestive
H7_IRIDONAS,4666,0.008 [0.006-0.01],1.550e-28,***,Other and unspecified iridocyclitis,Eye and adnexa
O15_MATERN_HYPERT_UNS,90,0.007 [0.005-0.01],2.042e-04,***,Unspecified maternal hypertension,Pregnancy
G6_RLS,898,0.006 [0.004-0.01],2.312e-06,***,Restless leg syndrome,Nervous
N14_ENDOMETRIOSIS_OVARY,2678,0.004 [0.003-0.01],9.308e-04,***,Endometriosis of ovary,Genitourinary
I9_CARDMYOHYP,293,-0.002 [-0.003--0.00],3.681e-07,***,"Cardiomyopathy, Hypertrophic obstructive",Circulatory
H7_IRIDOCYCLITIS,22983,-0.002 [-0.003--0.00],0.020,*,Iridocyclitis,Eye and adnexa
I9_HYPERTROCARDMYOP,483,-0.002 [-0.003--0.00],2.818e-12,***,Hypertrophic cardiomyopathy,Circulatory
M13_ANKYLOSPON,29005,-0.003 [-0.003--0.00],2.531e-36,***,Ankylosing spondylitis,Musculoskeletal
D3_COAGDEFNAS,3630,-0.003 [-0.003--0.00],2.501e-17,***,Other and unspecified coagulation defects,Blood and immune
E4_GILBERT,452,-0.003 [-0.003--0.00],2.004e-21,***,Gilbert syndrome,Endocrine and metabolic
H8_OTOSCLE,2888,-0.003 [-0.004--0.00],1.992e-05,***,Otosclerosis,Ear and mastoid
G6_MS,12132,-0.003 [-0.004--0.00],7.189e-04,***,MS-disease / Multiple Sclerosis,Nervous
E4_PORBILIR,370,-0.004 [-0.004--0.00],1.088e-14,***,Disorders of porphyrin and bilirubin metabolism,Endocrine and metabolic
SPONDYLOARTHRITIS,25038,-0.004 [-0.005--0.00],2.220e-43,***,Spondyloarthritis,Musculoskeletal
CHIRBIL_PRIM,2402,-0.005 [-0.006--0.00],0.049,*,Primary biliary cholangitis (PBC),Digestive
M13_SPONDYLINFLAMNAS,14599,-0.005 [-0.005--0.00],1.950e-45,***,Other specified/unspecified inflammatory spondylopathies,Musculoskeletal
E4_GOITRENAS,1714,-0.006 [-0.007--0.00],2.011e-12,***,Other and/or unspecified nontoxic goitre,Endocrine and metabolic
DRY_AMD,4885,-0.006 [-0.007--0.00],2.911e-10,***,Dry age-related macular degeneration (includes geographic atrophy),Eye and adnexa
E4_GOITREMULTINOD,6288,-0.006 [-0.008--0.01],2.563e-17,***,Nontoxic multinodular goitre,Endocrine and metabolic
H7_GLAUCOMA,6452,-0.007 [-0.009--0.00],0.005,**,Glaucoma,Eye and adnexa
C3_CLL_WIDE,431,-0.007 [-0.009--0.01],2.055e-15,***,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, including Hilmo",Neoplasms
POLYCYTVERA,839,-0.007 [-0.008--0.01],1.412e-147,***,Polycythaemia vera,Neoplasms
H7_SCLERACORNEA,15425,-0.008 [-0.010--0.01],4.041e-10,***,"Disorders of sclera, cornea, iris and ciliary body",Eye and adnexa
M13_POLYARTHROPATHIES,18752,-0.008 [-0.011--0.01],2.441e-09,***,Polyarthropathies,Musculoskeletal
M13_GIANTCELL,1909,-0.009 [-0.011--0.01],1.210e-11,***,Giant cell arteritis,Musculoskeletal
M13_EARLY_LUMBAR_PROLAPSE,506,-0.009 [-0.012--0.01],2.970e-08,***,"Early lumbar disc prolapse, operated",Musculoskeletal
I9_VARICVE,10262,-0.009 [-0.012--0.01],1.171e-10,***,Varicose veins,Circulatory
CHRONOTH,1965,-0.009 [-0.012--0.01],1.430e-09,***,Other Crohn's disease,Digestive
I9_AF,9821,-0.010 [-0.011--0.01],6.220e-20,***,Atrial fibrillation and flutter,Circulatory
N14_GLOMEINOTH,5455,-0.010 [-0.012--0.01],2.811e-20,***,Glomerular disorders in diseases classified elsewhere,Genitourinary
CD2_LYMPHOID_LEUKAEMIA,767,-0.010 [-0.012--0.01],1.435e-25,***,Lymphoid leukaemia,Neoplasms
I9_PHLETHROMBDVTLOW,3263,-0.011 [-0.013--0.01],2.466e-14,***,DVT of lower extremities,Circulatory
CHRONMYELOPRO,471,-0.011 [-0.011--0.01],9.341e-163,***,Chronic myeloproliferative disease,Neoplasms
K11_COELIAC,42111,-0.011 [-0.012--0.01],1.000e-315,***,Coeliac disease,Digestive
H7_DIVERGSTRAB,291,-0.012 [-0.014--0.01],7.475e-11,***,Divergent concomitant strabismus,Eye and adnexa
THROMBOCYTAEMIA,729,-0.012 [-0.013--0.01],9.581e-135,***,Essential (haemorrhagic) thrombocythaemia,Neoplasms
CD2_BENIGN_MELANOCYTIC_SCALPNECK,136,-0.012 [-0.016--0.01],0.003,**,Melanocytic naevi of scalp and neck,Neoplasms
I9_VTE,4388,-0.013 [-0.016--0.01],4.014e-09,***,Venous thromboembolism,Circulatory
I9_PHLETHROM,1192,-0.013 [-0.018--0.01],0.048,*,Phlebitis and thrombophlebitis (not including DVT),Circulatory
J10_NASALPOLYP,7370,-0.013 [-0.015--0.01],3.772e-41,***,Nasal polyp,Respiratory
E4_MINERAL_MET,806,-0.014 [-0.015--0.01],7.817e-61,***,Disorders of mineral metabolism,Endocrine and metabolic
L12_PILONIDALCYST,217,-0.015 [-0.019--0.01],2.847e-04,***,Pilonidal cyst,Skin
L12_SEBORRKERAT,374,-0.015 [-0.020--0.01],2.344e-04,***,Seborrhoeic keratosis,Skin
L12_CORNSANDCALLOS,491,-0.015 [-0.019--0.01],3.232e-09,***,Corns and callosities,Skin
N14_FEMALE_GENITAL_DYSPLASIA_NOS,28,-0.015 [-0.021--0.01],0.015,*,"Dysplastic lesion of unknown severity in the cervix uteri, vagina or vulva",Genitourinary
H7_RETINALBREAK,282,-0.015 [-0.019--0.01],1.635e-12,***,Retinal breaks without detachment,Eye and adnexa
N14_HYPERTROPHYBREAST,1659,-0.016 [-0.018--0.01],5.834e-21,***,Hypertrophy of breast,Genitourinary
ULCERPROCT,1091,-0.016 [-0.018--0.01],4.123e-23,***,Ulcerative proctitis,Digestive
DM_NEOVASCULAR_GLAUCOMA,434,-0.016 [-0.019--0.01],1.089e-15,***,Neovascular glaucoma,Eye and adnexa
E4_OVARDYS,222,-0.016 [-0.020--0.01],1.679e-12,***,Ovarian dysfunction,Endocrine and metabolic
E4_OBESITYNAS,1620,-0.017 [-0.020--0.01],4.477e-12,***,"Obesity, other/unspecified",Endocrine and metabolic
AUTOHEP,2902,-0.017 [-0.018--0.02],1.000e-315,***,Autoimmune hepatitis,Digestive
M13_VARUS,203,-0.018 [-0.019--0.02],2.761e-168,***,"Varus deformity, not elsewhere classified",Musculoskeletal
N14_FEMGENPROL,2263,-0.018 [-0.022--0.01],2.326e-09,***,Female genital prolapse,Genitourinary
CD2_HODGKIN_LYMPHOMA,268,-0.018 [-0.023--0.01],9.968e-11,***,"Hodgkin lymphoma, hilmo",Neoplasms
D3_THROMBOCYTOPENIANAS,73,-0.019 [-0.026--0.01],0.003,**,"Thrombocytopenia, unspecified",Blood and immune
M13_PLANTARFASC,87,-0.019 [-0.025--0.01],7.386e-05,***,Plantar fascial fibromatosis,Musculoskeletal
H8_HL_PRESBY,136,-0.020 [-0.026--0.01],1.567e-06,***,Presbycusis,Ear and mastoid
K11_CHOLELITH,10661,-0.021 [-0.024--0.02],6.305e-25,***,Cholelithiasis,Digestive
I9_PULMEMB,1247,-0.021 [-0.027--0.01],1.328e-06,***,Pulmonary embolism,Circulatory
L12_LUPUS,5381,-0.021 [-0.022--0.02],1.000e-315,***,Cutaneous lupus erythematosus,Skin
K11_ENERCOLNONINF,4471,-0.021 [-0.025--0.02],4.639e-20,***,Noninfective enteritis and colitis,Digestive
H8_OTHEREAR,3939,-0.022 [-0.029--0.01],0.008,**,Other disorders of ear,Ear and mastoid
H8_EXTERNAL,828,-0.022 [-0.028--0.02],3.227e-09,***,Diseases of external ear,Ear and mastoid
D3_WHITEBLOODCELLNAS,70,-0.022 [-0.028--0.02],7.990e-09,***,Other and unspecified disorders of white blood cells,Blood and immune
K11_MALABSORB,6958,-0.023 [-0.024--0.02],1.000e-315,***,Intestinal malabsorption,Digestive
E4_OBESITY,3239,-0.024 [-0.027--0.02],1.438e-31,***,Obesity,Endocrine and metabolic
