Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_CHRONGASTR,210,0.260 [0.250-0.27],1.000e-315,***,Chronic gastritis,Digestive
N14_RENALTUB,449,0.224 [0.214-0.23],1.000e-315,***,Renal tubulo-interstitial diseases,Genitourinary
O15_PRETERM,17,0.189 [0.160-0.22],1.458e-32,***,Preterm labour and delivery,Pregnancy
M13_LOWBACKPAIN,1988,0.186 [0.177-0.19],1.000e-315,***,Low back pain,Musculoskeletal
L12_DERMATITISNAS,2477,0.170 [0.163-0.18],1.000e-315,***,Dermatitis,Skin
M13_SOFTTISSUE,1904,0.156 [0.145-0.17],4.823e-157,***,Soft tissue disorders,Musculoskeletal
M13_DORSALGIANAS,1009,0.137 [0.129-0.15],1.435e-221,***,Other/unspecified dorsalgia,Musculoskeletal
E4_LIPOPROTNAS,242,0.131 [0.090-0.17],7.611e-05,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
K11_OESSTODUO,43,0.130 [0.094-0.17],2.823e-07,***,"Diseases of oesophagus, stomach and duodenum",Digestive
JOINTPAIN,1595,0.122 [0.109-0.14],1.485e-70,***,Pain in joint,Musculoskeletal
M13_DORSOPATHYOTH,5393,0.116 [0.109-0.12],1.905e-251,***,"Other dorsopathies, not elsewhere classified",Musculoskeletal
G6_MIGRAINE_WITH_AURA,143,0.114 [0.105-0.12],1.701e-117,***,Migraine with aura,Nervous
L12_OTHERCONTACT,39,0.106 [0.074-0.14],1.065e-05,***,Other contact dermatitis,Skin
K11_FUNCDYSP,169,0.106 [0.099-0.11],9.585e-175,***,Functional dyspepsia,Digestive
M13_MUSCLE,168,0.104 [0.099-0.11],1.000e-315,***,Disorders of muscles,Musculoskeletal
N14_EROSECTROPUT,31,0.103 [0.093-0.11],4.286e-78,***,Erosion and ectropion of cervix uteri,Genitourinary
M13_OSTEOCHONDRO,166,0.101 [0.083-0.12],4.493e-25,***,Osteopathies and chondropathies,Musculoskeletal
G6_NERPLEX,2804,0.099 [0.092-0.10],4.915e-212,***,"Nerve, nerve root and plexus disorders",Nervous
M13_OTHERJOINT,3314,0.095 [0.087-0.10],2.037e-107,***,Other joint disorders,Musculoskeletal
M13_ARTHROPATHIES,7062,0.095 [0.089-0.10],2.293e-197,***,Arthropathies,Musculoskeletal
O15_DELIV_CAESAR,82,0.093 [0.079-0.11],1.631e-30,***,Single delivery by caesarean section,Pregnancy
