Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
E4_LIPOPROTNAS,242,0.348 [0.317-0.38],4.477e-96,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_HYPERLIPNAS,1251,0.239 [0.219-0.26],1.157e-116,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
CD2_BENIGN_COLON_NOS,212,0.234 [0.176-0.29],6.084e-10,***,"Benign neoplasm: Colon, unspecified",Neoplasms
E4_METABOLIA,4834,0.230 [0.215-0.24],3.179e-208,***,Metabolic disorders,Endocrine and metabolic
E4_FH,518,0.206 [0.181-0.23],2.817e-57,***,Familial hypercholesterolemia,Endocrine and metabolic
N14_RENALTUB,449,0.198 [0.190-0.21],1.000e-315,***,Renal tubulo-interstitial diseases,Genitourinary
M13_SOFTTISSUE,1904,0.184 [0.175-0.19],1.000e-315,***,Soft tissue disorders,Musculoskeletal
I9_POSTAMI,149,0.179 [0.144-0.21],9.473e-18,***,Status post-ami,Circulatory
PD_DEMENTIA,12,0.173 [0.115-0.23],0.001,**,Dementia due to Parkinson's disease,Mental and behavioural
G6_MIGRAINE_WITH_AURA,143,0.171 [0.162-0.18],1.000e-315,***,Migraine with aura,Nervous
E4_LIPOPROT,7076,0.129 [0.118-0.14],2.797e-115,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
G6_NERPLEX,2804,0.123 [0.117-0.13],1.000e-315,***,"Nerve, nerve root and plexus disorders",Nervous
J10_BRONCHIECTASIS,2,0.097 [0.061-0.13],0.046,*,Bronchiectasis,Respiratory
AB1_GASTROENTERITIS_NOS,923,0.096 [0.087-0.11],7.668e-83,***,Diarrhoea and gastroenteritis of presumed infectious origin,Infectious and parasitic
CD2_BENIGN_COLORECANI,1443,0.092 [0.075-0.11],2.376e-21,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
M13_LIMBPAIN,197,0.089 [0.067-0.11],2.216e-09,***,Pain in limb,Musculoskeletal
JOINTPAIN,1595,0.087 [0.081-0.09],5.244e-155,***,Pain in joint,Musculoskeletal
M13_ROTATORCUFF,66,0.084 [0.057-0.11],2.277e-04,***,Rotator cuff syndrome,Musculoskeletal
M13_MUSCLE,168,0.083 [0.079-0.09],1.000e-315,***,Disorders of muscles,Musculoskeletal
AB1_INTESTINAL_INFECTIONS,954,0.082 [0.071-0.09],2.055e-44,***,Intestinal infectious diseases,Infectious and parasitic
L12_DERMATITISNAS,2477,0.081 [0.077-0.09],2.047e-298,***,Dermatitis,Skin
AUD,259,0.080 [0.072-0.09],2.674e-78,***,"Alcohol use disorder, ICD-based",Mental and behavioural
K11_OTHENTERCOL,751,0.077 [0.074-0.08],1.000e-315,***,Other noninfective gastroenteritis and colitis,Digestive
F5_VASCDEM,107,0.077 [0.048-0.11],0.033,*,Vascular dementia,Mental and behavioural
K11_PANCOTH,29,0.075 [0.064-0.09],6.724e-36,***,Other diseases of pancreas,Digestive
F5_DELIRIUM,173,0.075 [0.047-0.10],0.048,*,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
M13_SHOULDER,206,0.074 [0.057-0.09],4.923e-13,***,Shoulder lesions,Musculoskeletal
K11_CHRONGASTR,210,0.074 [0.065-0.08],5.414e-64,***,Chronic gastritis,Digestive
M13_MENISCUSDERANGEMENTS,937,0.069 [0.059-0.08],1.279e-36,***,Meniscus derangement,Musculoskeletal
I9_ATHSCLE,3616,0.067 [0.063-0.07],1.306e-191,***,"Atherosclerosis, excluding cerebral and coronary sclerosis",Circulatory
I9_UAP,1483,0.067 [0.055-0.08],3.286e-21,***,Unstable angina pectoris,Circulatory
N14_PYELONEPHR,67,0.064 [0.048-0.08],5.659e-09,***,Acute tubulo-interstitial nephritis,Genitourinary
