Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.506 [0.482-0.53],1.000e-315,***,Other diseases of the digestive system,Digestive
E4_LIPOPROTNAS,242,0.295 [0.267-0.32],6.983e-93,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_HYPERLIPNAS,1251,0.223 [0.206-0.24],3.457e-140,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
K11_OESSTODUO,43,0.216 [0.180-0.25],3.972e-26,***,"Diseases of oesophagus, stomach and duodenum",Digestive
N14_RENALTUB,449,0.206 [0.197-0.22],1.000e-315,***,Renal tubulo-interstitial diseases,Genitourinary
CD2_BENIGN_COLON_NOS,212,0.200 [0.144-0.26],4.492e-07,***,"Benign neoplasm: Colon, unspecified",Neoplasms
E4_FH,518,0.173 [0.153-0.19],5.333e-59,***,Familial hypercholesterolemia,Endocrine and metabolic
N14_URINOTH,1485,0.167 [0.154-0.18],7.172e-135,***,Other diseases of urinary system,Genitourinary
I9_POSTAMI,149,0.156 [0.124-0.19],1.694e-16,***,Status post-ami,Circulatory
M13_SOFTTISSUE,1904,0.155 [0.141-0.17],8.466e-97,***,Soft tissue disorders,Musculoskeletal
E4_METABOLIA,4834,0.141 [0.128-0.15],2.056e-92,***,Metabolic disorders,Endocrine and metabolic
K11_FUNCDYSP,169,0.124 [0.117-0.13],2.163e-237,***,Functional dyspepsia,Digestive
AB1_BACT_INTEST_OTH,357,0.111 [0.106-0.12],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
G6_MIGRAINE_WITH_AURA,143,0.099 [0.089-0.11],2.046e-72,***,Migraine with aura,Nervous
N14_CYSTITIS,693,0.097 [0.074-0.12],2.251e-11,***,Cystitis,Genitourinary
J10_ACUTEUPPERINFEC,241,0.096 [0.077-0.11],6.623e-19,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
E4_LIPOPROT,7076,0.093 [0.084-0.10],1.700e-85,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
K11_HAEMORR,329,0.091 [0.073-0.11],1.463e-18,***,Haemorrhoids and perianal venous thrombosis,Digestive
JOINTPAIN,1595,0.089 [0.081-0.10],1.372e-99,***,Pain in joint,Musculoskeletal
O15_PRETERM,17,0.084 [0.060-0.11],4.088e-06,***,Preterm labour and delivery,Pregnancy
M13_THORACISPINEPAIN,151,0.077 [0.068-0.09],1.581e-64,***,Pain in thoracic spine,Musculoskeletal
J10_INFLUPNEU,534,0.074 [0.064-0.08],1.528e-40,***,Influenza and pneumonia,Respiratory
M13_DORSALGIANAS,1009,0.072 [0.065-0.08],2.396e-102,***,Other/unspecified dorsalgia,Musculoskeletal
K11_OTHENTERCOL,751,0.071 [0.064-0.08],2.549e-85,***,Other noninfective gastroenteritis and colitis,Digestive
D3_AGRANULOCYTOSIS,347,0.071 [0.068-0.07],1.000e-315,***,Agranulocytosis,Blood and immune
M13_ENTESOPATHYOTH,48,0.070 [0.051-0.09],1.033e-07,***,Other enthesopathies,Musculoskeletal
M13_OTHERJOINT,3314,0.067 [0.062-0.07],9.641e-131,***,Other joint disorders,Musculoskeletal
CD2_BENIGN_COLORECANI,1443,0.067 [0.051-0.08],3.707e-11,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
NEURODEGOTH,4178,0.066 [0.062-0.07],2.501e-195,***,Other degenerative diseases of the nervous system,Nervous
N14_URETHRAOTH,610,0.065 [0.057-0.07],8.179e-48,***,Other disorders of urethra and urinary system,Genitourinary
M13_MUSCLE,168,0.064 [0.060-0.07],1.200e-162,***,Disorders of muscles,Musculoskeletal
N14_PYELONEPHR,67,0.064 [0.046-0.08],1.171e-06,***,Acute tubulo-interstitial nephritis,Genitourinary
C3_CERVIX_UTERI,81,0.062 [0.058-0.07],6.800e-204,***,Malignant neoplasm of cervix uteri,Neoplasms
H8_BPV,30,0.058 [0.036-0.08],0.023,*,Benign paroxysmal vertigo,Ear and mastoid
CD2_NONFOLLICULAR_LYMPHOMA,1093,0.057 [0.054-0.06],6.619e-234,***,Non-follicular lymphoma,Neoplasms
CD2_BENIGN_PAROTID,171,0.056 [0.051-0.06],7.032e-135,***,Benign neoplasm: Parotid gland,Neoplasms
I9_ATHSCLE,3616,0.055 [0.051-0.06],1.998e-136,***,"Atherosclerosis, excluding cerebral and coronary sclerosis",Circulatory
C_DIFFICILE_ENTEROCOLITIS,2693,0.055 [0.053-0.06],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
AUD,259,0.054 [0.045-0.06],2.796e-26,***,"Alcohol use disorder, ICD-based",Mental and behavioural
CD2_BENIGN_EAR_RESP,224,0.053 [0.047-0.06],1.175e-61,***,Benign neoplasm of middle ear and respiratory system,Neoplasms
I9_UAP,1483,0.051 [0.040-0.06],5.944e-14,***,Unstable angina pectoris,Circulatory
K11_ORAL_LICHEN_PLANUS,6,0.051 [0.039-0.06],2.626e-13,***,Oral lichen planus,Digestive
I9_OTHPER,110,0.050 [0.041-0.06],1.260e-19,***,Other peripheral vascular diseases,Circulatory
K11_OTHANRECT,204,0.050 [0.040-0.06],2.271e-17,***,Other diseases of anus and rectum,Digestive
E4_ENDOMETPOSTOP,4212,0.050 [0.049-0.05],1.000e-315,***,"Postprocedural endocrine and metabolic disorders, not elsewhere classified",Endocrine and metabolic
L12_LICHENSIMPLEX,206,0.049 [0.046-0.05],7.745e-217,***,Lichen simplex chronicus,Skin
H7_OCUPAIN,174,0.048 [0.043-0.05],6.089e-63,***,Ocular pain,Eye and adnexa
