Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
J10_ACUTEUPPERINFEC,241,0.602 [0.541-0.66],8.812e-78,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
J10_INFLUPNEU,534,0.446 [0.410-0.48],9.902e-119,***,Influenza and pneumonia,Respiratory
J10_UPPERINFEC,1002,0.432 [0.403-0.46],6.687e-176,***,Acute upper respiratory infections,Respiratory
AB1_OTHER_BACTERIAL,478,0.406 [0.375-0.44],1.676e-139,***,Other bacterial diseases,Infectious and parasitic
N14_CYSTITIS,693,0.363 [0.349-0.38],1.000e-315,***,Cystitis,Genitourinary
N14_URINOTH,1485,0.348 [0.338-0.36],1.000e-315,***,Other diseases of urinary system,Genitourinary
K11_OTHDISDIG,25,0.319 [0.295-0.34],6.291e-148,***,Other diseases of the digestive system,Digestive
KRA_PSY_ANYMENTAL,2504,0.295 [0.282-0.31],1.000e-315,***,Any mental disorder,Mental and behavioural
N14_MALEGEN,1375,0.276 [0.263-0.29],1.000e-315,***,Diseases of male genital organs,Genitourinary
H8_EXTERNAL,828,0.231 [0.222-0.24],1.000e-315,***,Diseases of external ear,Ear and mastoid
J10_UPPERDIS,4085,0.190 [0.176-0.20],8.612e-149,***,Other diseases of upper respiratory tract,Respiratory
N14_URETHRAOTH,610,0.182 [0.171-0.19],2.685e-229,***,Other disorders of urethra and urinary system,Genitourinary
O15_MATERN_CARE_OTHER,240,0.166 [0.154-0.18],9.918e-156,***,Maternal care for other known or suspected fetal problems,Pregnancy
L12_DISORDSKINAPPENDIX,424,0.160 [0.144-0.18],6.603e-77,***,Disorders of skin appendages,Skin
AB1_BACT_INTEST_OTH,357,0.157 [0.152-0.16],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
N14_PROSTHYPERPLA,3795,0.156 [0.150-0.16],1.000e-315,***,Hyperplasia of prostate,Genitourinary
F5_DEPRESSIO,2165,0.150 [0.139-0.16],1.664e-166,***,Depression,Mental and behavioural
L12_INFECT_SKIN,518,0.149 [0.126-0.17],7.545e-33,***,Infections of the skin and subcutaneous tissue,Skin
M13_SYNOTEND,1267,0.147 [0.129-0.16],4.877e-57,***,Disorders of synovium and tendon,Musculoskeletal
O15_DELIV_CAESAR,82,0.145 [0.131-0.16],1.398e-87,***,Single delivery by caesarean section,Pregnancy
O15_ABORT_MEDICAL,68,0.137 [0.105-0.17],1.813e-11,***,Medical abortion,Pregnancy
H8_EXTOTITIS,1164,0.136 [0.127-0.15],5.486e-159,***,Otitis externa,Ear and mastoid
M13_OSTEOCHONDRO,166,0.135 [0.101-0.17],1.739e-09,***,Osteopathies and chondropathies,Musculoskeletal
O15_MATERN_CARE_PELVIC_ABNORM,86,0.132 [0.119-0.14],1.455e-87,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
H7_CHALAZION,671,0.124 [0.118-0.13],1.000e-315,***,Chalazion,Eye and adnexa
O15_PREG_OTHER_MAT_DISORD,1961,0.122 [0.109-0.14],1.648e-68,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
L12_CORNSANDCALLOS,491,0.121 [0.115-0.13],1.000e-315,***,Corns and callosities,Skin
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,0.115 [0.104-0.13],4.911e-79,***,Viral and other specified intestinal infections,Infectious and parasitic
H7_VITRBODYGLOBE,276,0.108 [0.088-0.13],1.405e-19,***,Disorders of vitreous body,Eye and adnexa
I9_ARTOTH,187,0.102 [0.097-0.11],1.000e-315,***,Other diseases of arteries and capillaries,Circulatory
CD2_BENIGN_COLON_NOS,212,0.101 [0.070-0.13],2.424e-05,***,"Benign neoplasm: Colon, unspecified",Neoplasms
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE,1622,0.099 [0.088-0.11],5.642e-56,***,Viral infections characterized by skin and mucous membrane lesions,Infectious and parasitic
J10_CHRONTONSADEN,5826,0.093 [0.086-0.10],5.842e-145,***,Chronic diseases of tonsils and adenoids,Respiratory
M13_HAMMERTOE,331,0.089 [0.075-0.10],3.142e-30,***,Other hammer toe(s) (acquired),Musculoskeletal
J10_CHRONSINUSITIS,3550,0.086 [0.080-0.09],1.347e-147,***,Chronic sinusitis,Respiratory
C_DIFFICILE_ENTEROCOLITIS,2693,0.085 [0.083-0.09],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
M13_OSTEOPOROSIS,372,0.080 [0.071-0.09],1.084e-59,***,Osteoporosis,Musculoskeletal
L12_ABSCESS_CUT,66,0.079 [0.066-0.09],2.417e-28,***,"Cutaneous abscess, furuncle and carbuncle",Skin
M13_ARTHROPATHIES,7062,0.079 [0.070-0.09],2.216e-62,***,Arthropathies,Musculoskeletal
N14_CHRONEPHROPATH,18,0.075 [0.065-0.09],1.072e-40,***,Chronic nephritic syndrome,Genitourinary
M13_TENDOSYNOVITISNAS,236,0.073 [0.056-0.09],2.751e-11,***,Other/unspecified synovitis and tenosynovitis,Musculoskeletal
O15_PRETERM,17,0.073 [0.050-0.10],1.633e-04,***,Preterm labour and delivery,Pregnancy
CD2_BENIGN_OTHERDIGESTIVE,74,0.071 [0.055-0.09],5.555e-13,***,Benign neoplasm of other and ill-defined parts of digestive system,Neoplasms
K11_PERITONITIS,161,0.069 [0.065-0.07],1.000e-315,***,Acute peritonitis,Digestive
ASTHMA_NAS,3913,0.069 [0.061-0.08],1.227e-62,***,"Asthma, unspecified (mode)",Respiratory
N14_PHIMOSIS,4306,0.068 [0.065-0.07],1.000e-315,***,"Redundant prepuce, phimosis and paraphimosis",Genitourinary
I9_STR,191,0.064 [0.046-0.08],5.384e-07,***,"Stroke, excluding SAH",Circulatory
M13_HALLUXVALGUS,3980,0.060 [0.055-0.06],1.092e-139,***,Hallux valgus (acquired),Musculoskeletal
G6_POLYOTHUNS,107,0.059 [0.043-0.07],9.468e-09,***,"Other and unspecified polyneuropathies, also in other diseases",Nervous
L12_FOLICULAROTH,12,0.059 [0.038-0.08],0.006,**,Other follicular disorders,Skin
E4_HYPERLIPNAS,1251,0.057 [0.049-0.06],1.854e-45,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
ALLERG_RHINITIS,746,0.053 [0.046-0.06],6.167e-45,***,Allergic rhinitis,Respiratory
H7_KERATITIS,1243,0.053 [0.046-0.06],8.507e-53,***,Keratitis,Eye and adnexa
J10_SEPTDEV,498,0.052 [0.042-0.06],4.842e-17,***,Deviated nasal septum,Respiratory
L12_PILONIDALCYST,217,0.051 [0.045-0.06],4.500e-51,***,Pilonidal cyst,Skin
K11_OTHANRECT,204,0.051 [0.041-0.06],8.102e-18,***,Other diseases of anus and rectum,Digestive
E4_LIPOPROTNAS,242,0.050 [0.041-0.06],3.041e-23,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
I9_PHLETHROMBDVTLOW,3262,0.047 [0.043-0.05],2.805e-104,***,DVT of lower extremities,Circulatory
CD2_BENIGN_COLORECANI,1443,0.046 [0.037-0.06],1.183e-16,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
M13_THORACISPINEPAIN,151,0.045 [0.037-0.05],7.972e-23,***,Pain in thoracic spine,Musculoskeletal
M13_HALLUXRIGIDUS,40,0.045 [0.033-0.06],4.344e-09,***,Hallux rigidus,Musculoskeletal
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.045 [0.040-0.05],2.055e-86,***,Melanocytic naevi of trunk,Neoplasms
G6_HYDROCEPH,204,0.042 [0.036-0.05],5.214e-29,***,Hydrocephalus,Nervous
M13_POLYMYALGIA,4532,0.040 [0.037-0.04],1.188e-165,***,Polymyalgia rheumatica,Musculoskeletal
E4_FH,518,0.040 [0.032-0.05],1.537e-18,***,Familial hypercholesterolemia,Endocrine and metabolic
