Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.423 [0.405-0.44],1.000e-315,***,Cystitis,Genitourinary
N14_URINOTH,1485,0.296 [0.278-0.31],7.252e-227,***,Other diseases of urinary system,Genitourinary
F5_DELUSIO,6,0.247 [0.157-0.34],0.019,*,Persistent delusional disorders,Mental and behavioural
E4_HYPERLIPMIX,365,0.247 [0.213-0.28],1.347e-42,***,Mixed hyperlipidaemia,Endocrine and metabolic
F5_DEMINOTH,8,0.194 [0.180-0.21],1.372e-173,***,Dementia in other diseases classified elsewhere,Mental and behavioural
G6_DEGENOTH,14,0.170 [0.159-0.18],1.904e-192,***,Other and unspecified degenerative diseases of nervous system,Nervous
KRA_PSY_ANYMENTAL,2504,0.157 [0.145-0.17],7.817e-138,***,Any mental disorder,Mental and behavioural
MEMLOSS,48,0.144 [0.117-0.17],6.402e-21,***,Memory loss,Mental and behavioural
N14_MALEGEN,1376,0.130 [0.122-0.14],1.321e-246,***,Diseases of male genital organs,Genitourinary
AB1_BACT_INTEST_OTH,357,0.112 [0.105-0.12],2.915e-232,***,Other bacterial intestinal infections,Infectious and parasitic
VD_U,43,0.104 [0.090-0.12],3.013e-40,***,Vascular dementia (undefined),Mental and behavioural
M13_SOFTTISSUEOTH,600,0.101 [0.080-0.12],3.875e-16,***,"Other soft tissue disorders, not elsewhere classified",Musculoskeletal
K11_FISTULA,485,0.098 [0.094-0.10],1.000e-315,***,Colonic or urogenital fistula,Digestive
M13_ENTESOPATHYOTH,48,0.094 [0.076-0.11],2.857e-18,***,Other enthesopathies,Musculoskeletal
F5_DELIRIUM,173,0.092 [0.077-0.11],2.244e-27,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
C_DIFFICILE_ENTEROCOLITIS,2693,0.092 [0.089-0.09],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
